id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,app_gov_rau,app_ussen_kirk,app_pres_oba,app_ussen_dur,fix_deficit_il,cuts_k12,cuts_he,cuts_he31,cuts_cops,cuts_parks,cuts_poor,cuts_disable,pen_cuts,tax_gas10,tax_services,gamble_exp,tax_ret_inc,tax_ret_inc50K,tax_temp_inc,tax_temp_inc45,tax_mil,tax_graduated,frack_know,frack_safe,frack_bene,grow_dt,safe_walk,mod_trans,mod_trans_other,prefer_cars,local_food,vet_greatest,vet_greatest_other,vet_2ndgreat,vet_2ndgreat_other,news_social,news_nat_paper,news_loc_paper,news_nat_tv,news_loc_tv,news_nat_radio,news_loc_radio,news_online_cons,news_online_libs,social_shrviews,pens_bnkrpt_il,pens_bnkrpt_chi,abort_leg,lg_coup_rts,feel_priv_union,feel_pub_unioin,feel_muslims,feel_lds,education,ideo_leans,ideology,party_leans,party_aff,employ_time,employ_type,retired_type,union,relig_often,relig_1,relig_2,religion,born_again,vet_you,vet_family,zip,age_cat,birth_yr,rac_eth,rac_eth_other,neighborhood,hh_inc,City,County,Latitude
040043,2,2,1,1, ,1,2,2,2,3,5,1,4,5,5,2,2,1,3,2,2,2,2,2,2,4,3,2,2,3,4,1,5,1,4,2,3,2,1, ,2,2,4, ,2, ,1,0,1,6,5,2,2,0,0,1,2,2,4,1,2,1,2,5,6,2,1,9,9,3, ,5,2,6, ,9,9, ,5,1,99999,14,9999,7, ,9,9, , , 
041747,2,2,1,1, ,1,1,1,2,1,2,9,2,5,4,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2, ,1,1,1,3,2,1,1,1, ,2,2,4, ,13,BEING REINTRODUCED TO NORMAL SOCIETY; FINDING WORK; AFFORDING A HOUSE,0,7,2,5,5,0,0,0,2,1,1,1,1,1,2,2,1,2,6,2,1,3,1,1,2, ,2,4, ,1,1,2,5,1,60060,7,1963,1, ,8,7,Mundelein,Lake,42.26
042746,2,2,1,1, ,1,1,1,2,1,2,1,4,5,5,3,2,2,2,1,1,2,1,1,1,1,4,1, ,2, ,1,1,2,2,1,2,1,1, ,2,2,14, , , ,1,3,3,7,1,3,3,1,4,3,1,1,2,1,1,1,2,2,6,1,1,3,1,1,1, ,2,4, ,1,1,2,5,2,60631,7,1961,1, ,8,7,Chicago,Cook,41.83
045976,1,1, , ,1,1,1,1,2,2,3,1,5,2,5,3,2,2,2,2,2,2,2,1,1,4,2,2,1,2, ,2,4,2,2,3,1,1,1, ,2,2,13,TAKING CARE OF THE ONES THAT ARE DISABLED,2, ,0,1,7,1,7,1,1,2,1,1,1,1,1,1,2,5,2,2,5,1,1,1,1,1,1, ,2,4, ,3,3, ,3,1,60611,13,1927,1, ,7,9,Chicago,Cook,41.83
044305,2,1, , ,1,1,1,1,1,1,1,9,9,4,9,4,2,1,1,3,2,2,1,2,2,1,1,2,2,2, ,2,1,3,2,2,5,1,1, ,1,3,13,READJUSTING TO CIVILIAN LIFE,13,RECOGNITION OF THIER SERVICE AND WHAT THEY'VE DONE FOR US,0,0,0,7,7,7,7,0,0,1,2,2,1,2,3,3,2,1,6,3,2,5,3,3, ,5,1,1,1, ,1,2,5,2,60463,11,1941,7, ,8,8,Palos Heights,Cook,41.66
048741,3,1, , ,1,1,2,2,2,1,1,9,9,2,9,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,4,2,2,4,5,3,2,1,1, ,1,2,2, ,4, ,7,7,7,2,7,0,0,0,0,2,2,2,2,1,1,1,5,2,6,3,2,6,3,1,3, ,1,5, ,1,1,1,5,1,61073,6,1969,1, ,8,6,Roscoe,Winnebago,42.41
043599,3,1, , ,1,1,1,2,2,2,3,3,4,1,1,2,1,1,1,3,1,1,1,1,2,1,3,1, ,2, ,4,5,1,2,1,5,1,1, ,3,3,4, ,1, ,0,6,7,7,7,9,0,9,9,4,1,1,4,4,2,4,4,2,2,2,1,5,3,3, ,1,2,1,1, ,1,2,5,1,61834,12,1938,1, ,10,4,Danville,Vermilion,40.14
045472,3,1, , ,1,1,2,2,2,3,3,9,4,2,3,3,2,2,2,1,2,2,2,2,1,2,4,1, ,2, ,2,2,2,5,3,2,1,1, ,1,3,4, ,1, ,0,7,1,7,7,9,0,9,9,3,3,3,2,4,2,2,5,5,2,4,3,5,3,3, ,3,2,1,1, ,1,2,5,2,61572,10,1947,1, ,8,5,Yates City,Knox,40.77
046327,3,1, , ,1,1,2,1,1,1,1,5,9,4,4,3,1,2,2,2,1,1,2,1,2,2,3,2,2,4,3,4,4,2,5,3,4,1,1, ,1,2,4, ,14, ,7,7,7,7,7,2,0,0,0,1,2,3,1,1,2,2,2,2,7,2,1,3,1,5, , , ,6, ,9,9, ,5,1,62275,8,1956,1, ,10,4,Pocahontas,Bond,38.82
048147,3,1, , ,1,1,2,2,3,1,4,5,9,1,2,2,2,1,1,2,1,1,2,3,2,2,3,3, ,2, ,3,3,4,5,3,1,3,1, ,4,2,1, ,4, ,0,9,9,7,0,0,0,0,0,3,3,1,2,2,5,2,3,1,2,4,3,6,3,3, ,2,2,4, ,1,1,2,5,1,61081,13,1934,1, ,8,8,Sterling,Whiteside,41.79
048607,3,1, , ,1,1,2,2,2,3,5,4,9,2,1,3,2,2,2,2,2,1,2,2,2,4,2,2,1,4,4,1,4,2,4,2,1,1,1, ,1,2,14, , , ,9,2,2,7,7,7,7,0,0,2,2,2,1,1,1,2,3,2,2,3,2,3,1,1,1, ,2,4, ,2,2, ,5,1,60441,11,1942,1, ,6,4,Lockport,Will,41.58
049004,3,1, , ,1,1,2,1,2,2,3,1,1,5,5,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1, ,1,1,2,4,2,1,1,1, ,2,2,4, ,1, ,7,9,9,7,1,0,0,7,7,1,2,2,1,1,1,1,3,4,3,1,1,1,1,4, , , ,5, ,3,3, ,2,2,60441,5,1970,1, ,8,5,Lockport,Will,41.58
040811,2,1, , ,1,1,2,2,2,1,2,5,4,1,2,2,2,3,3,2,2,2,2,1,1,4,3,2,1,1, ,2,1,3,5,3,3,2,1, ,1,2,4, ,1, ,0,7,7,7,7,5,7,0,0,3,1,1,3,2,1,1,5,5,2,4,3,5,3,3, ,1,1,1,1, ,1,2,5,1,60448,12,1937,1, ,7,4,Mokena,Will,41.53
042752,2,1, , ,1,1,2,2,3,2,2,4,4,1,1,2,2,1,1,2,2,3,2,1,2,4,4,2,2,4,4,2,4,1,1,1,3,1,1, ,2,2,4, ,14, ,0,5,5,7,7,7,5,0,0,1,1,1,3,2,4,4,2,2,5,5,3,7,3,3, ,1,2,1,1, ,1,2,5,2,60067,12,1939,1, ,7,9,Palatine,Cook,42.11
035267,2,2,1,1, ,1,1,1,2,2,3,9,9,5,4,2,1,1,1,2,1,1,1,1,2,2,4,2,2,4,4,1,1,3,2,2,1,2,7,TAXI,1,2,4, ,14, ,6,2,3,5,7,1,0,0,0,1,2,2,2,3,1,1,1,5,5,5,3,2,1,1,4, ,2,1,2, ,2, ,5,2,60659,14,9999,2, ,9,3,Chicago,Cook,41.83
045212,2,1, , ,1,1,1,1,2,2,3,9,4,2,2,2,1,1,1,1,2,2,2,1,2,3,1,2,1,4,4,1,2,2,4,2,3,1,1, ,1,3,12, ,3, ,0,0,1,0,0,0,0,0,0,3,1,1,3,3,3,3,1,2,5,4,3,5,3,1,1, ,2,1,1, ,1,2,5,2,60157,2,1989,1, ,7,4,Medinah,Dupage,41.97
036264,2,2,1,1, ,1,2,1,1,2,4,4,4,5,4,1,2,1,1,2,1,2,2,2,2,2,3,2,1,2, ,2,2,4,2,2,1,2,2, ,2,1,13,GOING TO WAR,1, ,5,5,5,6,5,1,5,5,3,1,2,2,3,2,2,2,5,2,3,2,1,3,1,3, ,1,2,1,1, ,1,1,5,1,60426,8,1958,2, ,3,2,Harvey,Cook,41.6
040618,2,1, , ,1,1,2,2,2,2,4,2,2,2,2,5,1,3,2,1,2,3,2,3,1,3,3,1, ,3,3,3,3,4,3,1,4,4,1, ,2,1,14, , , ,0,3,4,5,0,3,3,0,3,3,2,2,2,3,2,1,1,2,2,5,3,3,1,4, , , ,2,1, ,1,1,5,1,99999,10,1947,2, ,10,1, , , 
040962,2,2,1,1, ,1,2,1,1,1,2,5,4,1,4,3,2,1,1,2,1,1,2,1,2,3,2,2,2,2, ,1,1,4,2,1,2,1,1, ,2,3,4, ,14, ,0,2,2,5,5,4,4,0,0,3,2,2,3,1,2,2,3,2,5,3,2,5,3,1,1, ,2,3,1, ,1,2,5,2,60526,6,1965,1, ,8,7,La Grange Park,Cook,41.83
045041,3,2,1,1, ,1,1,2,3,1,3,9,9,1,1,3,2,1,1,2,1,1,2,2,2,4,4,2,1,2, ,1,4,2,4,2,4,1,1, ,1,3,4, ,13,TRYING TO GET THE VA,0,0,7,0,0,0,0,0,0,1,2,3,2,3,4,1,5,5,2,6, ,5,3,3, ,3,2,4, ,2,2, ,2,1,62002,14,9999,1, ,9,2,Alton,Madison,38.9
047449,3,2,1,1, ,1,1,2,2,2,3,9,9,2,9,3,2,2,2,2,2,2,2,2,1,1,1,2,2,4,1,1,3,4,4,2,1,4,2, ,2,2,14, , , ,0,0,2,2,7,2,2,0,0,3,2,1,3,3,3,2,5,5,1,4,3,6,3,4, , , ,5, ,3,3, ,5,1,60915,14,9999,1, ,9,1,Bradley,Kankakee,41.14
048382,2,1, , ,1,1,1,2,2,2,3,2,1,1,1,3,1,1,1,1,1,1,1,1,2,4,4,2,2,4,4,4,4,1,3,2,3,1,1, ,1,2,4, ,14, ,2,2,2,0,1,0,0,0,0,2,1,1,2,2,3,4,5,5,5,3,2,4,2,1,1, ,2,4, ,1,1,2,5,2,60118,4,1976,6,NATIVE AMERICAN,6,7,Dundee,Kane,42.1
039399,2,1, , ,1,1,2,1,2,1,3,1,9,5,5,5,2,2,2,2,2,2,2,2,2,5,2,2,2,5, ,1,1,5,3,2,2,2,2, ,2,3,1, ,3, ,0,5,5,7,7,7,7,5,3,4,2,2,1,1,5,5,2,2,4,6, ,3,1,1,1, ,2,3,1, ,1,2,5,2,60302,9,1950,2, ,7,5,Oak Park,Cook,41.88
041248,2,1, , ,1,1,1,1,3,1,2,9,2,5,5,1,2,2,2,1,2,2,2,2,2,4,3,2,3,1, ,1,1,1,4,2,2,1,1, ,2,1,3, ,8, ,0,6,1,7,7,7,3,1,1,1,1,1,1,1,1,2,2,3,5,2,1,3,1,4, , , ,3,1, ,1,2,5,1,60063,9,1954,1, ,8,7, , , 
042550,2,1, , ,1,1,2,2,2,2,5,5,3,1,1,3,2,2,2,3,2,1,2,1,2,2,1,2,2,4,4,2,2,1,2,1,1,4,1, ,1,3,3, ,13,DISABILITY PAYMENTS,7,1,0,5,5,2,2,5,0,2,1,3,2,2,3,3,5,5,6,4,3,5,3,1,2, ,2,3,1, ,1,2,5,1,60139,5,1971,1, ,5,5,Glendale Heights,Dupage,41.92
044789,2,1, , ,1,1,2,3,2,3,2,9,4,4,4,5,2,2,2,2,2,2,2,2,2,4,2,3, ,4,1,1,1,3,5,3,1,1,1, ,2,2,1, ,3, ,7,3,3,7,0,0,0,0,0,1,2,2,3,2,1,1,2,1,5,4,3,5,3,1,1, ,2,1,2, ,2, ,5,2,60448,8,1959,1, ,7,3,Mokena,Will,41.53
046755,2,1, , ,1,1,1,2,2,1,3,2,9,2,2,2,2,2,2,1,1,2,2,2,2,3,2,2,1,3,3,1,1,2,3,2,2,2,1, ,2,2,3, ,13,I THINK TRANSPORTATION; LIKE THE DISABILITIES THEY HAVE; SOMETIMES THEY ARE AMPUTATED,0,3,3,2,7,7,2,1,1,2,2,2,2,1,3,3,1,2,5,4,3,9,9,2,1, ,2,3,2, ,2, ,5,2,60016,1,1990,3, ,9,4,Des Plaines,Cook,42.03
044818,2,2,1,1, ,1,1,3,2,1,2,1,3,3,3,2,1,2,2,2,2,2,2,1,2,5,1,2,2,4,4,1,5,1,5,1,1,1,1, ,2,2,14, , , ,0,6,6,7,7,6,6,5,5,3,1,3,4,4,1,1,5,5,5,4,3,2,1,1,1, ,1,2,1, ,1,2,5,1,60625,6,1967,1, ,10,6,Chicago,Cook,41.83
041651,1,2,1,1, ,1,2,1,1,1,2,5,5,5,5,2,2,2,1,2,2,2,2,2,2,2,3,2,2,3,3,3,4,4,3,3,1,1,2, ,2,1,14, , , ,0,1,0,7,0,7,7,0,0,1,1,2,1,3,1,5,5,5,2,5,3,9,9,3, ,5,1,6, ,9,9, ,6,1,99999,14,9999,7, ,10,9, , , 
033557,1,2,1,1, ,1,1,2,2,2,5,1,1,5,5,1,2,2,2,2,2,2,2,2,1,4,1,2,2,1, ,4,1,3,5,2,1,4,1, ,2,1,14, , , ,7,3,7,7,7,4,2,4,5,2,1,1,3,3,1,1,1,1,6,5,3,1,1,3, ,1,2,3,9, ,9, ,5,2,60636,12,1938,2, ,9,6,Chicago,Cook,41.83
046626,2,1, , ,1,1,1,1,2,1,3,2,2,4,2,2,3,2,3,2,2,2,3,3,2,3,4,2,3,3,3,2,3,1,3,2,3,2,1, ,1,3,5, ,7, ,0,4,1,7,7,1,7,0,0,4,1,3,1,4,1,1,1,1,3,4,3,3,1,3, ,2,2,5, ,1,1,2,5,1,60415,13,1928,1, ,7,3,Chicago Ridge,Cook,41.7
044247,3,2,1,1, ,1,1,2,1,1,2,5,4,1,2,3,2,1,1,2,1,1,2,1,1,2,2,2,2,4,3,4,3,2,2,1,1,1,1, ,2,2,1, ,3, ,3,7,7,4,2,7,7,3,2,1,1,1,2,3,3,3,2,2,5,4,3,7,3,1,1, ,2,2,1, ,1,2,2,2,62321,4,1978,1, ,8,6,Carthage,Hancock,40.41
045422,3,2,1,1, ,1,1,2,2,1,2,4,4,1,2,2,2,1,3,2,1,1,1,2,2,3,2,2,2,4,4,4,4,2,5,1,1,1,1, ,1,2,14, , , ,0,7,1,2,2,7,0,2,5,1,1,1,1,3,3,3,1,1,5,5,3,5,3,1,1, ,2,1,1, ,1,1,5,2,61568,4,1978,1, ,7,9,Tremont,Tazewell,40.52
047358,3,2,1,1, ,1,1,2,2,2,5,4,9,1,3,2,3,1,3,1,2,3,2,2,2,5,1,2,2,4,2,1,1,3,5,3,1,1,1, ,2,2,4, ,1, ,0,0,0,5,5,0,0,0,0,1,1,1,2,1,1,1,1,1,2,6, ,9,9,3, ,1,1,2,1, ,1,2,2,1,61265,10,1945,1, ,8,5,Moline,Rock Island,41.48
043575,2,1, , ,1,1,2,3,3,3,4,5,9,2,1,4,2,2,2,2,2,2,2,2,2,4,4,2,2,4,4,1,4,1,4,2,1,4,1, ,3,3,4, ,5, ,0,7,7,7,7,7,7,7,7,3,2,2,3,1,1,1,1,4,3,1,1,4,2,3, ,1,2,5, ,1,1,2,5,1,60126,10,1949,1, ,7,1,Elmhurst,Dupage,41.89
046261,2,1, , ,1,1,1,1,2,1,2,4,4,4,4,2,2,1,1,2,1,1,1,1,2,2,1,2,2,4,4,1,4,2,2,1,2,1,1, ,1,3,14, , , ,3,7,7,7,7,1,2,0,0,1,1,1,1,1,2,2,2,2,2,3,2,2,1,1,1, ,2,5, ,1,1,2,5,2,60462,9,1954,1, ,7,6,Orland Park,Cook,41.61
047509,2,1, , ,1,1,1,2,2,2,4,9,2,2,2,2,1,1,1,2,1,2,2,1,2,4,4,2,2,4,4,4,4,2,2,1,1,1,1, ,1,3,14, , , ,0,7,2,7,7,7,7,3,2,3,1,1,2,4,3,3,4,2,3,4,3,4,2,1,1, ,2,3,2, ,2, ,5,2,60010,6,1968,4, ,9,7,Barrington,Cook,42.15
043081,2,1, , ,1,1,2,2,2,2,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,2,1,2, ,1,2,2,2,1,1,3,1, ,4,2,1, ,4, ,0,5,5,5,7,5,5,0,0,3,2,2,2,1,2,1,2,3,2,4,3,2,1,1,3, ,1,1,1, ,1,2,5,1,60643,8,1956,1, ,7,4,Chicago,Cook,41.83
044034,2,1, , ,1,1,2,2,2,2,4,1,2,4,2,1,2,1,1,2,1,2,2,1,1,2,1,2,1,3,2,1,1,5,5,3,3,4,5, ,2,3,4, ,3, ,0,0,0,7,7,0,0,0,0,3,2,1,1,1,5,2,2,3,3,2,1,1,1,3, ,2,2,5, ,1,1,2,5,1,60659,11,1942,1, ,7,8,Chicago,Cook,41.83
044658,2,1, , ,1,1,2,2,2,3,2,4,3,1,1,3,2,1,1,2,1,3,2,3,2,3,3,2,3,3,5,5,2,4,1,1,4,2,1, ,1,3,14, , , ,0,0,6,7,0,5,5,0,0,3,1,1,2,3,3,4,5,5,5,5,3,7,3,3, ,5,2,4, ,1,1,3,5,1,60044,13,1933,1, ,7,8,Lake Bluff,Lake,42.28
045893,2,1, , ,1,1,2,1,2,1,2,9,4,5,5,3,2,2,2,2,2,2,2,1,2,3,4,1, ,1, ,1,1,5,4,2,2,1,2, ,2,2,4, ,1, ,0,7,7,7,7,2,7,0,2,3,1,1,1,1,2,1,1,1,5,1,1,2,1,3, ,2,2,3,1, ,1,2,5,1,60640,10,1947,1, ,10,1,Chicago,Cook,41.83
048128,3,1, , ,1,1,1,2,2,1,2,9,4,1,1,2,2,1,1,2,1,2,2,1,1,4,4,2,2,1, ,1,4,1,3,2,1,3,1, ,1,3,13,THEY'RE JUST NOT DOING THEIR JOB WITH VETERANS,13,THE INABILITY OF LEGISLATURE TO DO ANYTHING FOR THE PEOPLE; THEY'RE PUTTING MONEY IN THEIR POCKET AND DON'T CARE ABOUT THE PEOPLE,0,7,7,7,7,0,6,0,0,3,1,1,2,1,4,4,5,4,5,4,3,4,2,3, ,4,2,1,1, ,1,2,2,2,60423,12,1935,1, ,3,7,Frankfort,Will,41.49
041031,2,1, , ,1,1,1,2,2,1,2,5,5,1,2,3,2,2,2,2,1,1,2,1,1,2,4,2,1,2, ,2,4,1,1,2,1,1,1, ,1,3,1, ,4, ,0,7,7,7,7,0,7,0,0,3,1,1,2,1,2,3,2,5,5,4,3,6,3,3, ,1,2,5, ,1,1,2,5,2,60010,12,1937,1, ,8,7,Barrington,Cook,42.15
045299,3,2,1,1, ,1,1,2,2,2,5,2,4,1,4,2,2,1,2,2,2,2,2,2,2,2,2,1, ,2, ,1,1,2,5,2,1,3,7,I RELY ON A CARE GIVER,2,3,4, ,13,THEY NEED TO RESTRUCTURE THE VA TOTALLY,2,0,3,3,4,1,0,0,0,3,2,2,2,3,3,2,2,2,3,2,1,4,2,3, ,5,2,4, ,1,1,2,2,1,62201,10,1949,6,NATIVE AMERICAN INDIAN,2,1,East Saint Louis,St Clair,38.61
030665,3,2,1,1, ,1,1,2,2,1,2,9,1,1,1,2,2,1,1,2,2,2,2,3,2,2,4,1, ,3,2,2,1,2,2,1,3,1,1, ,2,2,4, ,3, ,0,5,0,0,0,5,0,1,0,2,2,3,2,2,2,2,1,2,5,4,3,5,3,1,1, ,2,1,1, ,1,2,5,2,60014,8,1957,1, ,6,5,Crystal Lake,McHenry,42.23
047710,3,2,1,1, ,1,1,1,3,2,4,9,9,4,4,2,2,2,1,1,1,2,2,3,2,4,4,3, ,4,1,2,1,4,2,2,2,1,1, ,1,2,1, ,9, ,3,3,0,3,3,5,3,0,0,1,1,1,2,3,1,1,1,2,4,1,1,1,1,3, ,1,1,4, ,1,1,1,5,1,62002,8,1956,2, ,3,4,Alton,Madison,38.9
046411,2,1, , ,1,1,1,3,1,1,2,9,4,5,5,1,2,3,2,3,1,2,2,1,2,3,1,3, ,4,3,1,1,4,4,3,2,3,7,BY WHEELCHAIR,2,3,14, , , ,0,2,0,7,7,3,4,2,5,1,1,2,2,4,1,1,2,5,2,1,1,1,1,3, ,3,2,4, ,8,8, ,2,1,60643,13,1930,2, ,2,4,Chicago,Cook,41.83
038686,3,2,1,1, ,1,1,2,3,1,2,9,9,4,1,3,2,3,2,1,2,2,2,1,2,4,1,2,1,4,2,5,5,2,5,2,2,1,1, ,4,2,11, ,10, ,0,3,3,7,2,0,1,0,0,3,1,1,2,2,1,1,5,5,4,3,2,8, ,2,1, ,2,4, ,1,1,2,5,2,62881,9,1952,1, ,10,4,Salem,Marion,38.62
043137,2,1, , ,1,1,2,2,3,3,3,9,9,5,9,5,1,1,1,1,1,1,1,1,2,1,4,2,1,4,1,1,4,3,5,2,1,3,6, ,1,3,14, , , ,0,7,5,7,7,0,0,2,9,1,1,3,2,4,1,1,1,5,3,3,2,1,1,3, ,5,2,3,2, ,2, ,5,2,60645,14,9999,3, ,10,2,Chicago,Cook,41.83
022916,2,2,1,1, ,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,4,1,2,1,4,1,1,1,2,2,1,2,1,1, ,2,2,4, ,12, ,0,7,7,7,7,2,1,0,0,1,2,2,2,1,1,1,1,1,5,3,2,4,2,4, , , ,3,2, ,2, ,2,2,60096,7,1963,2, ,7,3,Winthrop Harbor,Lake,42.47
048666,2,1, , ,1,1,1,1,3,3,2,9,9,5,5,5,2,3,3,2,3,2,2,3,2,4,5,2,3,3,3,2,2,4,5,3,5,6,5, ,4,3,13,GROWING OLD,14, ,0,7,7,7,7,3,2,0,0,3,3,3,4,1,5,5,5,5,3,2,1,2,1,3, ,4,2,5, ,2,2, ,2,1,60712,13,1920,1, ,7,2,Lincolnwood,Cook,42
048972,2,1, , ,1,1,2,1,2,1,4,1,9,5,5,4,2,2,2,2,2,2,2,2,1,1,2,1, ,3,2,1,3,3,3,2,3,4,1, ,3,3,3, ,1, ,6,4,2,7,3,7,3,0,2,3,3,3,1,1,2,2,2,5,6,2,1,2,1,1,2, ,2,5, ,2,2, ,5,2,60645,10,1949,1, ,9,5,Chicago,Cook,41.83
046484,3,1, , ,1,1,1,1,2,1,2,2,4,4,5,2,1,1,1,2,2,1,2,1,2,1,1,2,1,4,4,1,3,1,1,1,1,1,5, ,1,2,4, ,13,HEALTHCARE,0,1,0,7,7,0,0,0,0,1,1,1,1,2,1,1,2,2,2,3,2,1,1,3, ,1,2,4, ,1,1,2,5,1,60544,9,1953,1, ,7,5,Plainfield,Will,41.61
047321,3,1, , ,1,1,1,2,1,1,2,5,5,1,4,2,2,2,2,2,2,2,2,2,2,1,4,2,1,4,1,1,1,1,1,1,1,1,1, ,1,2,13,DISABILITY; COMING HOME TO NOTHING,1, ,7,7,7,7,7,7,2,0,0,1,1,2,2,3,4,4,1,4,5,5,3,5,3,1,1, ,2,1,1, ,1,1,5,1,61911,6,1969,1, ,7,2,Arthur,Douglas,39.71
041166,2,2,1,1, ,1,1,2,3,1,2,9,4,1,9,2,2,3,2,2,2,2,2,1,2,4,2,2,1,4,4,2,2,1,4,2,3,1,1, ,1,2,14, , , ,5,5,1,7,4,1,0,4,2,2,2,3,3,3,2,2,5,5,3,4,3,5,3,3, ,2,2,1,1, ,1,2,5,1,60453,14,9999,1, ,7,4,Oak Lawn,Cook,41.71
043898,2,2,1,1, ,1,2,2,2,2,2,9,4,1,1,2,2,2,2,2,2,2,2,1,2,4,2,2,1,4,4,4,2,1,1,1,1,3,1, ,1,3,4, ,1, ,0,7,7,7,0,0,0,5,5,1,1,1,2,1,4,4,5,5,3,4,3,4,2,3, ,5,2,2,1, ,1,2,5,2,60638,9,1953,1, ,7,5,Chicago,Cook,41.83
044823,2,2,1,1, ,1,1,2,2,2,5,9,1,3,1,2,1,3,3,3,2,3,3,3,2,4,5,2,1,4,2,1,1,1,2,3,3,1,6, ,3,2,13,THE GOVERNMENT SHOULD TAKE CARE OF THE VETS AND WHAT THEY NEED. THEY DON'T OFFER REIMBURSMENT TO COMPANIES THAT HIRE VETS,14, ,0,1,0,0,0,0,0,0,0,3,1,1,1,1,4,4,5,5,3,2,1,4,2,1,1, ,2,5, ,1,1,2,2,1,60140,10,1947,1, ,9,5,Hampshire,Kane,42.09
045628,2,2,1,1, ,1,1,3,1,1,1,5,5,5,1,1,1,1,1,1,1,3,1,3,2,1,1,1, ,1, ,1,4,3,3,2,1,1,1, ,2,2,14, , , ,7,1,2,2,7,7,7,3,5,1,1,1,3,3,2,3,1,3,2,2,1,5,3,1,3, ,2,5, ,1,1,2,5,2,60120,1,1995,6,MEXICAN,5,1,Elgin,Cook,42.03
047368,2,2,1,1, ,1,2,2,1,1,2,5,4,1,4,2,2,1,1,2,1,3,2,2,2,4,3,2,2,2, ,1,2,3,2,1,3,2,1, ,1,2,7, ,4, ,0,0,0,7,7,2,1,0,0,3,2,3,2,3,2,2,5,5,3,4,3,7,3,2,1, ,2,1,1, ,1,1,5,2,60188,7,1960,1, ,9,5,Carol Stream,Dupage,41.91
045928,2,1, , ,1,1,2,1,1,3,3,9,4,4,4,2,2,2,2,2,2,2,2,2,2,3,2,2,1,4,3,1,1,3,5,3,3,4,2, ,2,2,1, ,4, ,0,0,7,7,7,9,7,9,0,3,2,2,2,1,5,2,5,4,3,3,2,3,1,3, ,3,2,2,1, ,1,2,5,1,60660,13,1923,1, ,10,3,Chicago,Cook,41.83
040475,2,1, , ,1,1,2,2,2,3,3,2,4,4,4,2,1,1,1,3,2,3,2,1,2,4,4,2,2,4,5,1,5,1,4,2,5,1,1, ,1,2,4, ,1, ,9,7,0,7,7,0,0,4,7,3,1,1,1,1,2,2,1,5,5,1,1,4,2,3, ,2,2,4, ,1,1,2,5,2,60561,11,1942,1, ,9,9,Darien,Dupage,41.74
044609,2,1, , ,1,1,1,1,1,1,1,4,4,4,4,1,2,2,2,2,2,2,2,1,1,4,1,2,2,3,3,1,1,3,5,3,2,1,1, ,2,2,14, , , ,7,3,3,7,7,7,7,4,4,2,2,2,2,1,1,1,1,1,2,3,2,2,1,1,1, ,2,1,1, ,1,2,5,2,60194,9,1954,1, ,7,5,Schaumburg,Cook,42.03
046502,2,1, , ,1,1,1,1,2,2,2,4,4,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1, ,4,4,2,4,2,2,1,2,1,6, ,2,3,4, ,1, ,0,5,4,4,3,0,0,0,0,3,1,1,2,1,2,3,2,2,6,4,3,6,3,1,1, ,2,5, ,1,1,2,5,1,60061,8,1958,1, ,7,7,Vernon Hills,Lake,42.23
026371,2,2,1,1, ,1,2,1,1,1,1,2,9,5,5,1,2,2,2,2,1,2,2,1,2,4,2,2,2,3,4,1,1,4,2,1,3,2,1, ,2,3,1, ,2, ,6,3,0,0,0,0,0,0,0,2,2,2,1,2,2,2,2,2,4,5,3,1,1,3, ,1,2,2,1, ,1,2,5,1,60478,14,9999,2, ,3,3,Country Club Hills,Cook,41.56
026497,2,2,1,1, ,1,1,2,2,2,3,3,3,5,3,2,2,2,2,1,1,2,2,2,2,4,1,1, ,4,2,5,1,5,5,3,1,3,1, ,3,3,4, ,1, ,0,0,0,7,7,7,7,0,0,3,2,2,2,1,1,1,1,1,4,4,3,1,1,3, ,3,2,1,2, ,2, ,5,2,60609,10,1947,2, ,3,3,Chicago,Cook,41.83
040422,3,1, , ,1,1,2,2,3,3,2,9,4,1,2,1,1,1,1,2,1,2,2,1,2,2,3,2,1,3,5,2,3,2,1,1,2,2,1, ,1,3,1, ,14, ,0,7,3,7,7,3,0,0,0,1,1,1,2,2,3,3,3,5,4,4,3,5,3,3, ,3,1,4, ,1,1,1,5,1,62948,11,1941,1, ,8,9,Herrin,Williamson,37.8
041352,3,1, , ,1,1,2,2,2,1,4,4,4,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,4,5,3,1,1,1, ,1,2,4, ,1, ,7,7,7,7,7,7,7,7,7,1,1,1,1,3,5,5,4,1,2,4,3,7,3,4, , , ,4, ,1,1,1,5,2,62358,6,1965,1, ,8,1,Niota,Hancock,40.61
