id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,app_gov_rau,app_ussen_kirk,app_pres_oba,app_ussen_dur,fix_deficit_il,cuts_k12,cuts_he,cuts_he31,cuts_cops,cuts_parks,cuts_poor,cuts_disable,pen_cuts,tax_gas10,tax_services,gamble_exp,tax_ret_inc,tax_ret_inc50K,tax_temp_inc,tax_temp_inc45,tax_mil,tax_graduated,frack_know,frack_safe,frack_bene,grow_dt,safe_walk,mod_trans,mod_trans_other,prefer_cars,local_food,vet_greatest,vet_greatest_other,vet_2ndgreat,vet_2ndgreat_other,news_social,news_nat_paper,news_loc_paper,news_nat_tv,news_loc_tv,news_nat_radio,news_loc_radio,news_online_cons,news_online_libs,social_shrviews,pens_bnkrpt_il,pens_bnkrpt_chi,abort_leg,lg_coup_rts,feel_priv_union,feel_pub_unioin,feel_muslims,feel_lds,education,ideo_leans,ideology,party_leans,party_aff,employ_time,employ_type,retired_type,union,relig_often,relig_1,relig_2,religion,born_again,vet_you,vet_family,zip,age_cat,birth_yr,rac_eth,rac_eth_other,neighborhood,hh_inc,City,County,Latitude
019149,1,1, , ,1,1,2,1,2,2,2,4,9,5,4,3,2,1,2,2,2,2,2,2,2,4,4,3, ,1, ,1,1,3,5,1,3,2,2, ,2,2,3, ,7, ,6,0,5,7,1,0,0,0,0,4,2,2,1,3,2,2,2,5,4,3,2,1,1,4, , , ,2,1, ,1,2,5,1,60616,8,1958,2, ,1,1,Chicago,Cook,41.83
020028,1,1, , ,1,1,2,1,2,1,2,1,4,4,4,2,2,3,3,2,2,2,2,2,2,5,2,2,2,2, ,1,1,2,5,3,2,1,2, ,2,2,3, ,7, ,0,7,7,7,7,6,1,6,6,3,2,2,2,1,2,2,2,2,6,2,1,3,1,2,1, ,2,3,2, ,2, ,5,1,60611,12,1937,1, ,10,9,Chicago,Cook,41.83
014825,2,1, , ,1,1,1,2,2,1,2,4,4,4,9,3,1,1,2,1,2,2,2,1,1,5,3,2,1,3,2,1,1,4,3,2,2,1,1, ,4,2,13,SURVIVAL,1, ,1,6,1,7,7,2,1,2,2,2,1,1,2,1,1,2,3,2,6,2,1,4,2,3, ,4,2,3,1, ,1,1,5,1,60004,11,1942,1, ,7,9,Arlington Heights,Cook,42.09
019602,2,1, , ,1,1,1,2,2,3,4,9,9,1,9,2,2,2,2,2,2,2,2,1,1,2,1,2,2,4,1,1,1,2,1,1,3,1,1, ,1,3,1, ,11, ,7,7,2,7,2,7,7,7,7,1,1,1,2,2,1,2,5,5,5,4,3,2,1,1,1, ,1,1,1, ,1,2,5,2,60102,4,1977,1, ,8,6,Algonquin,McHenry,42.16
014728,2,1, , ,1,1,1,2,2,1,2,4,9,2,9,3,1,1,2,1,1,1,2,1,1,3,4,2,1,1, ,1,1,4,2,3,5,2,1, ,1,3,1, ,13,HEALTH IN GENERAL,0,4,5,7,7,0,1,0,0,3,1,3,3,3,1,2,1,3,2,3,2,6,3,3, ,4,2,1,1, ,1,1,2,2,60805,13,1925,1, ,8,1,Evergreen Park,Cook,41.72
008900,2,2,1,1, ,1,1,1,2,1,2,9,1,5,4,4,2,2,2,2,2,2,2,2,2,3,1,1, ,1, ,1,1,4,5,3,1,1,1, ,2,2,3, ,5, ,0,3,3,5,5,2,0,0,1,3,2,2,1,1,1,1,5,1,4,1,1,1,1,3, ,3,1,2,1, ,1,2,2,2,60077,10,1947,2, ,3,3,Skokie,Cook,42.03
024456,2,1, , ,1,1,2,3,2,1,2,4,4,1,9,4,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,4,4,2,3,3,1, ,1,2,14, , , ,7,1,1,7,1,7,1,0,0,2,1,2,2,1,5,2,5,5,1,3,2,4,2,2,1, ,2,1,2, ,2, ,5,2,60076,1,1997,1, ,9,4,Skokie,Cook,42.03
025089,2,1, , ,1,1,2,2,2,2,3,1,2,2,2,3,2,2,2,2,2,2,2,2,1,4,4,2,1,1, ,1,1,1,4,2,4,2,2, ,2,2,1, ,4, ,0,7,7,7,7,0,1,0,7,1,2,2,1,1,1,1,1,5,5,1,1,1,1,1,4, ,2,1,1, ,1,2,5,2,60653,9,1953,2, ,2,4,Chicago,Cook,41.83
027801,2,1, , ,1,1,2,3,3,3,3,3,3,1,9,2,2,2,2,2,2,2,2,1,2,4,4,2,2,4,4,1,1,1,4,2,3,1,1, ,2,2,1, ,3, ,0,5,3,4,4,3,0,1,1,3,2,2,2,1,2,2,3,3,3,3,2,4,2,4, , , ,5, ,3,3, ,5,2,60102,9,1954,1, ,7,4,Algonquin,McHenry,42.16
028776,2,1, , ,1,1,2,1,2,1,2,2,4,2,3,3,2,2,2,2,2,2,2,1,2,2,5,2,2,3,2,2,2,4,2,3,2,1,1, ,3,3,1, ,2, ,7,5,7,5,5,0,0,3,3,2,1,1,4,1,2,2,5,2,6,3,2,5,3,3, ,1,2,2,1, ,1,2,5,2,60646,9,1954,1, ,8,9,Chicago,Cook,41.83
023673,1,2,1,1, ,1,1,2,3,2,3,3,3,2,2,1,1,3,3,3,3,1,3,1,1,2,1,2,1,4,4,2,2,1,2,1,1,1,1, ,2,2,14, , , ,7,3,3,3,4,5,2,9,9,4,1,1,2,4,2,3,5,5,6,3,2,9,9,1,4, ,2,5, ,1,1,2,5,2,60462,6,1968,1, ,7,7,Orland Park,Cook,41.61
027087,3,1, , ,1,1,2,2,2,3,2,4,4,2,2,3,2,2,2,2,2,3,2,1,1,1,4,2,2,2, ,1,2,2,2,3,3,1,1, ,1,3,12, ,1, ,0,7,2,7,7,7,7,0,0,3,1,1,2,1,1,1,1,1,2,4,3,5,3,3, ,1,2,4, ,1,1,1,5,1,60408,11,1942,1, ,8,9,Braidwood,Will,41.26
028340,3,1, , ,1,1,2,2,3,1,4,4,2,1,9,4,2,2,2,2,3,1,2,2,2,4,4,2,2,4,2,4,2,4,4,2,4,2,1, ,1,3,14, , , ,0,7,6,0,0,0,0,0,0,3,1,1,3,3,3,4,3,3,3,4,3,5,3,3, ,5,2,1,1, ,1,1,5,1,62314,13,1926,1, ,8,8,Baylis,Pike,39.72
027134,2,2,1,1, ,1,2,1,2,1,1,1,1,5,5,5,2,1,1,1,3,2,2,2,2,1,1,2,1,1, ,4,4,1,4,3,1,4,2, ,1,2,14, , , ,9,7,0,7,7,2,3,0,0,4,1,1,3,2,5,5,1,1,2,5,3,1,1,3, ,1,1,1,2, ,2, ,3,2,60660,9,1950,4, ,10,2,Chicago,Cook,41.83
027935,2,2,1,1, ,1,1,1,2,1,2,4,4,4,4,3,2,2,2,2,2,2,2,2,2,4,1,2,1,3,3,1,1,3,2,2,2,1,1, ,1,3,2, ,6, ,7,2,3,1,1,0,0,2,3,2,2,2,1,1,5,2,1,2,3,1,1,4,2,2,1, ,2,5, ,1,1,2,5,1,60148,1,1994,1, ,7,1,Lombard,Dupage,41.87
029104,2,2,1,1, ,1,1,2,2,2,2,3,3,9,1,4,2,3,1,3,2,1,2,2,2,4,1,2,3,4,4,1,5,4,5,3,4,1,1, ,3,2,2, ,1, ,0,7,7,3,7,7,2,0,0,3,3,3,1,1,5,5,1,1,3,3,2,6,3,1,1, ,2,3,1, ,1,2,5,2,60620,4,1977,5, ,9,4,Chicago,Cook,41.83
022999,3,2,1,1, ,1,2,1,2,1,3,2,5,2,5,3,2,1,1,2,1,1,2,2,2,3,1,2,1,3,2,1,1,1,1,2,1,2,1, ,1,2,14, , , ,7,1,2,7,7,0,0,1,1,2,1,1,3,1,1,1,1,1,5,3,2,6,3,1,2, ,1,4, ,1,1,2,5,2,62864,2,1987,1, ,8,4,Mount Vernon,Jefferson,38.31
024083,3,2,1,1, ,1,1,2,2,2,2,4,4,1,1,2,1,1,1,1,1,1,1,1,2,2,4,2,2,4,3,3,3,2,2,1,2,1,1, ,1,2,2, ,14, ,3,7,0,7,2,0,0,2,2,2,1,1,3,3,4,4,5,5,3,5,3,8, ,1,2, ,2,1,1, ,1,1,5,2,61920,2,1987,1, ,7,3,Charleston,Coles,39.48
026495,2,2,1,1, ,1,1,3,2,2,3,9,2,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1, ,1, ,1,1,4,2,2,2,1,1, ,2,1,3, ,4, ,7,5,5,7,7,4,7,2,2,3,2,2,3,2,2,2,2,2,2,2,1,1,1,3, ,1,2,1,1, ,1,2,2,1,60302,9,1950,2, ,3,1,Oak Park,Cook,41.88
029488,2,2,1,1, ,1,1,3,2,1,2,9,5,5,5,2,2,2,2,2,1,2,2,1,2,4,4,2,1,4,1,1,1,4,5,3,2,1,1, ,2,3,4, ,3, ,0,0,2,7,3,0,0,0,0,3,3,2,1,1,2,2,1,5,3,4,3,3,1,1,1, ,2,5, ,2,2, ,5,1,60639,7,1964,4, ,4,4,Chicago,Cook,41.83
022418,3,1, , ,1,1,1,2,2,1,3,5,4,2,4,2,2,2,2,2,3,2,2,1,3,3,4,1, ,4,4,1,4,2,3,2,1,4,5, ,4,2,3, ,4, ,5,1,7,5,5,3,7,0,5,1,2,2,3,3,2,2,4,4,1,4,3,1,1,5, , , ,1,1, ,1,1,5,1,62286,4,1978,1, ,1,1,Sparta,Randolph,38.15
025286,3,1, , ,1,1,2,2,2,2,5,2,2,4,2,3,2,2,2,2,2,2,2,2,2,1,3,1, ,4,2,1,1,4,2,2,2,2,1, ,2,2,3, ,13,WE DONT TAKE ENOUGH CARE OF OUR VETERANS; IT IS HARD FOR VETERANS TO COME OUT OF THE MILITARY AND FIND A JOB; OVERALL HELP AND ASSIST THE PEOPLE TAKE CARE OF OUR COUNTRY,0,2,2,7,7,7,7,7,7,1,1,3,3,1,2,1,1,1,3,4,3,1,1,1,1, ,2,4, ,1,1,2,5,1,61071,5,1971,1, ,8,4,Rock Falls,Whiteside,41.77
026770,3,1, , ,1,1,2,2,2,2,5,2,9,1,1,5,2,3,2,3,3,2,2,2,2,5,4,1, ,5, ,5,5,4,5,3,4,2,5, ,1,1,7, ,13,PAYING FOR THEIR MEDICINE,7,0,0,7,7,5,5,0,0,2,2,3,3,3,3,3,5,3,1,6, ,4,2,4, , , ,2,1, ,1,2,5,1,62050,9,1953,1, ,7,9,Hillview,Greene,39.44
028361,3,1, , ,1,1,1,2,2,2,2,4,9,4,4,3,2,1,2,2,2,2,2,1,2,3,4,3, ,2, ,2,2,2,4,2,1,1,1, ,1,2,14, , , ,2,0,0,5,5,5,0,0,0,2,1,3,2,1,5,5,1,5,5,2,1,3,1,1,1, ,2,2,1, ,1,2,5,2,61011,7,1962,1, ,8,7,Caledonia,Boone,42.4
029471,3,1, , ,1,1,1,2,2,3,3,2,9,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,3,5,1,2,1,1, ,2,2,10, ,3, ,7,5,5,6,7,3,2,1,1,3,1,1,2,2,2,2,4,3,3,4,3,4,2,4, , , ,3,1, ,1,2,5,1,62691,8,1958,1, ,8,4,Virginia,Cass,39.95
026257,2,2,1,1, ,1,2,2,2,1,2,1,4,1,4,3,2,1,1,2,2,2,2,2,1,2,4,1, ,2, ,2,2,2,2,1,1,1,1, ,2,3,1, ,4, ,0,0,7,0,0,1,7,0,0,3,1,1,3,3,1,1,2,3,6,5,3,6,3,1,2, ,1,1,1, ,1,1,5,1,60002,9,1954,1, ,7,5,Antioch,Lake,42.47
024199,2,1, , ,1,1,2,2,1,1,3,9,9,1,1,2,1,1,1,1,1,1,2,1,2,4,1,2,1,4,2,4,2,4,5,2,4,1,1, ,3,2,5, ,4, ,7,7,2,0,0,1,0,3,3,1,1,1,1,1,4,4,4,3,3,3,2,7,3,3, ,5,2,6, ,9,9, ,5,1,60417,11,1940,1, ,9,9,Crete,Will,41.45
026797,2,1, , ,1,1,2,3,1,1,2,2,4,4,5,2,1,2,2,1,3,3,2,3,2,4,1,2,2,3,3,2,3,2,2,1,5,1,1, ,2,3,4, ,3, ,0,7,7,7,7,7,7,0,1,3,3,1,2,1,2,2,5,5,6,3,2,1,1,3, ,1,2,1,2, ,2, ,5,2,60007,13,1929,1, ,7,2,Elk Grove Village,Cook,42
023791,2,1, , ,1,1,1,3,3,1,1,1,3,4,4,3,2,2,2,1,1,2,2,3,1,1,4,1, ,1, ,2,3,1,4,2,4,1,1, ,2,2,13,MEDICAL COSTS,2, ,0,7,7,2,2,7,1,0,0,3,2,2,1,1,2,2,2,3,5,2,1,3,1,1,1, ,2,4, ,3,3, ,5,2,60048,8,1955,1, ,9,7,Libertyville,Lake,42.28
025877,2,1, , ,1,1,2,1,2,1,3,4,5,1,2,2,1,2,2,1,1,1,2,2,2,4,1,1, ,4,1,1,4,2,2,1,1,2,1, ,1,3,4, ,1, ,0,2,2,7,7,0,0,0,0,3,1,1,1,1,2,2,2,2,6,1,1,7,3,1,1, ,2,3,1, ,1,1,5,1,60002,9,1953,1, ,8,6,Antioch,Lake,42.47
029623,3,1, , ,1,1,2,3,2,3,3,1,3,2,4,3,2,3,2,2,1,2,1,2,2,4,5,2,2,2, ,1,1,2,5,3,1,2,1, ,1,2,7, ,4, ,0,3,7,7,7,2,5,0,0,3,2,2,4,4,1,1,2,2,6,3,2,8, ,1,3, ,1,1,1, ,1,2,5,1,62704,14,9999,1, ,8,5,Springfield,Sangamon,39.78
029044,2,1, , ,1,1,2,1,3,1,1,1,2,1,5,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2, ,1,2,1,4,2,2,2,1, ,4,3,13,INTEGRATING INTO SOCIETY.,13,THE PENSION FUND.,0,7,2,7,7,5,2,0,3,3,2,2,1,1,1,1,2,2,6,1,1,1,1,3, ,3,1,1,1, ,1,2,5,2,60463,13,1934,7, ,10,9,Palos Heights,Cook,41.66
024836,2,1, , ,1,1,2,3,3,3,2,9,9,3,5,2,2,3,3,3,2,3,2,2,2,2,4,2,3,5, ,5,5,4,5,2,3,3,2, ,2,2,14, , , ,5,6,1,6,5,6,5,2,1,4,3,2,2,1,5,5,1,5,5,6, ,5,3,4, , , ,3,1, ,1,2,5,2,60459,1,1990,1, ,6,8,Burbank,Cook,41.74
026242,2,1, , ,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,4,3,2,2,3,2,3,3,2,4,2,1,2,1, ,3,1,4, ,2, ,2,7,7,7,7,3,3,3,0,2,2,2,3,3,1,1,3,2,2,4,3,1,1,3, ,3,1,1,1, ,1,2,2,2,60074,12,1937,1, ,7,9,Palatine,Cook,42.11
028261,2,1, , ,1,1,1,1,1,1,1,1,1,5,5,1,2,2,2,2,2,2,2,2,1,2,2,1, ,1, ,1,3,1,4,2,2,1,1, ,2,2,1, ,4, ,0,2,7,7,7,3,0,0,0,3,2,2,1,1,1,1,2,2,6,3,2,3,1,3, ,1,2,4, ,1,1,2,5,1,60091,10,1947,1, ,8,9,Wilmette,Cook,42.07
022784,2,1, , ,1,1,1,2,2,1,3,9,4,5,5,3,2,2,1,1,2,2,2,2,1,2,1,2,2,1, ,1,1,2,2,3,2,2,1, ,2,3,1, ,3, ,2,0,7,7,7,2,4,0,0,2,2,2,2,4,1,1,2,3,6,2,1,2,1,2,1, ,2,1,1, ,1,1,5,2,60471,9,1953,1, ,1,9,Richton Park,Cook,41.48
023447,2,1, , ,1,1,2,3,2,2,2,9,2,4,5,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,2,1,1,3,5,1,1,3,1, ,2,2,3, ,1, ,7,2,2,2,7,1,0,0,0,2,2,2,2,1,1,1,2,4,4,4,3,1,1,4, , , ,1,1, ,1,1,5,1,60619,8,1955,2, ,1,2,Chicago,Cook,41.83
025154,2,1, , ,1,1,2,2,2,2,4,9,1,2,5,3,1,1,2,1,1,2,2,2,2,2,1,2,1,3,2,2,1,4,4,2,2,1,5, ,2,3,3, ,7, ,3,7,1,2,7,0,0,0,0,2,2,2,3,3,3,3,4,3,3,2,1,3,1,3, ,1,2,1,1, ,1,1,5,1,60644,10,1948,2, ,3,2,Chicago,Cook,41.83
027218,2,1, , ,1,1,1,3,2,1,3,1,9,3,9,4,2,2,2,2,2,1,2,2,3,3,1,2,2,4,3,2,2,4,5,3,4,2,1, ,3,3,14, , , ,0,0,0,1,1,0,0,0,0,3,2,2,4,4,1,1,1,5,3,6, ,3,1,1,5, ,1,5, ,2,2, ,5,2,60655,5,1973,2, ,3,3,Chicago,Cook,41.83
029736,2,1, , ,1,1,2,1,1,1,3,9,5,1,4,3,2,3,2,1,3,1,2,1,3,4,4,1, ,2, ,3,2,4,2,2,1,2,2, ,2,2,14, , , ,0,1,2,4,7,0,0,0,0,2,2,2,2,1,2,5,1,2,1,5,3,6,3,1,1, ,2,4, ,1,1,1,5,2,60506,7,1962,2, ,3,1,Aurora,Kane,41.76
023026,2,1, , ,1,1,1,1,1,1,2,5,9,4,9,2,2,1,2,2,2,2,2,2,1,1,1,2,1,4,4,1,3,1,4,2,1,1,1, ,2,3,4, ,13,AFFORDIBILITY OF HEALTHCARE,7,7,1,7,7,5,5,0,0,3,2,2,1,4,5,5,5,5,5,6, ,9,9,1,4, ,2,6, ,9,9, ,5,1,60521,14,9999,1, ,10,9,Hinsdale,Dupage,41.8
026667,2,1, , ,1,1,2,2,2,2,5,5,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,4,1,1,4,3,2,1,4,4,1, ,1,2,1, ,4, ,7,0,0,7,7,0,0,7,7,2,1,1,2,2,4,4,4,2,2,4,3,4,2,3, ,3,2,4, ,1,1,2,5,1,60004,11,1940,5, ,7,6,Arlington Heights,Cook,42.09
028197,2,1, , ,1,1,1,2,2,2,3,9,4,1,1,2,2,1,1,2,1,1,2,2,2,4,1,2,2,4,4,1,4,1,2,1,4,6,7,WHEELCHAIR,1,3,14, , , ,0,6,5,7,3,7,3,0,0,3,1,1,1,4,4,4,5,5,4,4,3,8, ,2,4, ,2,5, ,3,3, ,2,1,60169,6,1967,1, ,10,5,Hoffman Estates,Cook,42.04
029236,2,1, , ,1,1,2,2,1,1,2,5,4,1,4,2,2,1,1,2,2,2,2,2,2,4,1,2,2,4,4,1,1,2,2,1,1,2,1, ,1,3,1, ,14, ,0,1,2,7,7,2,2,2,1,1,1,1,3,3,1,1,4,4,5,5,3,5,3,4, , , ,2,1, ,1,2,5,2,60616,3,1981,1, ,7,2,Chicago,Cook,41.83
022815,2,1, , ,1,1,1,2,2,1,2,9,9,5,9,3,3,1,3,3,2,2,2,1,1,1,4,1, ,1, ,1,1,1,4,2,4,1,4, ,2,3,14, , , ,0,0,0,0,0,0,0,0,0,3,1,3,2,2,2,2,5,5,6,4,3,3,1,1,3, ,1,5, ,3,3, ,5,2,60201,11,1941,1, ,7,6,Evanston,Cook,42.04
024758,2,1, , ,1,1,2,2,3,3,4,2,9,4,9,5,3,3,1,1,1,1,1,1,2,4,3,2,3,5, ,1,3,4,5,3,2,5,2, ,2,3,1, ,13,GETTING THEIR PENSIONS OR WHAT THEY ARE OWED,0,1,1,9,7,9,1,9,9,1,1,1,3,1,5,5,4,2,3,3,2,3,1,3, ,3,2,3,1, ,1,2,5,2,60626,14,9999,7, ,10,9,Chicago,Cook,41.83
026544,2,1, , ,1,1,2,2,2,2,5,3,3,5,4,2,2,1,3,3,3,2,2,2,2,4,5,2,2,4,4,1,1,4,5,3,5,6,8, ,3,3,7, ,11, ,0,0,0,7,7,0,0,0,0,4,2,2,2,4,1,1,5,5,1,6, ,2,1,3, ,1,2,1,1, ,1,2,5,1,60620,12,1939,2, ,1,1,Chicago,Cook,41.83
029009,3,1, , ,1,1,1,2,3,1,4,4,3,1,9,3,2,1,1,2,2,2,2,1,2,2,4,2,2,4,5,1,1,3,4,2,1,3,1, ,1,2,1, ,3, ,7,7,7,7,7,7,7,9,9,2,1,1,2,2,1,1,4,2,3,6, ,5,3,1,1, ,1,4, ,2,2, ,5,1,62220,7,1964,1, ,8,2,Belleville,St Clair,38.53
009131,2,1, , ,1,1,2,1,1,1,3,4,9,4,9,2,2,2,2,2,2,2,2,2,2,2,4,1, ,3,3,2,1,4,5,2,1,1,1, ,1,3,3, ,1, ,7,0,0,5,4,0,0,0,0,3,2,2,1,1,3,2,2,5,5,2,1,6,3,2,1, ,2,4, ,1,1,2,5,2,60053,5,1970,1, ,9,3,Morton Grove,Cook,42.04
028787,2,1, , ,1,1,2,2,2,1,2,3,9,1,9,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,4,2,3,4,3,1,3,1,1, ,1,3,1, ,4, ,5,0,1,4,4,0,0,0,0,1,2,2,2,1,1,1,2,3,5,4,3,6,3,2,1, ,2,4, ,1,1,2,5,2,60462,2,1986,1, ,7,6,Orland Park,Cook,41.61
025267,2,1, , ,1,1,1,3,3,1,2,3,4,4,4,3,2,2,2,3,1,2,3,2,2,1,4,2,2,1, ,1,1,1,2,1,2,1,1, ,2,3,1, ,3, ,0,7,7,0,0,0,0,2,2,3,2,2,2,3,1,1,2,2,6,3,2,4,2,3, ,3,2,1,1, ,1,1,5,2,60123,9,1952,4, ,9,7,Elgin,Kane,42.03
024955,2,2,1,1, ,1,1,1,1,1,1,5,4,1,5,5,1,1,1,2,1,1,1,1,2,4,1,1, ,4,4,4,4,3,2,2,3,1,1, ,1,2,14, , , ,7,4,3,5,2,3,2,1,2,3,1,1,2,2,4,1,3,2,3,2,1,1,1,1,4, ,2,1,1, ,1,2,5,2,60120,3,1982,4, ,7,3,Elgin,Cook,42.03
022321,3,1, , ,1,1,2,2,1,2,2,4,4,5,9,3,2,2,1,1,1,2,2,1,2,1,4,2,1,4,1,1,2,1,4,2,4,1,1, ,1,3,14, , , ,0,7,7,7,7,1,0,0,0,4,1,1,1,1,3,3,3,3,2,3,2,2,1,3, ,5,2,4, ,1,1,2,5,1,60404,11,1943,1, ,8,1,Shorewood,Will,41.51
023103,3,1, , ,1,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1,1,1,2,2,2,3,1,2,1,4,4,1,4,1,5,1,3,1,1, ,1,2,13,READJUSTING TO CIVILIAN LIFE,1, ,1,1,1,2,1,0,0,1,0,1,1,1,2,2,3,3,4,4,4,4,3,6,3,1,1, ,2,4, ,1,1,2,2,1,60410,4,1976,1, ,7,7,Channahon,Will,41.43
024394,3,1, , ,1,1,2,2,1,1,5,5,5,1,1,2,1,2,1,2,1,1,3,2,2,4,4,2,1,3,2,4,4,1,5,1,3,1,1, ,1,2,4, ,13,BETTER BENEFITS; HEALTHCARE,0,0,7,7,7,3,7,7,7,3,2,1,3,3,5,3,4,4,3,5,3,7,3,3, ,1,1,1,1, ,1,1,2,1,62243,13,1930,1, ,7,9,Freeburg,St Clair,38.42
029114,3,1, , ,1,1,1,2,2,2,2,2,1,1,1,3,2,1,2,2,1,2,2,2,2,1,4,2,1,3,2,2,2,1,2,1,2,1,1, ,1,2,2, ,4, ,0,7,7,7,3,4,0,4,4,3,2,2,3,2,1,1,2,1,6,4,3,4,2,2,3, ,1,2,1, ,1,2,2,2,61250,9,1950,4, ,7,7,Erie,Whiteside,41.65
022027,3,1, , ,1,1,1,1,2,1,2,1,4,4,5,2,2,2,1,1,2,2,2,1,2,4,4,2,1,4,2,1,1,4,5,2,1,2,5, ,2,4,4, ,1, ,0,0,2,7,0,7,7,0,0,3,2,2,2,1,1,1,5,5,1,2,1,1,1,3, ,1,2,5, ,1,1,2,2,1,61301,13,1932,1, ,9,9,La Salle,La Salle,41.34
024864,3,1, , ,1,1,2,2,2,2,3,1,2,4,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,4,1,1,1,4,2,1,2,1, ,2,2,3, ,8, ,7,7,1,1,1,7,0,1,1,4,2,2,1,1,1,1,2,3,6,6, ,8, ,1,2, ,2,4, ,3,3, ,5,2,62097,5,1973,1, ,8,9,Worden,Madison,38.93
028198,3,1, , ,1,1,2,3,2,3,4,2,9,5,9,5,3,1,2,2,2,3,2,3,2,4,4,2,3,4,4,1,4,5,5,3,2,5,1, ,1,4,14, , , ,0,0,1,0,1,0,0,0,0,3,3,3,3,3,1,1,5,5,2,4,3,1,1,3, ,1,2,5, ,1,1,2,5,2,61270,13,1932,1, ,7,9,Morrison,Whiteside,41.8
029243,3,1, , ,1,1,2,1,3,1,2,9,9,4,9,5,2,2,3,2,3,2,2,2,2,5,5,3, ,4,5,2,2,3,4,2,3,2,7,DAUGHTER DRIVES ME,2,2,3, ,14, ,0,0,7,7,7,1,3,0,0,3,3,3,2,1,5,1,1,1,5,3,2,3,1,3, ,5,2,2,1, ,1,2,6,1,62269,13,1923,1, ,8,8,O Fallon,St Clair,38.59
023610,3,1, , ,1,1,2,2,3,1,3,9,9,9,2,2,2,2,2,2,1,3,2,2,2,4,2,2,2,4,4,1,1,4,5,2,1,6,1, ,2,2,1, ,2, ,9,7,7,7,7,2,2,1,1,3,2,1,3,4,1,1,5,5,3,4,3,8, ,3, ,5,2,1,1, ,1,2,5,1,61401,13,1934,1, ,8,8,Galesburg,Knox,40.95
025801,3,1, , ,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,3,1,1,3,5,2,1,2,1, ,1,2,3, ,1, ,1,1,1,0,7,0,0,0,0,3,2,2,1,1,4,4,1,1,6,2,1,5,3,1,3, ,2,1,1, ,1,2,5,1,62035,7,1964,1, ,9,6,Godfrey,Madison,38.96
026633,3,1, , ,1,1,2,2,2,2,4,3,9,2,2,2,1,2,2,1,2,1,2,2,2,4,4,1, ,4,4,2,5,3,5,3,2,3,1, ,1,3,1, ,12, ,2,1,5,6,6,4,3,0,0,3,3,3,2,3,5,5,5,4,2,4,3,1,1,3, ,3,2,3,1, ,1,2,5,1,61443,14,9999,1, ,7,9,Kewanee,Henry,41.24
029393,3,1, , ,1,1,2,2,2,2,3,1,1,4,1,2,2,1,2,1,1,2,1,1,3,4,1,3, ,3,1,1,4,5,4,2,1,4,8, ,4,3,1, ,2, ,0,0,7,1,5,5,4,9,7,2,2,2,3,3,5,5,2,1,2,5,3,7,3,3, ,1,2,5, ,1,1,1,5,2,61107,13,1929,1, ,8,1,Rockford,Winnebago,42.27
024826,2,1, , ,1,1,2,2,3,2,3,9,9,5,4,3,1,1,1,1,1,1,1,1,2,3,3,1, ,3,5,2,2,4,5,3,2,6,7,RIDE FROM FAMILY,2,2,14, , , ,0,0,0,7,7,7,0,0,0,1,2,2,3,3,4,5,5,1,2,5,3,1,1,3, ,3,1,4, ,1,1,1,5,1,60629,12,1938,2, ,9,1,Chicago,Cook,41.83
026039,2,1, , ,1,1,1,3,1,1,2,5,9,1,1,2,2,2,2,2,1,1,1,1,2,1,4,2,2,4,1,4,4,1,5,2,2,1,1, ,1,3,1, ,4, ,0,5,1,2,0,0,0,0,0,1,1,1,2,2,2,3,4,1,5,4,3,5,3,1,1, ,2,4, ,1,1,1,5,1,60513,8,1958,1, ,7,6,Brookfield,Cook,41.82
027697,2,1, , ,1,1,2,2,3,3,4,2,4,1,4,1,2,1,1,2,1,1,2,1,2,4,4,1, ,4,4,1,1,2,2,2,4,2,1, ,1,2,4, ,2, ,0,1,2,7,7,7,7,0,1,3,1,1,2,3,3,3,5,3,2,4,3,8, ,3, ,1,2,3,1, ,1,1,5,1,60638,10,1949,1, ,7,9,Chicago,Cook,41.83
023746,1,2,1,1, ,1,2,2,2,2,5,1,9,5,1,3,1,1,2,1,1,3,1,1,2,3,2,1, ,3,3,5,1,4,3,2,1,4,1, ,2,3,11, ,7, ,7,7,7,0,7,0,7,0,0,1,2,2,1,2,2,2,2,4,4,2,1,1,1,1,1, ,2,5, ,1,1,2,5,1,60653,2,1987,2, ,1,2,Chicago,Cook,41.83
