id,hello,intro1,qskip1,rwdirusa,rwdiril,rwdirlocal,qlife,qskip2,cf_prohib_co,recall,cf_lim_leader,ch_lim_inkind,cf_lim_fedmatch,cf_comment,term_leader,cf_public,qskip3,redist_hat,redist_neutral,redist_comment,referend,qskip4,app_pres_oba,app_gov_quin,app_ilag_mad,app_Ilsminl_rad,app_iltres_gian,app_ilhminl_cro,app_ilspres_cul,app_ilhspk_mad,app_sen_durb,app_sen_bur,app_ilcomp_hyn,tax_fed_val,tax_il_val,tax_local_val,tax_fairshr,qskip5,qual_air,qual_infra,qual_cops,qual_K12,econ_local,qual_parks,budgq_grp1,budgq_grp2,budgq_grp3,deficit_grp1,deficit_grp2,deficit_comment,deficit_grp3,qskip6,cuts_K12,cuts_he,cuts_he_comments,cuts_cops,cuts_parks,cuts_poor,cuts_disable,cuts_disable_comment,pen_cuts,qskip7,tax_inc09,tax_sales,tax_services,gamble_exp,sell_il_asset,sell_il_asset_comment,prim10_vote,prim10_party,primgov_grp1,primgov_grp2,qskip8,primgov_grp3,primgov_grp4,primgov_grp5,primgov_grp6,primgov_grp7,primgov_grp8,qskip9,abort_leg,lgcoup.grp1,lg_coup_rts_comments,lgcoup.grp2,lgcoup.grp3,qskip10,hc_fed_resp,hc_fed_resp_comment,gender,education,party_aff1,party_str,party_indystr,hc_haveins,hc_pub,hc_empr,hc_indy,hc_other,hc_dknr,hc_cobra,hc_union,hc_supins,relig_att_often,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again,born_again_comment,zip,birth_yr,rac_eth,hh_inc,thank,gender2,thank2,date,time,area,age,add_comments,fix_deficit_il09,prim10_gov_dem,prim10_gov_rep,lg_coup_rts,party_aff2,party_aff3,party_strength,party_aff,party_indy
266,1,1,1,3,2,1,2,1,2,5,2,2,2, ,1,2,1,3,5, ,9,1,2,3,2,9,4,2,9,4,3,3,9,3,4,2,3,1,2,3,3,3,3,3,1, , ,3, , , ,1,2,2, ,2,2,2,2, ,2,1,1,2,2,2,1, ,1,2, , ,1, , , , ,9, ,1,2,3, , , ,1,3, ,1,6,1,1, ,1,0,1,0,0,0,0,0,0,1,1, ,21, , , , , , , , , , , ,1, ,62901,28,1,3,0,1, ,20090928,185158,4,81, ,3, ,9,3,1,1,1,1,1
268,1,1,1,2,2,2,2,1,2,2,3,3,3, ,1,3,1,4,3, ,2,1,4,4,4,9,9,3,9,4,4,4,4,4,5,3,3,1,4,3,1,3,3,2, ,1, , ,2, , ,1,1,2, ,1,1,1,1, ,1,1,2,2,2,2,1, ,1,2, , ,1,9, , , , , ,1,2,2, , , ,1,4, ,2,5,3, ,7,1,0,1,0,0,0,0,0,0,5, ,1,23, , , , , , , , , , , ,2, ,62960,81,1,6,0,2, ,20090928,185623,4,46, ,2, ,9,2,1,1,3,3,3
270,1,1,1,1,2,2,4,1,3,1,2,5,2, ,2,3,1,3,2, ,2,1,1,2,1,9,9,9,9,2,1,2,2,2,2,2,3,1,2,4,2,3,5,3, , ,1, , , ,2,1,2,1, ,2,2,2,2, ,1,1,2,2,2,2,2, ,1,1, ,1, , , , , , , ,1,2, , ,3, ,1,1, ,1,2,2,2, ,1,1,0,0,0,0,0,0,0,1,1, ,14, , , , , , ,1, , , , ,1, ,62801,28,1,99,0,1, ,20090928,190146,4,91, ,2,1, ,3,5,3,5,7,11
274,1,1,1,2,3,1,3,1,3,2,2,3,2, ,2,3,1,3,1, ,2,1,2,4,2,9,9,2,9,2,2,3,2,3,3,4,2,1,2,2,2,3,3,1, , ,1, , , ,3,1,2,1, ,2,1,2,2, ,2,1,2,2,1,1,2, ,1,1,2, , , , , , , , ,1,2, , , ,3,1,3, ,2,3,3, ,2,1,0,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , , , ,60087,49,1,5,0,2, ,20090928,191927,2,60, ,3,2, ,3,4,3,3,5,8
275,1,1,1,2,2,1,1,1,3,2,2,2,2, ,2,2,1,3,2, ,2,1,2,2,1,2,3,3,2,2,2,4,2,2,2,2,2,1,1,1,1,1,2,1,1, , ,3, , , ,1,2,2, ,2,2,2,2, ,2,1,2,2,2,2,2, ,1,2, , ,1, , , , , ,9,1,3, , , ,3,1,2, ,1,2,1,3, ,1,1,0,0,0,0,0,0,0,1,1, ,24, , , , , , , , , , , ,1, ,60453,28,1,3,0,1, ,20090928,192050,2,81, ,3, ,9,3,2,1,2,2,2
276,1,1,1,2,2,2,2,1,1,2,1,2,1, ,1,2,1,4,1, ,2,1,1,2,2,4,2,2,2,2,1,2,3,3,2,1,3,1,2,2,2,1,4,4, ,1, , ,1, , ,1,2,2, ,2,1,2,2, ,1,1,1,1,1,2,1, ,1,1,1, , , , , , , , ,1,2,2, , , ,1,1, ,1,6,2,2, ,1,0,1,0,0,0,0,0,0,1,2, , , , , , , , , , , , ,3, , ,60565,66,3,6,0,1, ,20090928,192517,2,43, ,1,1, ,2,5,3,5,7,11
277,1,1,1,1,1,1,2,1,2,4,2,3,3, ,3,3,1,4,5, ,2,1,1,1,1,2,1,2,2,1,1,2,1,3,3,3,2,1,2,4,1,1,3,2, , ,1, , , ,2,1,2,2, ,2,2,2,2, ,1,1,1,2,1,2,9, ,1,1, ,1, , , , , , , ,1,2,2, , , ,1,1, ,2,3,2,2, ,1,1,0,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , , , ,60302,22,1,1,0,2, ,20090928,192555,2,87, ,2,1, ,2,5,3,5,7,11
278,1,1,1,2,2,1,1,1,1,1,1,1,1, ,1,2,1,3,1, ,2,1,4,4,4,9,3,9,9,4,4,4,2,5,5,4,3,1,1,3,1,2,2,2, ,1, , ,2, , ,1,2,2, ,2,1,2,2, ,1,1,2,1,1,2,1, ,1,2, , ,1, , , , , ,8,1,2,3, , , ,1,4, ,1,3,1,3, ,1,1,0,0,0,0,0,0,0,1,1, ,14, , , , , , ,1, , , , ,1, ,61529,39,1,3,0,1, ,20090928,192706,3,70, ,2, ,8,3,2,1,2,2,2
279,1,1,1,2,2,1,4,1,1,1,1,2,1, ,2,4,1,4,2, ,2,1,1,2,2,9,3,9,9,4,4,4,2,5,5,5,3,1,2,2,2,4,4,2, , ,1, , , ,2,1,2,2, ,2,2,2,2, ,1,1,2,2,2,1,2, ,1,1, ,8, , , , , , , ,1,2, , , ,2,1,2, ,2,1,2,2, ,1,1,1,0,0,0,0,0,0,4, ,1,3, ,98, , , , , , , , , ,2, ,61554,40,1,3,0,2, ,20090928,193004,3,57, ,2,8, ,2,5,3,5,7,11
280,1,1,1,1,2,2,3,1,3,2,2,2,2, ,2,2,1,2,2, ,2,1,2,2,1,9,9,2,9,3,2,3,9,3,5,5,3,1,3,3,3,3,3,3,1, , ,2, , , ,1,2,2, ,2,1,2,2, ,2,1,2,1,1,1,2, ,1,1,1, , , , , , , , ,1,1, , ,2, ,1,1, ,1,3,2,2, ,1,1,0,0,0,0,0,0,0,4, ,1,3, ,1, , , , , , , , , ,2, ,60620,72,2,1,0,1, ,20090928,193342,1,42, ,2,1, ,2,5,3,5,7,11
281,1,1,1,2,2,1,3,1,1,1,1,2,2, ,1,3,1,4,2, ,2,1,4,2,3,4,9,2,2,3,2,3,4,4,5,4,3,1,4,5,2,4,4,4, , ,1, , , ,2,1,1,1, ,1,1,9,2, ,1,1,2,2,2,9,1, ,1,9, , , , , , , , , ,1,1, , ,3, ,1,4, ,2,3,1,1, ,1,0,1,0,0,0,0,0,0,4, ,1,14, , , , , , ,1, , , , ,1, ,60002,61,1,3,0,2, ,20090928,193505,2,48, ,2, , ,3,1,1,1,1,1
282,1,1,1,2,2,2,2,1,1,1,1,1,1, ,1,1,1,4,1, ,2,1,3,2,3,2,2,2,9,4,2,4,9,4,3,5,2,1,1,3,2,2,5,1, , ,1, , , ,2,1,1,1, ,2,1,1,2, ,3,1,2,1,2,2,2, ,1,1,5, , , , , , , , ,1,3, , , ,3,1,4, ,1,6,3, ,3,1,1,1,0,0,0,0,0,0,1,1, ,3, ,5, , , , , , , , , ,1, ,61008,33,1,5,0,1, ,20090928,200201,3,76, ,2,5, ,3,4,3,3,5,7
283,1,1,1,1,1,2,3,1,2,1,2,2,2, ,1,5,1,5,2, ,3,1,1,9,9,9,9,9,9,9,9,9,2,4,5,5,3,1,2,2,2,3,4,3, ,1, , ,3, , ,1,2,2, ,2,2,2,2, ,2,1,2,2,2,2,9, ,1,1,9, , , , , , , , ,1,1,2, , , ,1,1, ,1,6,2,4, ,1,0,1,0,0,0,0,0,0,3,1, ,3, ,98, , , , , , , , , ,1, ,62204,50,2,3,0,1, ,20090928,200238,4,59, ,3,9, ,2,4,3,4,6,10
284,1,1,1,2,1,1,2,1,1,1,5,5,2, ,2,3,1,3,2, ,1,1,1,2,9,9,9,9,9,9,9,3,9,3,3,3,3,1,3,2,5,2,3,2, ,1, , ,2, , ,1,2,2, ,2,2,2,2, ,2,1,2,2,1,2,2, ,2, , , , , , , , , , ,1,1, , ,2, ,1,2, ,1,5,2,4, ,1,0,1,0,0,0,0,0,0,4, ,1,3, ,1, , , , , , , , , ,1, ,62025,54,1,6,0,1, ,20090928,200619,4,55, ,2, , ,2,4,3,4,6,10
286,1,1,1,2,1,1,1,1,2,2,2,5,1, ,1,3,1,3,2, ,2,1,4,9,9,9,9,9,9,9,9,3,9,5,2,2,3,1,3,1,1,3,2,1,1, , ,2, , , ,1,2,2, ,2,2,2,2, ,1,1,2,2,2,2,1, ,1,2, , ,1, , , , , ,9,1,2, , , ,3,1,4, ,1,6,1,1, ,1,0,1,0,0,0,0,0,0,3,1, ,5, , , , , , , , , , , , , ,60410,70,1,6,0,1, ,20090928,200742,3,44, ,2, ,9,3,1,1,1,1,1
287,1,1,1,2,2,1,3,1,1,1,1,1,1, ,2,2,1,4,1, ,2,1,3,2,2,9,9,9,9,9,2,9,2,2,3,2,3,1,3,2,2,2,3,2,1, , ,3, , , ,1,2,2, ,2,2,2,2, ,2,1,1,1,9,2,2, ,1,2, , ,1,9, , , , , ,1,2,3, , , ,1,9, ,1,3,4, ,5,1,1,0,1,0,0,0,0,0,1,1, ,3, ,5, , , , , , , , , ,1, ,62959,29,1,2,0,1, ,20090928,200957,4,0, ,3, ,9,3,2,1,6,88,88
288,1,1,1,2,2,2,3,1,2,3,2,2,2, ,2,5,1,4,2, ,2,1,4,4,9,9,9,3,9,9,4,4,2,5,4,4,9,1,2,2,2,3,3,2, ,1, , ,2, , ,1,2,1, ,2,2,2,2, ,2,1,2,2,2,2,2, ,1,2, , ,1, , , ,9, , ,1,2, , ,2, ,1,3, ,1,3,1,1, ,1,0,1,0,0,0,0,0,0,3,1, ,13, , , , , ,1, , , , , ,2, ,60462,49,6,5,0,1, ,20090928,201840,2,61, ,2, ,9,2,1,1,1,1,1
289,1,1,1,1,1,1,1,1,3,2,3,9,2, ,1,3,1,3,2, ,2,1,2,1,9,9,9,9,9,9,2,3,9,3,3,3,2,1,1,2,2,1,3,3, ,1, , ,2, , ,1,2,2, ,2,2,2,1, ,1,1,2,1,1,2,1, ,1,1,1, , , , , , , , ,1,2, , , ,3,1,1, ,1,4,2,2, ,1,0,0,1,0,0,0,0,0,4, ,1,19, , , , , , , ,1, , , ,2, ,62557,46,1,4,0,1, ,20090928,201928,3,67, ,2,1, ,3,5,3,5,7,11
290,1,1,1,1,2,2,2,1,1,1,1,4,1, ,1,4,1,4,4, ,2,1,2,4,3,9,9,9,2,4,3,9,2,5,5,1,3,1,3,2,3,2,3,2, ,1, , ,3, , ,1,2,2, ,2,2,2,2, ,1,1,1,1,2,2,1, ,1,2, , ,1, , , ,12, , ,1,2, , ,1, ,1,2, ,2,6,4, ,7,1,1,0,0,0,0,0,0,0,5, ,1,14, , , , , , ,3, , , , ,2, ,62025,57,1,3,0,2, ,20090928,201953,4,52, ,3, ,12,1,1,1,6,88,88
292,1,1,1,1,1,1,2,1,3,3,4,2,2, ,2,3,1,3,2, ,1,1,1,3,2,9,9,2,2,1,2,2,2,3,2,2,3,1,2,4,2,3,3,2, ,1, , ,2, , ,1,2,2, ,2,1,2,2, ,1,1,2,2,2,2,1, ,1,1, ,9, , , , , , , ,1,3,2, , , ,1,2, ,1,2,2,2, ,1,1,0,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , , , ,60014,29,1,2,0,1, ,20090928,202738,3,80, ,2,9, ,2,5,3,5,7,11
293,1,1,1,2,2,2,2,1,1,1,1,3,2, ,1,4,1,4,1, ,2,1,4,3,2,9,3,9,9,3,4,4,2,3,3,2,3,1,5,2,2,3,2,1,1, , ,2, , , ,1,2,1, ,9,1,2,2, ,3,1,2,2,2,1,2, ,1,2, , ,1, ,5, , , , ,1,2, , , ,2,1,4,I am strongly in favor of health CARE not insurance.,1,2,3, ,5,1,1,0,1,0,0,0,0,0,4, ,1,13, , , , , ,1, , , , , ,2, ,60475,43,1,2,0,1, ,20090928,203055,2,66, ,2, ,5,2,2,1,3,3,5
294,1,1,1,2,2,2,4,1,3,2,3,3,2, ,2,3,1,3,2, ,2,1,4,4,1,9,9,2,2,3,4,4,9,4,4,4,3,1,2,3,1,2,4,2, , ,1, , , ,4,1,2,2, ,2,2,1,2, ,2,1,2,2,2,1,2, ,1,2, , ,1, , , , ,9, ,1,2, , , ,2,1,4, ,1,2,3, ,99,1,0,0,1,0,0,0,0,0,4, ,1,16, , , , , , , , , , , ,2, ,62521,40,1,1,0,1, ,20090928,203123,3,32, ,4, ,9,2,99,99,3,99,99
295,1,1,1,1,1,1,2,1,5,1,3,4,5, ,4,2,1,3,2, ,3,1,3,3,1,9,9,2,9,2,1,4,9,1,1,1,3,1,2,1,1,4,3,1,1, , ,2, , , ,1,2,1, ,2,1,2,2, ,2,1,2,2,2,1,2, ,1,2, , ,1, , , , ,1, ,1,2, , ,1, ,1,4, ,1,4,3, ,5,1,0,1,0,0,0,0,0,0,4, ,1,1,2, , , , , , , , , , ,2, ,60613,87,1,2,0,1, ,20090928,203434,2,75, ,2, ,1,1,2,1,3,3,5
296,1,1,1,1,1,1,1,1,1,4,2,1,2, ,1,1,1,2,3, ,2,1,1,9,2,9,9,9,9,2,1,4,3,3,5,3,3,1,2,4,1,2,3,9, ,1, , ,2, , ,1,1,2, ,2,1,2,2, ,2,1,2,2,2,1,2, ,1,9, , , , , , , , , ,1,2, , ,1, ,1,5, ,2,6,3, ,3,1,1,0,0,0,0,0,0,0,4, ,1,22, , , , , , , , , ,2, ,2, ,60045,46,1,6,0,2, ,20090928,203533,2,63, ,2, , ,1,4,3,3,5,7
297,1,1,1,2,2,1,3,1,2,2,1,1,2, ,1,5,1,3,2, ,4,1,4,3,2,9,3,3,3,4,4,4,3,5,5,3,9,1,2,2,2,4,4,3,1, , ,2, , , ,1,1,2, ,2,2,1,2, ,1,1,2,2,1,1,2, ,1,4, , , , , , , , , ,1,2,9, , , ,1,4, ,2,3,1,3, ,1,0,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , , , ,60107,70,1,5,0,2, ,20090928,203621,2,39, ,2, , ,9,2,1,2,2,2
299,1,1,1,2,2,2,3,1,1,2,2,2,2, ,2,2,1,5,2, ,2,1,2,3,9,9,2,2,9,2,2,9,2,3,3,3,3,1,3,5,2,3,2,3,1, , ,3, , , ,1,2,1, ,2,2,1,2, ,2,1,2,2,2,1,2, ,1,2, , ,1, , ,1, , , ,1,2,2, , , ,1,3, ,1,5,1,3, ,1,0,1,0,0,0,0,0,0,3,1, ,5, , , , , , , , , , , , , ,60927,70,1,5,0,1, ,20090928,203927,3,39, ,3, ,1,2,2,1,2,2,2
300,1,1,1,1,1,1,3,1,3,2,3,3,3, ,3,2,1,4,2, ,2,1,1,2,9,9,9,9,9,9,9,9,9,3,2,3,3,1,3,4,1,4,3,2, , ,1, , , ,2,1,2,2, ,2,2,2,2, ,2,1,2,2,2,1,2, ,1,1,1, , , , , , , , ,1,2, , ,2, ,1,1, ,2,4,2,2, ,1,1,0,0,0,0,0,0,0,4, ,1,3, ,1, , , , , , , , , ,1, ,62839,42,1,1,0,2, ,20090929,132436,4,46, ,2,1, ,2,5,3,5,7,11
301,1,1,1,9,2,1,2,1,2,1,5,2,5, ,2,5,1,2,5, ,4,1,2,3,3,3,9,3,3,4,2,9,9,3,3,3,2,1,3,3,3,2,3,2, ,1, , ,5, , ,1,2,2, ,2,2,2,2, ,2,1,2,1,2,1,2, ,1,1,1, , , , , , , , ,1,1, , ,1, ,1,1, ,2,6,2,4, ,1,0,1,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , , , ,60134,53,4,5,0,2, ,20090929,132810,2,56, ,5,1, ,1,4,3,4,6,10
302,1,1,1,2,1,2,2,1,2,2,2,2,2, ,2,2,1,3,2, ,2,1,9,2,1,9,3,2,2,4,2,4,2,3,5,4,3,1,2,3,2,2,3,2,1, , ,2, , , ,1,2,2, ,1,2,1,2, ,1,1,2,2,2,2,2, ,1,2, , ,1, , ,2, , , ,1,1, , ,2, ,1,3, ,1,6,1,1, ,1,0,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , , , ,60565,61,1,5,0,1, ,20090929,134524,2,49, ,2, ,2,2,1,1,1,1,1
304,1,1,1,1,2,2,3,1,2,2,3,3,3, ,2,3,1,3,2, ,3,1,2,9,1,9,9,9,9,2,9,2,9,4,5,4,3,1,4,3,4,4,5,3,1, , ,3, , , ,1,2,2, ,2,2,2,2, ,2,1,2,2,1,1,2, ,1,1, ,9, , , , , , , ,1,2, , ,3, ,1,1, ,1,2,2,2, ,1,0,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , , , ,62033,62,1,98,0,1, ,20090929,140324,3,47, ,3,9, ,3,5,3,5,7,11
305,1,1,1,2,1,1,2,1,3,2,2,2,2, ,2,3,1,3,2, ,3,1,3,2,9,9,2,9,9,2,2,2,9,3,3,2,3,1,2,2,3,2,2,3, , ,1, , , ,2,1,2,2, ,2,2,1,2, ,2,1,2,2,1,2,1, ,1,2, , ,1, , , , ,9, ,1,3,3, , , ,1,3, ,1,3,1,1, ,1,0,0,1,0,0,0,0,0,1,1, ,13, , , , , ,2, , , , , ,1, ,61376,68,1,5,0,1, ,20090929,140914,3,44, ,2, ,9,3,1,1,1,1,1
306,1,1,1,2,2,1,3,1,1,1,1,1,1, ,1,2,1,4,4, ,4,1,4,3,3,1,2,2,3,4,4,4,2,5,5,2,2,1,2,2,1,2,2,2, , ,1, , , ,2,1,2,2, ,1,1,1,2, ,2,1,2,2,2,2,2, ,1,2, , ,1, , ,9, , , ,1,2, , , ,2,1,4, ,2,5,1,1, ,1,0,1,0,0,0,0,0,0,2,1, ,5, , , , , , , , , , , , , ,60525,55,1,7,0,2, ,20090929,141105,2,54, ,2, ,9,2,1,1,1,1,1
307,1,1,1,9,2,2,2,1,1,1,2,2,1, ,1,2,1,3,2, ,1,1,3,3,2,2,2,2,2,3,3,4,1,2,3,2,2,1,3,4,2,4,5,1, , ,1, , , ,3,1,2,2, ,1,1,2,1, ,1,1,1,2,2,1,2, ,1,9, , , , , , , , , ,1,2,2, , , ,1,2, ,2,5,3, ,6,1,0,1,0,0,0,0,0,0,1,1, ,13, , , , , ,1, , , , , ,2, ,61114,39,1,6,0,2, ,20090929,141925,3,70, ,3, , ,2,2,1,3,3,4
308,1,1,1,2,2,2,4,1,3,2,3,2,2, ,2,3,1,3,2, ,2,1,4,3,3,9,9,9,9,2,3,4,9,4,5,4,3,1,3,3,3,4,4,2, , ,1, , , ,2,1,2,1, ,2,9,2,2, ,2,1,2,1,2,2,9, ,1,9, , , , , , , , , ,1,3, , ,3, ,1,4, ,1,3,1,1, ,1,0,1,0,0,0,0,0,0,2,1, ,14, , , , , , ,1, , , , ,1, ,62668,44,1,3,0,1, ,20090929,142822,3,65, ,2, , ,3,1,1,1,1,1
310,1,1,1,2,2,2,3,1,4,1,1,1,4,I am not in favor of limiting individuals ability to contribute to campaign; I am in favor of no organized political action committees.,1,3,1,4,4,Illinois should follow the Iowa plan for redistricting.,2,1,4,4,1,4,4,4,4,4,4,4,3,5,5,5,2,1,1,3,1,2,3,1,1, , ,2, , , ,1,2,1, ,9,1,1,2, ,1,1,2,2,2,2,2, ,1,9, , , , , , , , , ,1,2,2, , , ,1,4, ,2,6,3, ,5,1,1,0,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , , , ,60015,25,1,99,0,2, ,20090929,143425,2,84, ,2, , ,2,2,1,3,3,5
311,1,1,1,2,2,2,3,1,3,2,2,2,2, ,2,2,1,3,2, ,3,1,4,3,9,3,3,9,4,3,4,4,9,5,5,5,3,1,3,3,3,3,4,3,1, , ,2, , , ,1,2,9, ,1,2,2,2, ,1,1,2,2,2,2,9, ,1,4, , , , , , , , , ,1,3,3, , , ,1,4, ,1,2,3, ,5,1,0,0,1,0,0,0,0,0,1,1, ,13, , , , , ,2, , , , , ,1, ,60438,37,1,99,0,1, ,20090929,144210,2,0, ,2, , ,3,2,1,3,3,5
312,1,1,1,1,2,1,1,1,9,1,1,2,1, ,2,3,1,3,2, ,2,1,1,2,2,9,1,9,2,2,1,2,9,3,3,2,3,1,3,3,1,9,2,1,1, , ,3, , , ,1,2,2, ,2,2,2,2, ,1,1,1,2,1,1,2, ,1,1,1, , , , , , , , ,1,1, , , ,1,1,1, ,1,5,2,4, ,1,1,0,0,0,0,0,0,0,1,1, ,13, , , , , ,2, , , , , ,2, ,60625,43,1,5,0,1, ,20090929,144230,1,66, ,3,1, ,1,4,3,4,6,10
313,1,1,1,2,2,2,4,1,1,1,2,1,2, ,1,3,1,3,3, ,2,1,4,2,3,2,3,2,3,4,4,4,3,5,5,5,2,1,2,3,2,5,5,3, , ,1, , , ,2,1,1,2, ,2,2,1,2, ,1,1,1,2,2,1,2, ,1,2, , ,1, , , , , ,5,1,2, , ,2, ,1,4, ,2,6,1,1, ,1,0,1,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , , , ,60202,48,1,5,0,2, ,20090929,144841,2,61, ,2, ,5,2,1,1,1,1,1
314,1,1,1,1,1,1,2,1,1,2,1,1,1, ,2,2,1,3,5, ,2,1,1,2,4,9,2,9,9,3,4,4,2,4,4,2,1,1,1,2,1,1,3,2, , ,1, , , ,2,1,2,2, ,1,2,2,2, ,2,1,2,2,2,1,1, ,1,9, , , , , , , , , ,1,2,1, , , ,1,2, ,2,6,3, ,3,1,0,1,0,0,0,0,0,0,5, ,1,98, , , , , , , , , , , ,2, ,60010,53,1,6,0,2, ,20090929,150310,2,53, ,2, , ,1,4,3,3,5,7
316,1,1,1,1,2,2,3,1,1,2,2,2,2, ,2,5,1,3,2, ,3,1,2,3,2,2,9,9,2,2,2,3,9,4,4,3,2,1,3,3,3,9,4,3, ,1, , ,4, , ,1,2,2, ,2,2,2,2, ,2,1,2,2,1,1,2, ,1,9, , , , , , , , , ,1,2,1, , , ,1,2, ,2,3,4, ,2,1,1,0,0,0,0,0,0,0,2,2, , , , , , , , , , , , ,12, , ,62703,57,1,2,0,2, ,20090929,153227,3,52, ,4, , ,1,4,3,6,88,88
317,1,1,1,2,2,2,4,1,2,4,5,1,4, ,2,4,1,4,1, ,2,1,4,2,2,3,3,2,4,4,4,3,3,1,2,2,1,1,1,2,5,5,5,2, ,1, , ,5, , ,1,1,1, ,2,2,1,3, ,1,1,2,1,1,2,2, ,1,2, , ,1,4, , , , , ,1,2, , , ,2,1,4, ,2,5,1,1, ,1,1,0,0,0,0,0,0,0,5, ,1,13, , , , , ,1, , , , , ,2, ,60626,36,1,1,0,2, ,20090929,153306,1,43, ,5, ,4,2,1,1,1,1,1
319,1,1,1,2,1,1,2,1,2,1,1,1,1, ,2,3,1,3,1, ,2,1,3,2,9,9,9,9,9,2,1,3,2,5,3,3,3,1,2,3,2,2,4,3, ,1, , ,2, , ,1,2,2, ,2,2,2,2, ,2,1,2,2,1,1,1, ,1,2, , ,1, , , ,7, , ,1,2, , , ,2,1,2, ,1,5,1,1, ,1,0,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , , , ,60463,55,1,6,0,1, ,20090929,155823,2,21, ,2, ,7,2,1,1,1,1,1
320,1,1,1,2,2,1,2,1,3,1,3,1,1, ,1,1,1,2,2, ,2,1,4,2,1,9,2,2,9,4,4,4,2,3,3,3,9,1,3,3,1,2,2,9,1, , ,9, , , ,1,2,1, ,2,2,2,2, ,2,1,1,2,2,2,2, ,2, , , , , , , , , , ,1,2, , , ,3,1,4, ,1,2,1,1, ,1,1,0,1,0,0,0,0,0,2,1, ,14, , , , , , ,1, , , , ,2, ,62558,37,1,98,0,1, ,20090929,160047,3,49, ,9, , ,3,1,1,1,1,1
321,1,1,1,2,2,1,1,1,2,2,1,2,2, ,1,1,1,2,4, ,2,1,2,2,2,9,9,9,9,3,2,4,9,2,4,4,3,1,1,3,3,3,4,5, , ,1, , , ,2,1,2,2, ,1,1,1,1, ,2,1,2,1,1,1,1, ,1,9, , , , , , , , , ,1,1,2, , , ,1,2, ,1,3,2,2, ,1,1,0,0,0,0,0,0,1,3,1, ,3, ,5, , , , , , , , , ,2, ,62975,31,1,2,0,1, ,20090929,161548,4,78, ,2, , ,2,5,3,5,7,11
322,1,1,1,1,2,2,2,1,1,1,1,1,1, ,1,1,1,4,2, ,2,1,1,2,1,1,2,2,2,3,1,4,2,3,3,3,3,1,3,3,3,3,3,3, , ,1, , , ,2,1,2,2, ,2,2,2,2, ,2,1,2,2,1,2,2, ,1,1,9, , , , , , , , ,1,1,1, , , ,1,1, ,1,2,2,2, ,1,0,1,0,0,0,0,0,0,1,1, ,16, , , , , , , , , , , ,2, ,60628,47,2,6,0,1, ,20090929,161548,1,62, ,2,9, ,1,5,3,5,7,11
324,1,1,1,2,2,2,2,1,3,2,2,1,2, ,1,2,1,4,1, ,1,1,2,2,2,1,2,2,2,1,2,2,1,3,3,2,2,1,2,3,2,2,3,2,1, , ,3, , , ,1,2,2, ,2,2,2,2, ,2,1,2,2,2,2,1, ,1,9, , , , , , , , , ,1,2,1, , , ,1,1, ,1,5,2,4, ,1,0,0,1,0,0,0,0,0,2,1, ,19, , , , , , , ,1, , , ,2, ,62704,60,1,2,0,1, ,20090929,174300,3,49, ,3, , ,1,4,3,4,6,10
325,1,1,1,2,2,1,2,1,2,3,1,2,2, ,2,3,1,3,2, ,2,1,2,3,3,9,9,2,2,3,2,4,2,2,2,1,9,1,2,1,2,9,3,1,1, , ,2, , , ,1,2,1, ,2,1,2,2, ,1,1,2,2,1,2,2, ,1,2, , ,1, , , ,9, , ,1,2, , , ,2,1,1, ,1,4,3, ,5,1,1,0,1,0,0,0,0,0,1,1, ,5, , , , , , , , , , , , , ,60008,33,1,99,0,1, ,20090929,174817,2,76, ,2, ,9,2,2,1,3,3,5
326,1,1,1,2,2,1,2,1,1,1,1,2,2, ,2,5,1,3,2, ,2,1,4,3,2,9,2,9,9,3,4,4,2,4,4,3,3,1,1,3,2,2,3,3, ,1, , ,2, , ,1,2,2, ,2,3,3,2, ,3,1,2,2,1,2,2, ,1,9, , , , , , , , , ,1,2, , , ,2,1,4, ,1,6,9, ,99,1,0,0,1,0,0,0,0,0,4, ,1,23, , , , , , , , , , , ,2, ,61356,49,1,4,0,1, ,20090929,175023,3,67, ,2, , ,2,99,99,9,99,99
