id,date,int_lang,area,type,cell,safe,youngest,reg,gender,rwdirusa,rwdiril,rwdirlocal,qlife,app_gov_rau,app_ussen_kirk,app_ussen_dur,prim16_party,prim16_pres_dem,prim16_pres_dem_other,prim16_sen_dem,prim16_sen_dem_other,prim16_pres_rep,prim16_pres_rep_other,prim16_sen_rep,prim16_sen_rep_other,fixdeficit_il,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_services,gamble_exp,tax_ret_inc,tax_ret_50K,tax_ret_supp,tax_inc_temp,tax_inc_mil,tax_inc_grad,tax_gas,redist_neutral,redist_commis,cf_judge,cf_judge_pub,term_lim,right2work,budg_affect,budg_imp1,budg_imp2,budge_imp3,budg_imp4,budg_imp5,budg_imp6,budg_imp7,budg_imp_other,budg_child,budg_citycuts,budg_he,budg_infradec,budg_jobloss,budg_locecon,budg_realest,budg_socserv,budg_other,abort_leg,lg_rights,med_mari,mari_rec,vet_courts,miss_diabet,miss_depress,miss_heart,miss_anxiety,education,ideo_leans,ideology,party_leans,party_aff,employ_time,employ_type,retired_type,union,relig_att_often,relig_type,religion,born_again,vet,vet_fam,zip,age_cat,birth_yr,rac_eth,rac_eth_other,hhinc
39799,20160218,1,3,1, , ,1,1,2,2,2,1,2,2,3,2,4, , , , , , , , ,3,2,3,3,3,3,3,3,2,2,2,2,2,3,5,3,5,2,4,2,5,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,2,1,3,2, ,2,5, ,5,6,9,9,9,2,4, ,2,2,9, , ,5,1,61536,6,1969,1, ,6
67126,20160220,1,3,1, , ,1,1,2,2,2,1,3,2,9,1,1,2, ,5, , , , , ,2,2,2,3,2,3,2,2,2,4,2,3,2,4,1,2,2,2,5,1,2,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,2, ,1, ,2,3,2,1,1,1,3, ,5,2,1,1, ,1,5,1,61536,13,1933,1, ,3
26537,20160218,1,3,2,1,1, ,1,1,2,1,1,2,5,1,1,1,4, ,1, , , , , ,1,2,2,2,2,2,2,2,3,4,2,2,2,3,3,5,5,1,3,5,1,2,4,1,10, , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,4,2,1,5, , ,4,5,6,9,3,1,3, ,5,2,2,1, ,1,5,1,61526,12,1938,7, ,9
849,20160215,1,3,2,1,1, ,1,1,2,2,1,1,2,2,5,2, , , , ,5, ,1, ,2,2,2,2,2,2,1,1,4,1,1, ,1,3,1,1,4,1,2,1,1,2,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2, ,3, ,2,4,3,9,9,1,1, ,2,5, ,1,2,5,1,61491,2,1990,1, ,5
11650,20160218,1,3,2,1,1, ,1,1,2,2,2,3,2,2,4,2, , , , ,3, ,1, ,2,2,2,2,2,2,2,1,2,4,2,2,2,3,1,1,4,1,1,1,1,1,1,1,8,4,6, , , , , ,0,0,0,1,0,1,0,1,0,3,1,1,1,1, ,1,1, ,3,4,3,7,3,1,1, ,2,4, ,1,1,5,2,61478,6,1971,1, ,5
6024,20160216,1,3,2,1,1, ,1,2,2,2,2,2,2,2,2,2, , , , ,8, ,1, ,3,3,2,2,2,1,2,2,3,4,2,1,1,2,3,4,2,2,2,1,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,4,2,1,1, ,1, ,4,4,3,7,3,2,4, ,2,1,1, ,1,5,2,61467,8,1957,1, ,5
11823,20160216,1,3,2,1,1, ,1,1,1,2,1,3,5,4,2,1,1, ,5, , , , , ,3,2,2,1,2,1,2,2,1,2,1, ,1,2,1,1,2,1,2,2,3,2,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1, ,1, ,5,2,1,1,1,1,1, ,2,4, ,1,2,5,2,61462,3,1985,1, ,4
40870,20160218,1,3,1, , ,1,1,1,2,2,1,4,1,5,5,2, , , , ,3, ,2, ,2,2,1,2,1,2,3,1,4,1,2,2,2,4,4,2,4,2,4,1,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1, ,1, ,5,4,3,7,3,1,4, ,2,4, ,1,2,5,1,61462,8,1961,1, ,4
20027,20160218,1,3,2,1,1, ,1,1,2,2,2,3,5,9,9,4, , , , , , , , ,2,2,2,2,2,3,2,2,5,1,3, ,3,3,1,5,4,5,5,1,2,2,6,1,8, , , , , , , ,0,0,0,0,0,0,0,1,0,2,2,5,2,2,3, , ,2,5,6,9,5,3,1,3, ,1,6, ,1,2,5,1,61455,14,1900,1, ,9
1690,20160215,1,3,2,1,1, ,1,1,3,2,1,2,4,9,2,1,1, ,3, , , , , ,3,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,1,1,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1, ,1, ,3,2,1,2,1,1,1, ,1,4, ,1,2,5,2,61440,4,1979,1, ,4
22270,20160218,1,3,2,1,1, ,1,2,2,1,2,4,2,9,9,2, , , , ,5, ,4, ,3,2,1,3,1,3,2,1,3,4,2,1,1,3,1,2,1,5,2,1,5,5,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,3, ,1,1, ,4,4,3,5,3,1,1, ,1,3,1, ,1,5,1,61432,8,1957,1, ,3
55722,20160218,1,3,1, , ,1,1,1,2,2,1,2,2,5,5,2, , , , ,6, ,2, ,2,2,1,2,2,2,2,1,4,2,2,1,1,4,2,2,4,1,1,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,2, ,2,1, ,4,5, ,5,3,1,4, ,2,5, ,1,2,5,1,61375,11,1946,1, ,2
31230,20160218,1,3,2,1,1, ,1,1,2,2,2,5,1,4,5,2, , , , ,6, ,4, ,2,1,1,2,2,2,2,1,4,1,1, ,1,4,2,4,4,4,4,2,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,1,1,1, ,3,1, ,3,4,3,5,3,3, ,1,2,5, ,1,1,5,1,61364,8,1959,1, ,1
15832,20160217,1,3,2,1,1, ,1,2,2,2,1,2,5,9,9,2, , , , ,8, ,4, ,3,2,1,2,2,1,2,1,2,2,2,2,2,3,2,3,4,2,2,2,3,2,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1, , ,2,3,3,2,5,3,1,1, ,1,4, ,3, ,3,1,61354,5,1972,1, ,6
24942,20160217,1,3,1, , ,1,1,1,2,2,1,3,5,4,4,4, , , , , , , , ,2,2,2,2,2,2,2,2,3,4,2,1,1,4,2,2,4,2,2,2,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,1,1, ,2, ,3,3,4,3,5,3,4, , ,2,4, ,1,1,5,1,61350,7,1962,1, ,5
49699,20160219,1,3,1, , ,1,1,2,2,2,2,2,5,9,2,4, , , , , , , , ,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,3,1,1,2,4,3,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,2, ,2,1, ,3,4,3,4,2,2,5, ,1,5, ,1,2,5,1,61350,8,1961,1, ,3
3917,20160215,1,3,2,1,1, ,1,1,2,2,2,4,2,9,9,2, , , , ,5, ,4, ,3,2,1,2,2,1,2,3,3,3,2,2,2,3,3,4,4,3,3,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,4,2,2, ,2, ,2,6,5, ,7,3,1,2, ,2,1,1, ,1,5,2,61341,4,1979,1, ,4
16949,20160218,1,3,2,1,1, ,1,1,1,2,2,2,1,1,1,3, , , , , , , , ,4,2,2,2,2,2,2,1,3,4,2,2,2,4,1,1,4,4,3,1,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,4,1,1,2, ,4,2, ,2,4,3,4,2,3, ,1,2,5, ,1,1,5,1,61332,13,1929,1, ,1
10814,20160218,1,3,2,1,1, ,1,1,2,2,2,3,5,5,5,4, , , , , , , , ,2,2,2,1,2,2,2,2,4,1,2,2,2,4,4,1,4,2,2,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1, ,1, ,3,3,2,4,2,2,4, ,2,5, ,2, ,5,2,61301,7,1966,1, ,1
58998,20160219,1,3,1, , ,1,1,1,2,2,3,3,5,4,5,4, , , , , , , , ,3,2,1,2,2,1,2,1,5,4,2,2,2,2,4,4,4,4,3,1,4,2,1,1,5,3, , , , , , ,0,0,1,0,1,0,0,0,0,4,2,1,2,2, ,5, ,1,5,4,3,4,2,2,1, ,1,3,9, , ,2,1,61275,6,1970,7, ,9
31652,20160218,1,3,1, , ,1,1,2,1,2,1,4,5,9,4,1,1, ,5, , , , , ,5,2,1,3,1,1,1,2,2,2,2,1,1,2,1,1,3,4,1,1,4,1,4,1,6, , , , , , , ,0,0,0,0,0,1,0,0,0,2,1,1,2,3, ,1,1, ,5,4,3,9,9,3, ,2,2,1,1, ,2,5,1,61270,10,1948,1, ,3
5540,20160217,1,3,1, , ,1,1,1,2,2,2,4,1,4,4,2, , , , ,1, ,4, ,2,2,1,2,1,1,2,1,3,4,2,2,2,3,2,4,2,1,2,1,2,1,1,1,2, , , , , , , ,0,1,0,0,0,0,0,0,0,3,2,1,2,2, ,2, ,1,5,3,2,5,3,1,1, ,2,1,1, ,2,5,2,61265,9,1955,1, ,7
35093,20160218,1,3,1, , ,1,1,1,2,2,1,2,1,2,2,1,4, ,5, , , , , ,3,2,2,2,2,2,2,1,3,4,2,2,2,2,2,4,4,1,1,1,4,1,2,1,10, , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,1,1,3, ,2, ,3,3,2,4,2,1,4, ,2,2,1, ,2,5,1,61265,12,1941,7, ,5
36225,20160217,1,3,1, , ,1,1,1,2,2,2,3,5,2,5,2, , , , ,6, ,1, ,3,2,2,2,2,2,2,2,4,1,2,2,2,4,1,1,1,3,3,3,3,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,4,2,2, ,4,1, ,2,3,2,2,1,2,2, ,2,3,1, ,2,5,1,61264,9,1956,1, ,4
6587,20160216,1,3,2,1,1, ,1,2,3,2,1,1,4,3,2,1,2, ,5, , , , , ,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,3,2,2,2,1,3,2,1,1,5,10, , , , , , ,0,0,0,0,1,0,0,0,0,2,2,1,2,1,2, ,2, ,6,2,1,3,1,1,3, ,1,1,1, ,2,5,1,61252,6,1970,1, ,6
13072,20160216,1,3,2,1,1, ,1,1,2,3,1,1,2,3,3,2, , , , ,7,Rand Paul,4, ,2,2,2,2,2,1,2,2,4,2,1, ,1,4,1,2,2,2,1,2,4,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1, ,1, ,2,5, ,7,3,1,1, ,2,5, ,3, ,2,1,61252,2,1989,1, ,2
10020,20160218,1,3,2,1,1, ,1,1,2,2,2,5,1,5,5,1,2, ,5, , , , , ,2,2,1,2,1,3,2,3,4,1,2,1,1,4,4,4,1,2,4,1,2,1,1,1,5,2, , , , , , ,0,1,0,0,1,0,0,0,0,1,2,4,2,2,1, ,1, ,3,4,3,5,3,1,4, ,2,3,1, ,2,5,1,61247,8,1959,1, ,4
875,20160214,1,3,1, , ,1,1,2,3,2,1,3,5,3,3,4, , , , , , , , ,3,2,1,2,2,2,2,2,4,2,1, ,1,3,1,1,2,1,2,1,1,1,2,1,1,5, , , , , , ,1,0,0,0,1,0,0,0,0,2,1,3,2,2,1, , ,1,3,3,2,4,2,2,1, ,1,1,1, ,2,5,1,61231,8,1959,1, ,5
15412,20160218,1,3,2,1,1, ,1,2,1,1,1,2,2,2,2,4, , , , , , , , ,3,2,2,1,1,2,2,2,3,3,2,2,2,2,1,4,1,2,3,3,3,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1, ,2, ,3,5,4,3,2,1,2,1, ,2,1,1, ,3,5,2,61201,2,1989,5, ,1
15470,20160217,1,3,1, , ,1,1,1,1,2,2,3,5,5,4,1,2, ,1, , , , , ,2,2,2,2,1,1,1,2,1,4,2,1,1,1,1,1,4,2,1,1,2,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1, ,1, ,2,1,1,1,1,3, ,1,1,5, ,3, ,2,1,61201,12,1941,1, ,4
20747,20160218,1,3,2,1,1, ,1,1,2,2,1,2,2,3,2,3, , , , , , , , ,3,2,1,2,2,1,2,1,3,2,2,2,2,3,2,2,2,1,1,1,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2, ,2, ,5,3,2,4,2,1,4, ,2,3,2, , ,2,2,61201,13,1936,1, ,9
22142,20160218,1,3,2,1,1, ,1,1,2,2,2,2,1,2,5,2, , , , ,3, ,2, ,3,2,1,2,2,1,2,1,2,4,2,1,1,4,4,4,4,3,1,1,2,1,1,1,4, , , , , , , ,0,0,0,1,0,0,0,0,0,1,3,4,2,2,5, , ,3,5,5, ,7,3,3, ,4,2,1,1, ,1,3,2,61201,12,1940,1, ,4
29909,20160218,1,3,2,1,1, ,1,1,2,1,1,3,1,2,5,4, , , , , , , , ,3,2,2,1,2,1,1,1,4,2,2,2,2,3,4,3,4,2,3,3,3,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,3,2,1, ,1,1, ,3,5, ,7,3,2,5, ,1,1,1, ,2,2,1,61115,13,1926,1, ,3
40332,20160217,1,3,1, , ,1,1,2,1,2,1,3,4,2,2,1,2, ,1, , , , , ,2,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,1,1,3,1,1,8, , , , , , , ,0,0,0,0,0,0,0,1,0,1,2,1,2,1,1, , ,1,6,2,1,3,1,1,2, ,2,2,1, ,2,5,1,61114,8,1958,2, ,7
63460,20160220,1,3,1, , ,1,1,2,2,2,1,3,1,1,4,2, , , , ,3, ,1, ,2,2,2,2,1,2,2,1,3,4,2,2,2,3,2,3,3,2,1,2,2,1,1,1,2, , , , , , , ,0,1,0,0,0,0,0,0,0,3,2,3,2,2, ,2, ,2,2,5, ,7,3,3, ,2,2,1,1, ,1,5,1,61114,12,1940,1, ,8
67299,20160220,1,3,1, , ,1,1,2,2,3,2,3,2,1,4,2, , , , ,4, ,1, ,2,2,2,1,1,2,2,2,4,4,2,2,2,4,2,4,4,1,4,2,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,1,2,2, ,2,1, ,2,5, ,7,3,3, ,4,2,1,1, ,2,5,2,61114,12,1938,1, ,1
6900,20160215,1,3,1, , ,1,1,1,2,2,2,4,2,5,5,2, , , , ,6, ,2, ,2,1,1,2,1,3,2,3,2,4,1, ,1,3,3,2,3,2,4,3,3,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,2, ,3, ,2,6,4,3,4,2,4, , ,2,1,1, ,1,5,2,61111,12,1939,1, ,3
66824,20160220,1,3,1, , ,1,1,2,2,2,2,4,5,2,2,1,1, ,5, , , , , ,2,1,2,1,2,1,1,2,4,4,1, ,1,4,4,2,4,4,1,4,4,1,1,1,1, , , , , , , ,1,0,0,0,0,0,0,0,0,1,1,1,2,2, ,1,1, ,3,3,2,1,1,1,1, ,2,4, ,1,1,5,1,61109,9,1955,1, ,4
601,20160214,1,3,2,1,1, ,1,1,2,2,2,4,4,5,5,2, , , , ,2, ,2, ,2,1,1,3,1,1,1,1,3,3,1, ,1,3,3,3,3,2,2,4,4,3,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,2,1,1,2, ,4, ,2,5,4,3,7,3,2,1, ,3,5, ,1,2,5,1,61108,10,1949,6,American,5
5613,20160216,1,3,2,1,1, ,1,1,2,1,2,3,1,9,2,2, , , , ,8, ,4, ,2,2,2,2,1,2,2,1,1,1,1, ,1,4,1,1,4,5,2,3,4,1,3,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2, ,1, ,1,3,3,2,6,3,3, ,3,1,3,1, ,2,2,1,61108,9,1953,1, ,4
7662,20160216,1,3,2,1,1, ,1,2,3,3,1,5,4,9,5,1,1, ,5, , , , , ,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,3,2,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1, ,1, ,3,3,2,8,8,3, ,2,1,4, ,3, ,5,1,61108,8,1957,1, ,6
54544,20160217,1,3,1, , ,1,1,2,1,2,2,4,2,4,2,1,2, ,5, , , , , ,2,2,2,1,2,2,2,1,3,1,2,2,2,3,2,1,4,2,2,3,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2, ,1,1, ,2,1,1,1,1,1,1, ,2,5, ,3, ,5,2,61108,1,1993,1, ,1
41446,20160218,1,3,1, , ,1,1,1,1,2,1,2,5,9,2,1,1, ,5, , , , , ,3,2,1,2,2,2,2,1,2,4,1, ,1,2,1,1,2,1,1,4,1,2,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1, , ,3,6,2,1,1,1,3, ,1,2,1,1, ,2,5,1,61107,13,1934,1, ,1
62615,20160220,1,3,1, , ,1,1,2,2,2,2,5,5,9,9,1,1, ,5, , , , , ,2,2,3,2,2,2,2,3,2,5,2,3,2,4,1,1,5,2,5,5,5,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,1,1,2,1,1, ,1, ,2,6,9,1,1,3, ,1,2,2,1, ,1,5,1,61107,10,1947,1, ,1
9426,20160216,1,3,2,1,1, ,1,1,3,3,1,5,9,9,9,1,1, ,5, , , , , ,1,2,2,2,2,2,2,3,1,1,2,2,2,2,1,1,3,5,5,2,3,2,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,1,1,1,1, ,1,1, ,3,2,1,1,1,4, , ,2,3,2, , ,2,2,61103,6,1971,5, ,1
25867,20160218,1,3,2,1,1, ,1,1,2,2,2,5,4,4,5,4, , , , , , , , ,3,1,1,2,1,1,1,2,1,1,2,1,1,4,1,1,2,4,4,1,4,4,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,4,2,2,1, , ,3,3,4,3,5,3,1,1, ,2,5, ,1,2,5,1,61101,6,1968,1, ,6
24952,20160218,1,3,1, , ,1,1,2,1,2,3,3,5,9,3,1,4, ,5, , , , , ,2,2,2,1,2,2,2,2,2,5,2,1,1,2,1,1,3,3,3,1,2,3,4,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,1,2,1,1,2, ,5, ,1,4,1,1,3,1,1,2, ,2,5, ,2, ,5,2,61081,9,1956,1, ,3
28895,20160217,1,3,1, , ,1,1,1,2,2,1,3,2,5,5,2, , , , ,3, ,2, ,2,1,1,2,1,2,1,1,3,4,1, ,1,3,1,2,3,1,1,2,3,2,1,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,3,3,4,2,2,1, , ,3,6,5, ,5,3,1,3, ,2,1,1, ,2,5,1,61081,10,1947,1, ,4
35915,20160216,1,3,2,1,1, ,1,2,1,2,1,3,5,5,5,1,1, ,5, , , , , ,2,2,2,2,1,2,2,1,4,4,1, ,1,4,1,2,4,3,3,3,2,4,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,2,1, ,3,6,9,1,1,3, ,2,2,3,1, ,2,5,1,61081,8,1959,1, ,5
1637,20160214,1,3,2,1,1, ,1,2,2,2,3,2,9,2,2,2, , , , ,8, ,1, ,2,2,3,2,1,3,2,2,2,4,2,2,2,4,3,4,3,2,3,4,4,1,6,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,4,2,1, ,1,1, ,6,5, ,7,3,3, ,3,2,1,1, ,2,5,1,61073,10,1951,1, ,4
56810,20160219,1,3,1, , ,1,1,1,2,2,2,3,2,5,5,2, , , , ,5, ,1, ,2,2,3,3,2,3,2,3,5,3,3, ,3,2,3,4,3,3,2,2,5,2,6,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,1,1, ,1, ,2,5,4,3,6,3,1,1, ,1,3,1, ,2,5,1,61072,10,1950,1, ,7
60045,20160220,1,3,1, , ,1,1,2,2,2,2,2,1,5,5,3, , , , , , , , ,2,3,2,2,2,2,1,2,4,3,2,1,1,4,2,2,3,2,4,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1, , ,1,2,5, ,5,3,3, ,3,1,1,1, ,2,5,1,61072,12,1937,1, ,2
8355,20160216,1,2,2,1,1, ,1,2,2,2,1,2,5,9,5,4, , , , , , , , ,2,1,1,1,1,1,1,1,2,2,2,2,2,4,1,1,4,4,4,4,4,1,4,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1, ,1, ,3,6,9,4,2,1,4, ,1,1,1, ,2,5,1,61068,8,1958,5, ,4
5107,20160216,1,2,2,1,1, ,1,1,2,2,1,3,2,2,5,2, , , , ,6, ,1, ,3,1,1,2,1,2,2,2,4,1,2,1,1,4,1,1,4,4,4,4,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,2,1,1,1,2, ,1, ,3,5, ,4,2,1,1, ,3,5, ,1,2,5,2,61065,8,1959,1, ,4
57983,20160218,1,3,1, , ,1,1,2,2,2,1,2,2,2,5,2, , , , ,2, ,1, ,3,2,1,2,1,1,2,2,2,2,1, ,1,5,2,2,1,2,2,2,3,1,2,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,2,1,1,1,1, ,2,1, ,3,4,3,5,3,4, , ,1,5, ,1,2,5,1,61064,7,1966,1, ,5
18616,20160218,1,3,2,1,1, ,1,2,2,2,1,2,4,9,2,2, , , , ,6, ,2, ,2,2,1,2,2,2,2,1,3,3,2,1,1,2,2,2,3,2,4,1,4,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,3,2, ,1, ,5,4,3,5,3,1,1, ,2,4, ,1,2,5,1,61054,14,1900,7, ,9
59219,20160220,1,3,1, , ,1,1,2,2,2,1,3,2,9,9,3, , , , , , , , ,5,1,2,1,1,2,1,1,3,4,3, ,3,4,1,1,1,5,2,2,2,2,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,2,2, ,2,1, ,2,6,9,1,1,3, ,4,2,2,1, ,1,5,1,61048,13,1928,1, ,2
33200,20160217,1,3,1, , ,1,1,2,2,2,1,2,5,5,5,2, , , , ,6, ,4, ,3,2,1,1,1,2,2,2,4,4,2,1,1,1,1,1,4,2,2,2,3,1,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,1,1, ,1,1, ,2,4,3,5,3,4, , ,2,1,1, ,1,5,2,61031,8,1961,1, ,2
55995,20160219,1,3,1, , ,1,1,2,2,2,2,2,2,3,9,2, , , , ,2, ,4, ,3,2,2,2,2,3,2,2,3,4,2,2,2,4,1,4,3,3,5,5,4,1,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,4,2,2, ,3,5, ,5,4,3,5,3,3, ,5,2,1,1, ,1,5,1,61024,13,1926,1, ,9
3159,20160215,1,3,2,1,1, ,1,1,2,2,1,3,2,2,2,2, , , , ,3, ,1, ,2,2,1,2,1,2,2,1,1,1,1, ,1,2,1,1,2,1,2,1,1,1,1,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1, , ,2,2,5, ,5,3,1,1, ,1,4, ,1,2,5,1,61020,4,1977,1, ,5
11006,20160217,1,3,1, , ,1,1,1,2,3,1,2,9,9,9,4, , , , , , , , ,2,2,2,3,2,2,2,2,4,1,2,2,2,4,1,4,1,1,1,4,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,2,2, ,2, ,2,2,5, ,5,3,3, ,4,2,3,1, ,1,2,2,61020,13,1928,1, ,6
15214,20160218,1,3,2,1,1, ,1,2,2,2,2,3,1,9,9,2, , , , ,6, ,4, ,2,2,2,2,2,1,2,1,4,2,2,2,2,4,4,4,2,1,2,1,1,1,2,1,3, , , , , , , ,0,0,1,0,0,0,0,0,0,3,1,1,2,1,1, ,1, ,4,4,3,7,3,4, , ,2,2,1, ,2,5,2,61016,7,1964,1, ,5
5163,20160215,1,3,2,1,1, ,1,1,2,2,1,3,5,9,3,1,1, ,5, , , , , ,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,1,4,2,3,2,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2, ,1, ,4,5, ,3,1,1,4, ,2,2,2, , ,5,1,61010,9,1954,1, ,1
949,20160215,1,3,1, , ,1,1,2,1,2,2,3,5,5,2,1,1, ,5, , , , , ,3,2,2,2,2,2,2,3,1,1,1, ,1,5,1,1,4,1,2,1,1,1,4,1,1, , , , , , , ,1,0,0,0,0,0,0,0,0,1,1,1,1,1, ,1,1, ,1,1,1,1,1,4, , ,2,5, ,3, ,5,1,61008,4,1978,1, ,3
5195,20160215,1,3,1, , ,1,1,2,3,2,2,3,5,2,2,2, , , , ,1, ,1, ,3,2,1,2,2,2,2,1,2,3,2,1,1,2,1,1,3,1,2,1,2,1,1,1,8,1, , , , , , ,1,0,0,0,0,0,0,1,0,2,1,1,2,1, ,1, ,1,3,3,2,6,3,4, , ,2,5, ,1,1,5,1,61008,8,1961,1, ,1
6537,20160216,1,3,2,1,1, ,1,1,2,2,1,3,1,2,5,2, , , , ,6, ,1, ,2,1,1,2,1,2,2,1,1,1,2,1,1,4,3,4,4,2,1,1,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,2, ,1, ,1,2,5, ,7,3,1,1, ,2,4, ,1,2,5,2,61008,5,1976,1, ,6
10247,20160216,1,3,2,1,1, ,1,1,2,1,1,2,1,1,5,2, , , , ,6, ,1, ,2,1,2,2,1,2,2,1,2,4,1, ,1,2,1,4,2,1,1,1,3,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,2, ,3, ,1,4,5, ,7,3,1,1, ,1,1,1, ,2,5,1,60970,8,1960,1, ,6
29339,20160217,1,3,1, , ,1,1,2,2,2,2,3,2,2,2,2, , , , ,8, ,1, ,2,2,2,2,2,2,2,1,2,1,2,2,2,4,4,4,3,2,3,2,4,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1, , ,1,5,2,1,7,3,1,2, ,2,2,1, ,2,5,2,60959,4,1979,1, ,6
11687,20160216,1,3,2,1,1, ,1,1,2,2,1,3,3,3,3,2, , , , ,6, ,2, ,2,2,2,2,2,1,1,2,4,2,2,2,2,4,1,1,4,2,2,2,2,2,2,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,1,2,1, ,1, ,3,5, ,7,3,1,3, ,1,3,1, ,2,5,2,60957,3,1983,1, ,5
72927,20160220,1,3,1, , ,1,1,2,2,1,2,5,1,2,2,2, , , , ,6, ,4, ,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,1,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,4,2,2, ,1, ,1,3,5, ,7,3,2,3, ,2,4, ,1,2,5,1,60953,12,1938,1, ,5
57293,20160218,1,3,1, , ,1,1,2,2,1,1,3,1,2,9,3, , , , , , , , ,4,2,2,2,2,3,2,2,5,4,2,1,1,4,2,5,4,1,2,2,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,2,1,1, , ,2,3,3,2,4,2,3, ,3,2,1,1, ,2,5,1,60950,13,1928,1, ,9
