id,date,int_lang,area,type,cell,safe,youngest,reg,gender,rwdirusa,rwdiril,rwdirlocal,qlife,app_gov_rau,app_ussen_kirk,app_ussen_dur,prim16_party,prim16_pres_dem,prim16_pres_dem_other,prim16_sen_dem,prim16_sen_dem_other,prim16_pres_rep,prim16_pres_rep_other,prim16_sen_rep,prim16_sen_rep_other,fixdeficit_il,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_services,gamble_exp,tax_ret_inc,tax_ret_50K,tax_ret_supp,tax_inc_temp,tax_inc_mil,tax_inc_grad,tax_gas,redist_neutral,redist_commis,cf_judge,cf_judge_pub,term_lim,right2work,budg_affect,budg_imp1,budg_imp2,budge_imp3,budg_imp4,budg_imp5,budg_imp6,budg_imp7,budg_imp_other,budg_child,budg_citycuts,budg_he,budg_infradec,budg_jobloss,budg_locecon,budg_realest,budg_socserv,budg_other,abort_leg,lg_rights,med_mari,mari_rec,vet_courts,miss_diabet,miss_depress,miss_heart,miss_anxiety,education,ideo_leans,ideology,party_leans,party_aff,employ_time,employ_type,retired_type,union,relig_att_often,relig_type,religion,born_again,vet,vet_fam,zip,age_cat,birth_yr,rac_eth,rac_eth_other,hhinc
60433,20160219,1,3,1, , ,1,1,2,2,2,2,3,5,4,2,3, , , , , , , , ,5,2,2,2,1,2,2,1,2,1,2,1,1,4,1,1,4,1,4,1,4,1,1,1,9, , , , , , ,The fifth law,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1, , ,2,1,1,1,2,1,3, ,1,2,3,1, ,2,2,1,99999,11,1942,1, ,1
3405,20160215,1,2,1, , ,1,1,2,2,2,2,3,5,4,5,4, , , , , , , , ,5,2,2,2,2,3,2,2,2,4,2,2,2,2,1,3,3,1,1,1,1,3,4,1,9, , , , , , ,Less security.,0,0,0,0,0,0,0,0,1,2,4,1,2,2,5, ,5, ,5,3,2,4,2,1,4, ,1,1,1, ,2,5,1,99999,6,1970,7, ,5
11628,20160217,1,3,2,1,1, ,1,1,2,2,2,3,2,2,2,4, , , , , , , , ,3,1,1,1,1,1,1,1,3,4,1, ,1,2,4,4,4,1,1,1,4,1,1,1,9, , , , , , ,Bills are not being paid.,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1, ,2, ,6,3,2,9,9,3, ,3,2,4, ,8, ,5,2,99999,14,1900,7, ,9
1144,20160214,1,3,2,1,1, ,1,2,1,2,2,5,5,2,1,4, , , , , , , , ,3,2,2,1,2,2,2,1,2,4,1, ,1,1,1,1,1,1,1,1,1,4,4,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,1,1,1,2,1,1, , ,1,6,1,1,3,1,1,3, ,2,2,1, ,2,5,1,99999,9,1954,1, ,6
2004,20160215,1,2,1, , ,1,1,1,1,1,1,2,3,9,3,1,1, ,1, , , , , ,3,2,3,2,2,2,2,1,1,1,2,3,2,3,1,1,1,1,2,1,2,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,1,1,1,1, ,2, ,3,2,3,2,1,1,3, ,1,2,5, ,3, ,5,2,99999,12,1938,1, ,2
2773,20160216,1,3,2,1,1, ,1,2,1,2,1,2,5,9,2,3, , , , , , , , ,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,3,2,1,1,3, , , , , , , ,0,0,1,0,0,0,0,0,0,1,1,1,2,2, ,2, ,2,6,2,1,2,1,2,2, ,2,4, ,1,2,5,2,99999,10,1950,1, ,5
3257,20160215,1,3,2,1,1, ,1,2,3,3,3,5,9,9,9,4, , , , , , , , ,4,2,3,2,3,2,2,2,5,3,3, ,3,5,5,5,5,5,5,3,5,5,6,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,4,4,2,3, ,2, ,2,2,6,9,2,1,5, , ,2,4, ,2, ,5,1,99999,14,1900,1, ,8
6420,20160217,1,2,1, , ,1,1,2,1,3,1,2,1,2,2,4, , , , , , , , ,3,2,2,2,2,2,2,2,3,1,1, ,1,3,3,5,2,2,2,1,2,4,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,1,2,1, , ,2,7,3,2,4,2,3, ,1,2,3,1, ,2,5,2,99999,13,1934,7, ,1
7279,20160215,1,3,2,1,1, ,1,2,2,2,2,2,2,9,9,2, , , , ,6, ,4, ,3,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,3,2,4,2,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,2, ,1,1, ,3,4,3,7,3,3, ,3,1,3,1, ,1,5,2,99999,14,1900,1, ,5
7436,20160215,1,2,1, , ,1,1,1,1,2,2,3,2,2,1,1,1, ,3, , , , , ,5,2,1,1,2,2,2,1,2,1,2,2,2,3,3,3,3,3,3,4,4,1,1,1,1,3,2, , , , , ,1,1,1,0,0,0,0,0,0,1,1,1,2,1, ,1,1, ,4,3,2,1,1,2,5, ,2,3,1, ,2,5,2,99999,14,1900,4, ,3
8982,20160215,1,2,1, , ,1,1,2,2,2,2,3,4,4,4,4, , , , , , , , ,2,1,1,2,1,2,2,2,4,1,2,1,1,4,4,1,4,1,1,1,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1, , ,1,3,5, ,5,3,4, , ,1,1,1, ,2,5,1,99999,14,1900,1, ,4
9334,20160216,1,1,2,1,1, ,1,1,1,2,1,1,5,5,1,1,1, ,1, , , , , ,1,2,2,1,2,2,2,1,4,3,2,3,2,5,2,5,5,3,2,2,3,2,3,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,4,1,1,3, ,3,1, ,5,3,2,4,2,3, ,5,2,6, ,1,1,6,2,99999,14,1900,7, ,8
10422,20160215,1,2,1, , ,1,1,1,3,3,3,5,9,9,9,4, , , , , , , , ,5,3,3,3,3,3,3,3,5,5,3, ,3,5,5,5,5,5,5,5,5,5,5,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,4,5,3,3, ,5, ,5,7,6,9,9,9,5, , ,3,6, ,9, ,6,3,99999,14,1900,7, ,9
11034,20160216,1,1,2,1,1, ,1,1,1,1,1,2,2,2,1,3, , , , , , , , ,1,1,2,1,1,2,1,1,3,3,1, ,1,3,2,2,2,2,2,3,3,2,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,2, ,2,2, ,5,4,3,4,2,4, , ,2,6, ,9, ,6,3,99999,14,1900,7, ,9
12724,20160219,1,2,1, , ,1,1,1,2,2,2,3,2,1,5,2, , , , ,6, ,1, ,2,1,2,1,1,1,1,1,4,1,2,2,2,4,4,4,4,4,1,1,4,4,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,4,2,1, ,5, ,2,4,5, ,7,3,3, ,3,2,1,1, ,2,2,2,99999,12,1937,1, ,9
13473,20160216,1,1,2,1,1, ,1,1,2,3,3,4,2,2,2,3, , , , , , , , ,2,2,2,2,2,1,2,2,5,2,1, ,1,3,2,3,2,1,2,2,3,3,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1, ,1, ,2,2,6,9,9,9,4, , ,1,5, ,1,2,5,2,99999,1,1997,4, ,1
14949,20160218,1,2,2,1,1, ,1,1,2,2,2,2,3,9,4,4, , , , , , , , ,2,3,3,3,3,3,3,3,5,3,3, ,3,4,5,5,3,3,5,5,5,2,5,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,4,5,3,2, ,5,2, ,7,5, ,9,9,1,3, ,1,1,9, , ,5,2,99999,14,1900,1, ,5
15971,20160218,1,2,2,1,1, ,1,2,2,2,2,5,5,1,2,1,1, ,2, , , , , ,2,2,2,1,2,2,2,1,4,3,1, ,1,2,3,2,3,4,1,1,4,1,1,1,2,8, , , , , , ,0,1,0,0,0,0,0,1,0,2,1,1,1,2,4, , ,4,5,3,2,1,1,1,4, ,2,1,2, , ,1,1,99999,7,1963,2, ,1
16459,20160217,1,3,1, , ,1,1,1,2,2,2,5,2,2,5,4, , , , , , , , ,2,2,2,1,2,2,2,1,3,1,2,1,1,2,1,1,1,1,2,1,1,1,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,1,1, ,1,1, ,6,3,2,8,8,3, ,1,1,3,1, ,2,5,1,99999,10,1950,1, ,2
16504,20160217,1,3,2,1,1, ,1,1,3,2,1,4,9,9,9,2, , , , ,2, ,4, ,3,2,2,1,3,2,2,2,3,3,2,3,2,2,5,5,1,2,2,5,5,4,4,1,10, , , , , , , ,0,0,0,0,0,0,0,0,0,4,3,1,2,2,1, ,1, ,4,3,2,6,3,1,5, ,3,3,1, ,2,2,1,99999,14,1900,7, ,9
19092,20160218,1,2,2,1,1, ,1,2,2,2,1,2,4,2,2,1,2, ,1, , , , , ,5,2,2,1,1,2,2,1,4,3,1, ,1,2,1,1,2,2,3,2,1,2,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1, , ,2,5,2,1,1,1,1,4, ,2,1,1, ,2,5,1,99999,3,1982,2, ,5
20472,20160217,1,2,1, , ,1,1,2,2,2,2,3,2,2,1,4, , , , , , , , ,3,2,1,2,2,2,2,1,3,4,2,2,2,4,3,1,1,2,2,4,1,4,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,3,1,2,1,1, , ,1,2,2,1,9,9,3, ,4,1,1,1, ,2,5,1,99999,14,1900,7, ,9
21584,20160216,1,2,2,1,1, ,1,1,1,2,2,2,1,4,5,2, , , , ,3, ,1, ,3,2,2,2,2,1,2,2,2,2,2,1,1,2,3,4,3,1,2,1,3,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1, , ,2,2,4,3,4,2,2,1, ,2,3,1, ,2,5,2,99999,14,1900,7, ,9
24058,20160218,1,2,2,1,1, ,1,1,2,2,2,2,2,1,4,2, , , , ,3, ,1, ,2,2,1,2,1,2,2,1,4,1,2,1,1,4,4,4,2,2,1,3,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,4,2,1,1, , ,1,6,3,2,5,3,2,4, ,2,2,2, , ,5,2,99999,14,1900,1, ,6
24980,20160218,1,2,2,1,1, ,1,2,2,3,1,2,2,2,2,1,1, ,5, , , , , ,1,1,1,1,1,2,1,1,2,4,2,2,2,4,1,5,3,5,2,1,4,2,2,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,4,2,2, ,3,1, ,6,4,3,5,3,1,4, ,2,3,2, , ,5,2,99999,14,1900,3, ,8
25138,20160218,1,2,2,1,1, ,1,2,1,3,3,2,9,9,2,1,1, ,2, , , , , ,5,1,1,2,1,1,1,1,4,1,1, ,1,1,2,1,4,1,2,3,2,4,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1, ,1, ,3,5, ,1,1,1,1, ,2,4, ,1,1,5,1,99999,7,1964,2, ,3
27176,20160217,1,2,1, , ,1,1,1,2,2,2,2,1,9,9,2, , , , ,6, ,1, ,3,1,2,2,3,1,2,1,4,4,2,2,2,4,4,1,4,4,4,1,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1, ,1, ,2,5, ,6,3,3, ,1,1,5, ,3, ,2,1,99999,11,1942,1, ,6
27549,20160217,1,2,1, , ,1,1,2,1,2,2,2,5,2,1,1,1, ,1, , , , , ,3,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,4,1,1,2, , , , , , , ,0,1,0,0,0,0,0,0,0,1,1,1,2,1, ,2, ,1,3,1,1,1,1,3, ,1,2,3,1, ,2,5,2,99999,13,1930,1, ,3
28179,20160219,1,2,1, , ,1,1,2,2,2,1,2,1,5,5,2, , , , ,3, ,2, ,2,1,1,2,2,1,3,3,3,3,2,2,2,4,4,4,3,5,3,2,3,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,2,4,2,3,5, ,5, ,5,5, ,4,2,3, ,2,2,1,1, ,2,5,2,99999,14,1900,1, ,9
29142,20160218,1,2,1, , ,1,1,1,3,2,2,3,2,4,2,1,4, ,1, , , , , ,3,2,2,1,1,1,2,1,4,2,2,2,2,4,2,2,3,1,1,2,2,2,2,1,6, , , , , , , ,0,0,0,0,0,1,0,0,0,1,1,1,1,2,1, ,5, ,5,3,2,3,1,2,1, ,2,4, ,1,2,5,1,99999,14,1900,1, ,4
31613,20160219,1,2,1, , ,1,1,1,2,2,2,3,2,5,2,1,2, ,5, , , , , ,3,1,2,2,2,1,1,2,4,4,1, ,1,4,1,4,4,4,4,4,2,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1, , ,4,5,3,2,5,3,1,3, ,2,3,1, ,1,6,3,99999,14,1900,7, ,9
33614,20160218,1,2,1, , ,1,1,2,2,2,2,4,5,4,4,3, , , , , , , , ,2,2,2,2,2,3,2,2,4,2,2,2,2,4,2,2,4,1,1,1,4,2,1,1,7, , , , , , , ,0,0,0,0,0,0,1,0,0,1,1,1,2,2,1, ,1, ,5,4,3,4,2,5, , ,3,4, ,2, ,5,1,99999,10,1950,7, ,4
35154,20160217,1,2,1, , ,1,1,2,3,2,1,3,2,9,5,2, , , , ,1, ,4, ,3,3,2,2,2,2,2,1,3,3,2,1,1,3,3,3,2,2,4,2,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,5,2,1, ,2,1, ,5,4,3,5,3,3, ,4,2,2,1, ,2,5,1,99999,13,1932,1, ,9
36190,20160218,1,2,2,1,1, ,1,2,1,1,1,2,2,2,2,1,1, ,5, , , , , ,4,1,1,2,2,1,1,1,4,3,2,1,1,3,3,3,2,2,3,3,3,3,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,2, ,1,1, ,3,4,3,1,1,4, , ,2,1,1, ,2,5,2,99999,9,1953,2, ,3
36337,20160220,1,2,1, , ,1,1,2,2,2,2,3,2,2,1,4, , , , , , , , ,2,2,2,2,2,2,2,1,4,4,2,2,2,4,1,4,4,1,1,1,4,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,4,2,3, ,5, ,5,7,3,2,9,9,5, , ,2,3,1, ,2,5,1,99999,14,1900,7, ,9
36504,20160218,1,2,2,1,1, ,1,1,2,2,1,4,1,5,5,2, , , , ,3, ,2, ,2,1,1,2,1,3,2,1,4,4,1, ,1,4,4,2,4,1,1,4,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,1,2,1,1, , ,1,2,5, ,7,3,3, ,4,2,1,1, ,2,2,1,99999,11,1944,1, ,5
38671,20160219,1,2,1, , ,1,1,1,3,3,3,3,9,9,9,4, , , , , , , , ,2,2,2,2,2,2,2,2,4,1,2,2,2,4,4,4,4,2,4,1,4,1,4,1,10, , , , , , , ,0,0,0,0,0,0,0,0,0,4,4,1,3,1,1, ,1, ,6,6,9,9,9,1,1, ,1,6, ,1,1,2,1,99999,4,1980,7, ,9
38774,20160218,1,2,1, , ,1,1,2,2,2,1,2,3,9,3,2, , , , ,6, ,1, ,3,2,2,2,1,2,2,2,1,2,2,2,2,3,1,2,2,5,5,2,4,2,6,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,2,4,1,2,1,1, , ,5,4,4,3,9,9,1,5, ,2,1,1, ,1,5,1,99999,8,1957,1, ,9
40002,20160218,1,2,1, , ,1,1,2,1,2,1,2,5,2,1,4, , , , , , , , ,1,2,2,2,2,2,2,2,3,2,2,2,2,4,1,1,3,2,1,3,1,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,3,1, ,1, ,1,6,2,1,3,1,3, ,3,1,2,1, ,2,5,1,99999,14,1900,2, ,4
40328,20160219,1,1,1, , ,1,1,1,1,2,1,2,4,5,4,1,1, ,5, , , , , ,1,2,1,2,1,2,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,10, , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,1,1, ,1, ,1,5,1,1,2,1,3, ,2,2,1,1, ,1,5,2,99999,14,1900,4, ,1
42140,20160218,1,2,2,1,1, ,1,1,2,2,1,2,2,4,4,2, , , , ,3, ,2, ,3,2,2,1,2,2,2,2,4,4,1, ,1,3,4,4,4,3,3,3,4,4,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,4,2,2,2, , ,3,5,5, ,7,3,1,3, ,1,1,2, , ,2,1,99999,14,1900,1, ,4
45978,20160218,1,3,1, , ,1,1,1,1,2,3,3,5,3,1,1,2, ,1, , , , , ,3,2,1,1,1,2,2,2,2,1,1, ,1,2,2,2,2,4,5,2,5,4,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,3,2,1, ,5, ,2,6,9,1,1,3, ,3,2,6, ,1,2,5,2,99999,12,1939,1, ,6
53520,20160217,1,3,1, , ,1,1,1,2,3,1,2,5,2,2,1,2, ,5, , , , , ,3,3,3,3,3,3,3,3,4,4,2,2,2,4,1,1,1,5,4,1,2,4,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,4,4,2,1, ,1,1, ,3,3,2,1,1,2,4, ,1,6, ,9, ,5,2,99999,12,1938,1, ,9
56216,20160220,1,3,1, , ,1,1,2,2,2,1,2,2,9,9,2, , , , ,3, ,4, ,3,2,2,3,3,3,2,2,2,5,1, ,1,2,3,3,1,5,5,2,1,1,2,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,1, ,1,1, ,6,5, ,7,3,3, ,4,2,2,1, ,1,5,1,99999,14,1900,1, ,7
59594,20160220,1,2,1, , ,1,1,1,2,2,1,2,2,9,9,2, , , , ,8, ,4, ,3,2,2,1,2,1,1,1,3,1,1, ,1,4,3,3,3,1,1,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,3,1, ,5,1, ,3,3,2,5,3,1,4, ,2,4, ,1,2,5,2,99999,14,1900,1, ,9
59800,20160220,1,1,1, , ,1,1,1,1,2,2,2,4,4,2,1,2, ,1, , , , , ,3,2,2,2,2,2,2,1,2,3,1, ,1,1,2,2,2,1,1,1,1,1,3,1,7, , , , , , , ,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1, , ,3,5,2,1,2,1,3, ,1,2,4, ,2, ,2,2,99999,14,1900,1, ,6
60095,20160220,1,1,1, , ,1,1,1,1,2,1,2,5,4,2,4, , , , , , , , ,2,2,2,2,1,2,2,2,2,2,1, ,1,3,1,2,1,2,2,1,2,3,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1, , ,3,5,2,1,3,1,3, ,1,2,5, ,1,2,2,1,99999,11,1945,5, ,4
60780,20160220,1,3,1, , ,1,1,1,2,2,1,2,2,9,2,3, , , , , , , , ,1,2,3,2,1,1,3,1,2,4,2,2,2,4,4,3,4,4,3,4,4,3,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,4,2,2, ,3,4, ,6,4,3,4,2,3, ,4,2,5, ,3, ,3,1,99999,13,1920,1, ,7
61110,20160220,1,2,1, , ,1,1,2,1,2,2,4,5,4,1,1,1, ,3, , , , , ,1,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,4,3,1,4,1,4,1,3, , , , , , , ,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1, ,1, ,5,1,1,1,1,1,1, ,2,4, ,1,1,5,1,99999,14,1900,2, ,7
61684,20160220,1,2,1, , ,1,1,2,2,2,1,3,2,2,5,3, , , , , , , , ,4,2,1,2,3,3,2,1,2,3,2,2,2,3,3,3,2,5,3,2,5,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,2,1,2,3,2, , ,2,2,5, ,5,3,3, ,5,1,1,1, ,2,5,1,99999,13,1935,1, ,9
63065,20160220,1,1,1, , ,1,1,1,1,2,2,2,5,9,2,2, , , , ,4, ,4, ,3,2,2,1,2,2,2,1,1,3,1, ,1,2,1,1,1,1,1,1,3,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2,5, ,2, ,6,3,2,4,2,3, ,1,2,4, ,3, ,5,1,99999,14,1900,5, ,7
63101,20160220,1,1,1, , ,1,1,2,3,3,3,4,9,9,9,4, , , , , , , , ,5,3,3,3,3,2,1,2,3,5,3, ,3,5,5,5,5,5,5,5,5,5,6,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,4,5,3,3, ,5,5, ,7,6,9,9,9,5, , ,3,6, ,9, ,6,3,99999,14,1900,7, ,9
64959,20160220,1,2,1, , ,1,1,1,3,3,1,5,9,9,9,4, , , , , , , , ,5,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,2,2,5,2,1,6,1,10, , , , , , , ,0,0,0,0,0,0,0,0,0,4,4,1,1,2,5, , ,2,1,6,9,9,9,3, ,4,2,2,9, , ,5,2,99999,14,1900,7, ,2
65279,20160220,1,1,1, , ,1,1,2,1,2,2,2,4,3,1,1,1, ,1, , , , , ,1,2,2,2,2,2,2,1,3,3,2,1,1,2,2,2,2,5,1,1,1,3,4,1,8, , , , , , , ,0,0,0,0,0,0,0,1,0,1,1,1,2,1,1, , ,1,6,2,1,1,1,2,2, ,2,5, ,2, ,5,2,99999,14,1900,1, ,9
67156,20160220,1,3,1, , ,1,1,2,2,2,2,3,5,5,1,4, , , , , , , , ,2,2,2,2,2,2,2,1,1,4,2,1,1,4,1,1,4,2,2,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,1,1,2,2, ,1,1, ,4,4,3,4,2,5, , ,1,4, ,2, ,5,1,99999,1,1996,1, ,2
76865,20160220,1,3,1, , ,1,1,2,2,2,2,3,5,2,2,1,1, ,1, , , , , ,3,2,2,1,1,2,2,2,1,1,2,2,2,4,4,4,4,1,4,3,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1, ,1,3, ,2,3,2,1,1,3, ,1,2,6, ,1,2,5,2,99999,10,1950,1, ,9
15994,20160218,1,3,2,1,1, ,1,1,2,2,1,2,1,9,5,2, , , , ,6, ,1, ,2,2,1,2,1,2,2,1,4,4,2,1,1,4,1,1,4,1,1,1,1,1,1,1,5,5, , , , , , ,0,0,0,0,1,0,0,0,0,2,2,1,1,1, ,1,1, ,5,5, ,5,3,1,4, ,2,2,1, ,1,5,2,62974,6,1970,1, ,3
17803,20160218,1,3,2,1,1, ,1,1,2,1,1,2,1,2,2,2, , , , ,5, ,1, ,2,2,2,2,2,1,2,2,1,1,2,2,2,4,1,1,1,1,2,1,2,4,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,2,2, ,3,1, ,3,4,3,6,3,3, ,1,1,1,1, ,1,5,1,62972,9,1953,1, ,4
56923,20160218,1,3,1, , ,1,1,2,2,3,1,2,4,2,2,2, , , , ,3, ,1, ,2,2,2,2,1,2,2,2,1,3,2,1,1,2,2,1,2,1,2,1,4,1,5,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,1, ,1,1, ,3,5, ,7,3,3, ,3,2,1,1, ,1,5,1,62966,12,1939,1, ,1
37010,20160217,1,3,1, , ,1,1,1,2,2,2,4,2,4,5,2, , , , ,5, ,1, ,2,3,1,1,1,1,2,1,4,4,1, ,1,4,2,3,2,5,4,1,1,1,4,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,3,2,1,2,1, ,3,1, ,5,4,3,7,3,3, ,4,2,1,1, ,2,2,2,62965,13,1926,1, ,4
37194,20160218,1,3,1, , ,1,1,2,2,2,1,2,9,9,2,1,4, ,5, , , , , ,3,2,2,2,3,2,3,3,2,4,1, ,1,4,1,1,4,1,5,5,4,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,2,1, ,2, ,1,3,4,3,3,1,3, ,4,2,1,1, ,2,5,2,62960,12,1937,1, ,1
7565,20160217,1,3,2,1,1, ,1,2,2,2,2,2,5,9,2,3, , , , , , , , ,2,2,2,2,1,2,2,2,2,4,2,1,1,4,1,1,4,2,5,1,2,1,1,1,8, , , , , , , ,0,0,0,0,0,0,0,1,0,2,4,1,2,1, ,2,1, ,3,2,1,3,1,1,1, ,2,5, ,1,2,5,1,62959,5,1973,1, ,1
15657,20160217,1,3,2,1,1, ,1,1,2,2,2,5,2,5,9,2, , , , ,6, ,2, ,2,2,2,1,2,2,2,2,4,3,2,1,1,4,1,1,4,3,1,4,1,4,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,4,2,1,1, ,1, ,5,2,1,5,3,3, ,1,2,4, ,1,1,2,2,62959,10,1949,1, ,1
23557,20160218,1,3,2,1,1, ,1,1,2,2,2,3,2,9,1,2, , , , ,3, ,4, ,2,2,1,1,1,1,2,1,2,4,2,2,2,4,4,4,4,3,4,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,1,2,2, ,2,1, ,6,4,3,7,3,1,1, ,2,2,1, ,1,5,2,62959,2,1988,1, ,6
72481,20160220,1,3,1, , ,1,1,2,2,2,1,3,1,9,4,2, , , , ,3, ,4, ,3,2,1,2,1,2,2,1,4,4,1, ,1,4,1,1,4,1,1,1,4,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,4,2,1, ,2,1, ,2,4,3,6,3,3, ,1,2,1,1, ,2,5,1,62959,11,1943,1, ,1
2876,20160215,1,3,2,1,1, ,1,2,2,3,2,5,1,2,2,2, , , , ,5, ,1, ,2,2,2,2,2,2,2,2,2,3,2,1,1,2,1,2,2,2,2,2,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,1,2, ,1,1, ,3,3,2,7,3,1,2, ,2,1,1, ,1,5,1,62951,8,1961,1, ,3
14076,20160218,1,3,2,1,1, ,1,2,2,3,3,5,2,9,9,2, , , , ,2, ,4, ,3,2,1,2,1,2,2,1,3,4,2,2,2,4,3,3,4,2,5,1,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,4,3,2,2,1, , ,1,3,5, ,5,3,2,4, ,2,1,1, ,1,5,1,62930,4,1977,7, ,3
52512,20160218,1,3,1, , ,1,1,2,2,2,1,2,4,4,2,2, , , , ,6, ,1, ,2,1,2,1,1,2,1,1,4,1,2,2,2,4,1,2,4,2,3,1,1,3,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,2, ,1, ,1,2,5, ,7,3,3, ,1,1,5, ,1,2,5,1,62924,8,1957,1, ,4
6297,20160215,1,3,1, , ,1,1,1,2,2,1,4,4,5,2,2, , , , ,6, ,4, ,2,2,2,1,2,2,1,1,4,2,2,1,1,4,1,1,4,1,1,1,1,1,4,1,1, , , , , , , ,1,0,0,0,0,0,0,0,0,2,3,3,2,2, ,2,1, ,4,3,2,3,1,3, ,2,2,4, ,1,2,5,1,62910,10,1951,1, ,1
13288,20160216,1,3,2,1,1, ,1,2,2,2,1,4,4,2,4,2, , , , ,4, ,1, ,3,2,3,1,3,1,1,3,2,2,3, ,3,3,3,3,3,3,5,1,1,1,6,1,9, , , , , , ,Insurance,0,0,0,0,0,0,0,0,1,3,1,1,2,1,2, , ,1,7,2,1,6,3,2,3, ,2,1,1, ,3,5,2,62906,8,1958,1, ,7
18099,20160214,1,3,2,1,1, ,1,2,2,2,1,3,2,2,5,2, , , , ,6, ,1, ,2,2,2,2,2,1,2,2,3,1,2,1,1,3,2,2,4,2,1,2,3,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,3,1,2,1, ,2,1, ,3,4,3,5,3,3, ,1,2,4, ,1,2,5,1,62906,10,1947,1, ,4
