id,date,int_lang,area,type,S1,S2,S3,S5,gender,rwdirusa,rwdiril,rwdirlocal,qlife,raunerappog,Q6,Q7,Q8,Q9,Q10,Q11,Q11_oth,Q12,Q12_oth,Q13,Q13_oth,Q14,fix_deficit_il,stale_budg_aff,Q16AM1,BudgetAffect,Q16A_oth,Q16AM2,Q16AM3,Q16AM4,Q16AM5,Q16AM6,Q16AM7,Q16AM8,Q16AM9,view_unions_og,right2work_og,union_inf,Q20,Q21,desire_move,Q23,Q23_oth,ReasonMoveCollapse,term_lim,redist_commis,Q26,env_econ,vet_sentence,education,ideology_og,party_aff_og,Q32,Q33,Q34,Q35,QR01,QR02A,QR02B,QR03,Q36,Q37,Q38,Q39_cat,birth_yr,rac_eth,Q40_oth,hhinc,Generation,party_aff,ideology,age_cat50,BudgAffectCOL,raunerapp,unionview,right2work,fairshr,gaslockbox,madapp,cullapp,enthusiasm,prez16,senate16,comptroller16,climate_chng,likely_move
027143,20160927,1,1,1, , ,1,1,2,2,2,2,5,5,5,2,1,1,2,3, ,3, ,10, ,1,2,1,14,14,yes, , , , , , , , ,5,2,1,1,5,1,9, ,5,1,2,2,1,1,5,4,1,1,2, ,2,4, ,1,1,5,2,60612,4,1980,2, ,5,3,1,3,1,4,2,3,1,1,1,2,1,2,2,2,5,2,2
080774,20160929,1,3,2,1,1, ,1,2,2,2,2,5,5,9,5,1,1,1,1, ,1, ,1, ,1,5,1,14,12,WORKMAN'S COMP CLAIMS, , , , , , , , ,1,4,1,1,2,1,9, ,5,1,1,2,2,2,4,3,7,4, , ,1,4, ,1,2,5,1,62035,8,1959,1, ,4,2,3,2,2,1,2,1,2,1,1,3,2,1,1,1,1,2,1
013152,20160928,1,3,2,1,1, ,1,1,2,2,2,1,5,4,9,1,1,2,9,Write in or Darren castle,10, ,1, ,2,2,1,14,9,Worked for state and had checks withheld., , , , , , , , ,2,3,3,1,5,1,21,State government,6,1,1,2,1,1,2,4,5,1,1, ,2,3,1, ,2,5,2,62075,3,1982,1, ,6,3,3,3,1,2,2,1,2,1,1,2,3,2,5,5,1,2,2
002854,20160927,1,3,2,1,1, ,1,1,1,2,2,2,5,4,2,1,1,2,3, ,4, ,4, ,4,1,1,14,9,Wife vendor not paid and I'm a state employee., , , , , , , , ,2,3,1,2,5,2, , , ,2,1,1,1,1,6,2,1,1,3, ,1,5, ,1,2,5,1,62563,6,1969,1, ,6,3,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2
078561,20160929,1,1,2,1,1, ,1,1,1,2,1,3,5,5,9,1,1,4,3, ,3, ,1, ,1,3,1,14,9,"Waiting for income tax refund, but deficit makes insufficient funds to process the returns, filed in", , , , , , , , ,2,5,2,1,5,1,2, ,2,1,1,1,1,1,6,2,3,1,1, ,2,5, ,1,2,5,1,60614,9,1953,1, ,7,2,1,1,2,2,2,1,3,1,1,2,3,4,2,2,1,1,2
026832,20160929,1,2,1, , ,1,1,1,2,2,2,3,4,4,5,1,2,2,1, ,10, ,1, ,1,3,1,3,3,VA money,14, , , , , , , ,3,2,3,2,2,1,2, ,2,1,2,2,1,1,6,3,6,3, ,1,2,4, ,1,2,5,1,60506,12,1940,1, ,2,1,3,2,2,1,2,2,1,2,1,2,2,2,1,5,1,2,1
067250,20160929,1,2,1, , ,1,1,2,1,2,2,2,2,5,4,1,1,2,4, ,3, ,10, ,1,2,1,14,9,underfunding of pensions, , , , , , , , ,2,5,4,1,1,1,9, ,5,1,2,1,1,1,5,3,2,1,1, ,2,3,1, ,2,5,1,60025,8,1959,1, ,3,2,1,2,2,2,1,1,3,1,1,2,2,2,2,2,5,1,1
081333,20160929,1,3,2,1,1, ,1,1,2,2,1,2,2,5,4,1,1,2,1, ,1, ,10, ,1,2,1,14,9,uncertainty of the state of my employment, , , , , , , , ,4,3,3,1,3,1,21,the budget,6,1,1,2,3,1,5,5,6,1,3, ,1,4, ,1,2,5,2,62920,6,1969,1, ,6,3,3,3,1,2,1,2,2,1,1,2,2,2,1,1,5,2,1
008081,20160927,1,3,2,1,1, ,1,1,1,1,1,3,2,9,1,1,3,2,3, ,10, ,10, ,1,3,1,14,7,Transportation, , , , , , , , ,2,2,1,2,5,2, , , ,2,2,1,1,2,2,5,9,1,1, ,2,4, ,1,1,5,2,62223,14,0,2, ,9,0,9,3,0,3,1,1,1,2,1,3,1,2,2,5,5,1,2
086417,20161002,1,2,1, , ,1,1,2,2,2,1,1,4,4,9,1,1,2,3, ,3, ,10, ,1,3,1,14,12,They are cutting back on getting money to their residential services and day programs for the handic, , , , , , , , ,2,2,2,1,4,2, , , ,1,1,2,1,1,5,3,1,3, ,1,2,1,1, ,2,5,1,60030,13,1934,1, ,9,1,1,2,2,1,2,1,1,1,1,2,3,2,2,2,5,2,2
075632,20161002,1,2,1, , ,1,1,2,2,2,2,4,5,4,9,1,1,1,3, ,3, ,10, ,1,2,1,14,8,They access to increase our property tax 25% and I can't afford to move and I can't afford to stay., , , , , , , , ,1,2,1,1,5,2, , , ,1,3,1,3,3,4,4,1,3, ,1,2,1,1, ,2,5,1,60025,13,1935,1, ,9,1,1,3,2,2,2,1,1,1,1,2,3,1,2,2,5,1,2
081836,20160930,1,3,2,1,1, ,1,2,2,2,2,5,2,2,4,1,2,2,10, ,3, ,3, ,1,2,1,14,12,"The stress of it all, medicate and social security and a lot of the things they cut were things peop", , , , , , , , ,1,4,1,1,3,1,21,Too pricey and not a good place to live,11,1,3,1,1,1,3,2,2,1,3, ,2,4, ,1,2,5,1,61866,8,1961,1, ,3,2,1,1,2,1,1,1,2,1,1,1,2,2,5,2,2,1,1
078465,20160929,1,3,2,1,1, ,1,1,2,1,1,3,1,5,5,1,1,2,10, ,1, ,1, ,5,4,1,14,9,The state owes us money and we are not getting paid from them., , , , , , , , ,4,1,3,2,5,1,2, ,2,1,3,1,1,2,6,3,4,1,4, ,2,3,1, ,2,5,1,61010,7,1965,1, ,7,3,2,2,2,2,1,2,1,2,3,2,2,2,5,1,1,1,2
079024,20161001,1,2,2,1,1, ,1,1,2,2,2,1,4,5,5,1,2,2,1, ,1, ,5, ,1,2,1,14,16,"the state has no money, the level of curruption , making me pay more taxes, the money is going in a", , , , , , , , ,4,4,3,2,5,1,21,"curruption, and the labor unions are not working",6,1,1,2,2,2,5,4,5,1,1, ,2,3,1, ,2,5,2,60610,14,0,1, ,7,0,3,3,0,2,2,2,2,2,1,2,2,2,1,1,3,2,2
076228,20161002,1,2,1, , ,1,1,2,1,2,2,1,5,5,2,1,1,2,3, ,3, ,3, ,1,2,1,12,12,The programs for the disabled,14, , , , , , , ,2,2,2,4,5,2, , , ,1,1,1,2,1,6,1,1,3, ,2,2,1,1, ,2,5,2,60643,11,1945,1, ,5,1,1,1,2,1,2,1,1,3,1,2,1,2,2,2,2,1,2
007363,20160928,1,2,2,1,1, ,1,1,3,2,1,1,4,5,5,1,1,2,10, ,3, ,10, ,1,3,1,14,7,The license plate renewal sticker, , , , , , , , ,2,2,3,1,4,2, , , ,1,1,1,1,1,6,3,4,1,1, ,2,1,1, ,1,5,1,60134,7,1966,1, ,6,3,2,2,2,3,2,1,1,1,1,2,2,2,5,2,5,1,2
078407,20160929,1,2,2,1,1, ,1,2,2,2,2,4,2,5,5,1,1,1,1, ,5, ,5, ,5,5,1,10,10,"Taxes alone, Financially",14,8, , , , , , ,1,5,1,1,1,1,21,I hate the way things are ran around here.,6,1,2,1,1,1,3,3,8,5, , ,2,5, ,1,2,5,2,60526,8,1960,1, ,6,2,8,2,2,3,1,1,3,1,3,2,2,1,1,3,3,1,1
005896,20161001,1,1,1, , ,1,1,2,1,2,1,2,2,4,4,1,2,1,3, ,3, ,10, ,1,3,1,14,16,Tax refund has not come in, , , , , , , , ,2,3,2,2,5,2, , , ,1,1,1,1,1,5,2,2,3, ,3,2,5, ,3, ,5,2,60610,11,1942,1, ,5,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,5,1,2
006583,20160927,1,3,2,1,1, ,1,1,2,2,2,5,5,5,3,1,3,3,9,obama,10, ,10, ,1,2,1,14,16,taking away funding, , , , , , , , ,4,1,1,2,1,1,21,illinois is too crooked,6,2,1,1,1,2,5,2,9,1,1, ,1,3,1, ,1,5,1,62205,5,1974,2, ,5,3,9,1,1,2,2,2,1,2,1,2,3,3,5,5,5,1,1
040184,20161001,1,3,1, , ,1,1,2,3,2,1,2,5,4,3,1,1,2,3, ,10, ,3, ,1,3,1,14,12,"State employees and retired employees, messed insurance up, madicare", , , , , , , , ,2,4,4,4,5,2, , , ,3,2,2,1,2,3,2,3,3, ,1,1,4, ,1,1,5,1,62920,10,1947,2, ,3,2,1,1,2,1,2,1,2,3,1,2,3,2,2,5,2,2,2
007774,20160928,1,3,2,1,1, ,1,2,2,2,2,5,5,3,9,3, , , , , , , , , ,2,1,8,8,stagnation,14,1, , , , , , ,5,1,3,1,5,2, , , ,2,2,1,3,2,2,4,9,1,1, ,2,5, ,8, ,5,1,61604,8,1960,1, ,1,2,9,3,2,2,2,3,1,1,3,3,3,4,5,5,5,1,2
081963,20160929,1,3,2,1,1, ,1,1,2,2,1,2,2,5,5,1,1,2,1, ,10, ,1, ,1,5,1,2,2,Son works for city and inability to come up with anything concrete is not helping. All employees in,14, , , , , , , ,2,3,2,4,5,2, , , ,1,1,2,3,3,5,4,6,3, ,2,2,3,1, ,2,5,1,62275,9,1952,1, ,4,2,3,3,2,3,1,1,2,3,1,2,2,2,1,5,1,2,2
005989,20160928,1,3,2,1,1, ,1,1,1,2,2,3,5,4,2,1,1,1,3, ,3, ,3, ,5,1,1,14,10,small business effected and healthcrae, , , , , , , , ,2,5,2,2,5,1,13, ,3,2,1,1,1,1,5,2,1,1,3, ,2,2,1, ,2,1,2,62226,1,1994,3, ,5,4,1,1,1,3,2,1,3,2,3,2,1,1,2,2,2,1,2
029342,20160928,1,2,2,1,1, ,1,1,2,2,1,2,1,5,9,1,2,1,1, ,1, ,1, ,1,2,1,14,5,sisters had financial aid problems, , , , , , , , ,4,1,3,2,3,1,9, ,5,1,1,1,2,1,5,3,5,1,1, ,2,5, ,3, ,5,1,60563,2,1987,1, ,5,4,3,2,1,1,1,2,1,2,1,2,3,1,1,1,1,1,1
016068,20160927,1,2,1, , ,1,1,2,2,2,2,2,5,5,5,1,2,1,3, ,3, ,3, ,1,2,1,14,7,She said her license expired because the state doesn't send a reminder anymore - and family members, , , , , , , , ,1,4,1,2,5,1,2, ,2,1,1,1,1,1,3,3,4,1,2, ,2,1,1, ,1,5,2,60417,7,1963,2, ,6,2,2,2,2,3,2,1,2,2,1,2,2,1,2,2,2,1,2
033491,20161001,1,2,2,1,1, ,1,1,1,1,1,2,5,4,2,1,1,3,3, ,3, ,3, ,1,3,1,14,12,services not being provided, , , , , , , , ,2,3,2,1,5,3, , , ,3,1,1,1,1,5,2,3,1,2, ,2,3,2, , ,5,2,60607,2,1989,3, ,3,4,1,1,1,1,2,1,2,1,1,2,1,3,2,2,2,1,2
018762,20160929,1,2,1, , ,1,1,2,1,2,1,1,2,5,4,1,1,1,3, ,1, ,1, ,1,3,1,14,12,Services for adults with disabilities have been cut back, , , , , , , , ,2,5,3,2,4,1,21,Because of the financial difficulties in the state,11,1,1,1,1,2,5,4,6,1,1, ,2,4, ,1,2,5,1,60013,7,1964,1, ,7,2,3,3,2,1,1,1,3,2,1,2,2,1,2,1,1,1,2
022320,20160928,1,3,2,1,1, ,1,2,2,2,2,3,5,2,9,1,1,2,9,No answer,1, ,3, ,1,2,1,14,16,"Self employed, less business", , , , , , , , ,5,1,2,2,4,1,21,Crooked politics in Illinois,6,1,1,1,1,1,6,2,2,1,4, ,2,4, ,1,1,5,1,61554,7,1962,1, ,3,2,1,1,2,2,2,3,1,2,1,1,3,2,5,1,2,1,2
049222,20160927,1,1,1, , ,1,1,1,2,2,2,2,2,5,5,1,1,2,1, ,1, ,10, ,3,3,1,12,12,"Safety, criminals out of jail or not putting them in. not enough space",14, , , , , , , ,4,1,3,2,3,1,21,Mike Madigan and Cooruption of Government.,6,1,1,1,2,1,5,3,4,1,1, ,2,4, ,1,2,5,2,60654,9,1955,1, ,7,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,5,1,1
016342,20160928,1,3,2,1,1, ,1,1,1,2,1,2,4,2,9,1,1,2,3, ,3, ,1, ,1,3,1,14,9,retrement system is iffy, , , , , , , , ,2,2,2,2,5,2, , , ,1,1,1,1,3,6,3,1,3, ,2,2,1,1, ,2,5,2,61455,10,1949,1, ,4,2,1,2,2,2,2,1,1,2,1,1,3,2,2,2,1,1,2
078312,20161002,1,1,2,1,1, ,1,2,1,2,3,2,5,1,1,1,1,1,3, ,3, ,3, ,5,3,1,14,14,"Rauner hasn't been able to institute his policies, which I think is a good thing.", , , , , , , , ,1,4,1,1,4,2, , , ,2,2,1,1,1,6,2,1,3, ,4,2,3,1, ,2,5,2,99999,14,0,1, ,9,0,1,1,0,4,2,1,2,1,3,1,1,1,2,2,2,1,2
021058,20161002,1,1,2,1,1, ,1,2,2,2,2,2,4,2,4,1,2,2,3, ,3, ,3, ,1,2,1,14,14,quality of life, , , , , , , , ,4,5,3,1,3,1,9, ,5,1,1,1,1,3,3,2,3,1,4, ,2,4, ,3, ,5,2,60642,8,1958,1, ,7,2,1,1,2,4,2,2,3,1,1,1,2,2,2,2,2,1,1
075969,20161002,1,2,1, , ,1,1,2,2,2,2,5,4,5,9,1,1,1,1, ,9,Unsure,9,Unsure,1,2,1,8,8,Property taxes way up,14, , , , , , , ,1,1,2,2,5,1,2, ,2,1,2,3,2,1,3,5,4,3, ,4,1,5, ,1,2,5,1,60712,11,1944,1, ,9,1,2,3,2,2,2,1,1,2,1,2,3,1,1,5,5,3,2
049764,20160927,1,2,1, , ,1,1,2,2,2,2,3,4,4,4,1,1,3,10, ,10, ,10, ,5,3,1,14,16,"Property taxes go up, taxes are increasing, theres a lot of unemployment,", , , , , , , , ,2,2,1,4,4,1,21,Economic,11,1,1,1,1,3,6,3,4,4, , ,2,5, ,3, ,5,1,60053,8,1958,1, ,9,2,2,2,2,2,2,1,1,3,3,2,2,3,5,5,5,1,2
011322,20160928,1,3,2,1,1, ,1,1,2,2,2,4,2,4,4,2,3,2,3, ,4, ,9,no.,1,3,1,14,14,programs and diffculties and problems, , , , , , , , ,3,2,2,2,2,1,9, ,5,1,1,2,2,1,5,4,5,1,1, ,2,4, ,1,2,5,1,61523,3,1985,1, ,6,4,3,3,1,4,1,2,1,2,1,2,2,2,2,2,5,2,1
048685,20161002,1,2,1, , ,1,1,2,3,2,1,2,5,3,9,1,1,4,3, ,3, ,3, ,1,2,1,14,12,program cuts, , , , , , , , ,2,5,2,1,5,1,21,Illinois has problems,6,1,1,1,1,1,3,1,1,3, ,1,2,3,1, ,2,5,1,60464,14,0,1, ,9,0,1,1,0,1,2,1,3,1,1,3,3,4,2,2,2,1,2
006829,20160927,1,2,2,1,1, ,1,1,2,2,2,2,2,4,4,2,1,1,1, ,8, ,2, ,1,3,1,14,12,Personal assistance for DHS, , , , , , , , ,1,2,1,2,5,2, , , ,1,2,1,2,2,2,5,5,2,4, ,2,3,1, ,2,5,2,60659,1,1996,6,Greek American,4,4,3,3,1,1,1,1,1,2,1,2,2,1,1,4,1,1,2
048779,20160927,1,2,1, , ,1,1,1,1,2,1,1,5,2,2,1,2,3,3, ,3, ,3, ,5,1,1,3,3,People don't get paid on time,11,14, , , , , , ,1,4,1,1,5,2, , , ,2,1,1,1,3,6,1,1,3, ,3,1,5, ,3, ,5,2,60013,11,1943,1, ,9,1,1,1,2,1,2,1,2,1,3,1,1,3,2,2,2,1,2
078317,20160929,1,2,2,1,1, ,1,1,2,2,2,5,4,5,5,1,3,2,5, ,5, ,5, ,1,2,1,14,16,pension threatened, , , , , , , , ,3,5,3,2,5,1,9, ,5,1,1,2,2,1,4,3,5,1,3, ,1,4, ,1,2,5,1,60643,3,1982,1, ,7,3,3,2,1,2,2,2,3,2,1,2,2,2,3,3,3,2,2
082733,20160929,1,2,2,1,1, ,1,1,2,2,1,2,2,5,5,1,1,2,7, ,1, ,7, ,1,3,1,14,16,Pension, , , , , , , , ,2,5,2,1,3,1,21,"The states status, debt",6,1,3,2,2,3,6,4,4,1,5, ,1,6, ,9, ,6,3,60067,14,0,7, ,9,0,2,3,0,2,1,1,3,1,1,2,2,2,4,1,4,2,1
020028,20160928,1,3,2,1,1, ,1,2,2,3,1,3,4,9,9,3, , , , , , , , , ,3,1,14,16,Paychecks not coming in on time, , , , , , , , ,1,5,1,1,5,2, , , ,2,3,2,2,1,2,6,4,2,1, ,1,2,1, ,2,5,1,62951,7,1964,1, ,1,2,2,8,2,2,2,1,3,1,3,3,3,4,5,5,5,2,2
017663,20160930,1,3,2,1,1, ,1,1,2,2,2,3,4,2,4,1,1,2,3, ,1, ,4, ,1,3,1,10,10,pay checks for government jobs,14, , , , , , , ,2,4,2,2,5,1,21,"state is in debt, my state has death debts.",6,1,1,1,2,1,5,3,3,1,1, ,2,4, ,1,2,5,1,62223,5,1972,2, ,7,3,1,2,1,3,2,1,2,2,1,1,2,2,2,1,2,1,2
083832,20160929,1,3,2,1,1, ,1,2,2,2,2,3,5,5,9,1,1,2,9,"Ted Cruz, Daryl Cassle. or Gary Johnson",5, ,10, ,1,2,1,14,16,own your own business and have been waiting over 18 months to get paid by the state of Illinois dent, , , , , , , , ,2,1,3,1,5,1,9, ,5,1,2,1,2,3,5,4,4,1,1, ,2,4, ,1,1,5,1,61081,9,1954,1, ,9,2,2,3,2,2,2,1,1,1,1,2,3,2,5,3,5,1,2
012834,20160928,1,1,2,1,1, ,1,2,2,2,2,3,5,3,9,1,1,2,3, ,3, ,3, ,1,1,1,14,9,overtime on working, , , , , , , , ,1,5,2,2,5,1,21,violence,9,1,1,1,1,2,5,3,1,1,1, ,2,3,1, ,2,5,1,60638,3,1984,4, ,3,4,1,2,1,2,2,1,3,2,1,3,3,2,2,2,2,1,2
081703,20160929,1,3,2,1,1, ,1,1,2,2,2,3,1,5,5,1,1,1,1, ,1, ,1, ,1,2,1,14,14,only effective a little,7,2,4, , , , , ,3,1,3,2,4,1,21,get away from Illinios,6,1,1,2,2,1,6,5,5,3, ,3,2,5, ,1,1,2,2,62615,10,1950,1, ,6,2,3,3,2,4,1,2,1,2,1,2,2,1,1,1,1,2,2
083378,20161001,1,2,2,1,1, ,1,2,2,2,1,3,5,5,9,1,2,1,3, ,3, ,10, ,1,3,1,14,14,one moved and the others moving, , , , , , , , ,4,5,3,2,2,1,21,"no reason for me to stay, my daughter moved to arizona and my sister in law moved to  vegas",1,1,1,1,1,1,2,3,1,3, ,4,2,1,1, ,2,5,1,60540,11,1942,6,german and italian,1,1,1,2,2,4,2,2,3,2,1,2,3,1,2,2,5,1,1
035331,20161001,1,2,1, , ,1,1,2,1,2,1,1,4,4,9,1,1,2,5, ,1, ,5, ,4,2,1,14,7,Not sending out notices of renewing your licenses plates., , , , , , , , ,3,5,3,2,5,2, , , ,1,1,1,1,1,6,3,8,1,1, ,2,2,1, ,2,5,1,60067,4,1978,1, ,7,3,8,2,1,3,2,2,3,2,2,2,3,2,3,1,3,1,2
076152,20161001,1,2,1, , ,1,1,2,2,2,2,2,2,5,9,1,2,2,1, ,3, ,10, ,1,2,1,14,16,not having the money, , , , , , , , ,3,2,3,1,5,2, , , ,1,1,1,2,2,6,4,5,1,4, ,2,4, ,1,2,5,2,60611,6,1967,1, ,7,3,3,3,1,2,1,2,1,1,1,2,3,2,1,2,5,1,2
082247,20160929,1,3,2,1,1, ,1,1,2,2,2,5,5,2,9,1,1,1,3, ,3, ,3, ,1,1,1,9,9,not getting help,10,14, , , , , , ,1,3,1,1,4,1,21,Id like to move to a more progessive area.,6,1,1,1,1,1,2,1,1,1,1, ,1,5, ,3, ,5,1,61109,8,1960,1, ,4,2,1,1,2,2,2,1,2,1,1,1,3,1,2,2,2,1,2
026102,20160930,1,3,2,1,1, ,1,1,2,2,1,2,1,5,5,1,1,1,1, ,1, ,1, ,1,3,1,14,12,"NOt adding any clients on, now she is down to 24 hours a week. The state wont take on any more peopl", , , , , , , , ,3,1,3,2,4,2, , , ,1,1,2,2,1,4,5,7,3, ,1,2,2,1, ,1,5,2,61068,10,1950,1, ,1,2,3,3,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2
079719,20160929,1,1,2,1,1, ,1,1,1,2,2,5,5,5,9,1,1,1,10, ,3, ,10, ,3,5,1,14,16,no payment, , , , , , , , ,1,5,1,2,1,1,9, ,5,1,1,1,1,1,6,6,9,1,3, ,1,6, ,9, ,6,3,60644,8,1959,7, ,9,2,9,8,2,2,2,1,3,2,2,2,3,1,5,2,5,1,1
001377,20160927,1,3,1, , ,1,1,1,2,2,2,4,5,5,5,1,1,2,3, ,3, ,3, ,3,5,1,14,9,No money., , , , , , , , ,1,4,1,2,6,1,21,Worse state ever,12,1,2,3,1,1,2,3,2,3, ,1,1,5, ,1,1,2,1,62526,10,1947,1, ,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3
083476,20160929,1,2,2,1,1, ,1,1,2,2,3,2,4,2,9,1,1,2,10, ,3, ,10, ,1,2,1,6,6,no job security for teachers,14,9, , , , , , ,2,4,1,3,3,3, , , ,1,1,2,1,1,6,3,3,2,4, ,2,3,1, ,2,2,1,60625,6,1968,6,American indians,5,3,1,2,1,1,2,1,2,3,1,1,3,2,5,2,5,2,1
012983,20160928,1,1,2,1,1, ,1,1,2,2,2,3,1,5,5,1,1,2,10, ,10, ,10, ,5,2,1,14,16,no budget in the state, , , , , , , , ,1,3,2,2,3,1,21,corruption in the government.,6,1,1,5,3,3,3,4,4,1,3, ,1,3,1, ,1,5,1,60445,8,1961,4, ,5,2,2,3,2,2,1,1,2,2,3,2,2,2,5,5,5,4,1
046072,20160927,1,2,1, , ,1,1,1,2,1,1,3,9,9,9,1,1,1,1, ,1, ,3, ,1,3,1,14,14,niot a single good thing, , , , , , , , ,2,2,3,1,5,2, , , ,1,2,1,2,1,5,5,7,4, , ,2,4, ,1,2,5,2,60657,8,1958,1, ,1,2,3,3,2,4,3,1,1,1,1,3,3,1,1,1,2,1,2
080307,20160929,1,2,2,1,1, ,1,1,1,2,1,1,5,3,9,1,2,1,3, ,5, ,3, ,1,2,1,14,16,My pension is about of Cook county- so it's kind of in a balance or limbo., , , , , , , , ,2,2,3,1,3,1,2, ,2,1,1,1,1,2,6,2,3,1,1, ,1,4, ,1,2,5,1,60559,3,1983,1, ,7,3,1,1,1,2,2,1,1,1,1,3,3,1,2,3,2,1,1
003015,20160930,1,3,1, , ,1,1,1,2,3,3,5,2,2,9,1,1,1,1, ,1, ,10, ,1,5,1,14,12,"Money, more expensive, cutting food stamps", , , , , , , , ,1,3,1,2,2,1,2, ,2,1,2,2,3,3,3,5,4,3, ,3,2,5, ,1,2,2,2,61732,10,1949,1, ,1,2,2,3,2,1,1,1,2,2,1,1,3,1,1,1,5,2,1
081299,20160930,1,1,2,1,1, ,1,2,1,2,2,3,5,9,9,1,1,3,4, ,3, ,8, ,2,1,1,9,9,Money is not being used to fund public services that you needed.,12,14, , , , , , ,2,2,1,1,3,1,21,More opportunities. I feel that there's not enough work in Chicago.,3,1,1,1,1,3,5,1,9,2,1, ,2,5, ,2, ,5,2,60605,3,1986,2, ,3,4,9,1,1,2,2,1,1,1,1,3,3,3,2,2,4,1,1
079108,20160929,1,1,2,1,1, ,1,2,2,2,3,5,5,9,4,1,3,2,3, ,3, ,3, ,3,5,1,9,9,mom being threatened by healthcare benefits,14,10,2, , , , , ,1,2,1,2,3,1,21,"cost of living, the crime, the local gov't.",6,1,1,1,1,1,3,2,1,1,3, ,1,4, ,1,2,5,1,60619,5,1974,5, ,9,3,1,1,1,2,2,1,1,2,2,3,2,2,2,2,2,1,1
076078,20161002,1,3,1, , ,1,1,2,2,2,2,5,1,5,2,1,1,2,1, ,1, ,1, ,1,3,1,14,12,MJ, , , , , , , , ,4,5,3,2,4,1,13, ,3,1,3,1,3,3,5,4,4,3, ,3,2,1,1, ,2,5,1,61265,14,0,7, ,9,0,2,3,0,1,1,2,3,2,1,2,1,2,1,1,1,1,2
048227,20161001,1,1,1, , ,1,1,2,1,2,1,1,5,2,1,1,1,1,3, ,3, ,3, ,1,3,1,6,6,mismanagement of funds,14, , , , , , , ,4,1,3,2,5,2, , , ,1,1,1,3,1,3,3,1,1,4, ,2,5, ,3, ,5,2,60614,7,1963,1, ,7,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,2
082669,20160929,1,1,2,1,1, ,1,1,1,2,2,2,5,2,4,1,1,1,3, ,3, ,3, ,1,3,1,11,11,Mental health,1,14, , , , , , ,1,2,1,1,4,2, , , ,1,1,1,1,1,3,2,1,1,1, ,2,5, ,3, ,5,2,60707,4,1979,2, ,6,3,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2
001938,20160930,1,2,1, , ,1,1,2,3,2,1,1,4,9,9,1,1,2,4, ,4, ,10, ,1,2,1,14,12,medical, , , , , , , , ,5,5,4,2,5,2, , , ,1,3,1,1,3,6,2,4,2,3, ,2,1,1, ,2,5,1,60540,10,1951,1, ,4,2,2,1,2,1,2,3,3,2,1,3,3,2,2,2,5,1,2
044573,20161002,1,3,1, , ,1,1,2,2,2,2,5,4,9,9,1,1,2,1, ,3, ,3, ,3,2,1,14,12,medicade, , , , , , , , ,1,5,2,1,4,1,2, ,2,1,3,2,1,1,2,3,2,4, , ,2,5, ,1,1,5,2,62047,8,1957,1, ,1,2,1,2,2,1,2,1,3,1,2,3,3,2,1,2,2,2,2
002148,20160928,1,3,2,1,1, ,1,1,1,2,1,2,5,5,5,1,1,2,3, ,3, ,7, ,1,1,1,9,9,"Mandatory furlows, less income",14, , , , , , , ,1,4,2,1,5,1,21,if the opportunity came up where I could make a good living self employed I would,3,1,1,1,1,1,5,3,8,1,4, ,1,5, ,3, ,3,2,61455,6,1970,1, ,5,3,8,2,1,2,2,1,2,1,1,2,2,2,2,2,4,1,2
073579,20161002,1,3,1, , ,1,1,2,2,2,2,4,5,5,5,3, , , , , , , , , ,2,1,14,12,"Link=food stamps,",12,8,3, , , , , ,3,3,1,2,5,2, , , ,1,2,1,1,2,1,2,7,4, , ,2,5, ,1,2,5,1,62801,9,1954,1, ,1,2,3,1,2,1,2,2,2,2,3,2,2,4,5,5,5,1,2
010610,20160928,1,3,2,1,1, ,1,2,1,2,1,3,4,4,2,1,1,1,3, ,3, ,3, ,1,2,1,14,16,limited funds, , , , , , , , ,1,1,1,1,4,1,21,more stable taxs,5,1,1,1,1,1,6,4,3,1,3, ,1,1,1, ,1,5,2,62221,4,1977,2, ,6,3,1,3,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2
080965,20161002,1,1,2,1,1, ,1,2,2,2,2,2,4,5,9,1,1,4,3, ,9,I don't know yet.,10, ,1,3,1,14,12,Less Public Programs, , , , , , , , ,2,5,1,2,5,2, , , ,1,1,5,1,1,4,3,1,1,1, ,2,4, ,3, ,5,2,60615,8,1957,2, ,3,2,1,2,2,1,2,1,3,2,1,2,3,4,2,5,5,4,2
081221,20160929,1,2,2,1,1, ,1,1,2,2,2,3,5,4,4,1,1,1,3, ,3, ,3, ,1,3,1,14,16,late tax return, , , , , , , , ,1,4,1,1,2,1,21,politics are screwed up,2,1,1,1,1,1,5,1,1,1,1, ,2,5, ,3, ,5,2,60504,7,1962,1, ,7,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,1
