id,area,rwdirusa,rwdiril,rwdirlocal,qlife,redist_hat,redist_neutral,redist_commis,app_pres_oba,firstam_1,firstam_2,firstam_3,firstam_4,firstam_5,firstam_6,firstam_7,firstam_8,firstam_9,firstam_10,firstam_11,firstam_12,firstam_13,firstam_14,massmedia,press_free,teapar_know,app_teapar,teapar_vote,gen10_vote,gen10_pollplace,gen10_house,gen10_enthu,term_lim,term_leader,cf_lim_judic,cf_pub_judic,cf_lim_leader,prim_nodeclr,fix_deficit_il,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_inc_temp,tax_sales,tax_services1,tax_services2,gamble_exp,sell_il_asset,gen10_gov,gen10_gov_no3,gen10_ussen,gen10_ussen_no3,recall_today,recall,abort_leg,lg_rights,lg_mil_open,death_pen,betteroff_now,betteroff_1yr,poltol_vers,poltol_frs,poltol_frs_rep,poltol_frs_dem,poltol_frs_wom,poltol_frs_teapar,poltol_frs_lds,poltol_fru,poltol_fru_rep,poltol_fru_dem,poltol_fru_wom,poltol_fru_teapar,poltol_fru_lds,poltol_you_rep,poltol_you_dem,poltol_you_wom,poltol_you_teapar,poltol_you_lds,gender,education,ideology,party_aff,relig_att_often,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again,christian_type,birth_yr,zip,rac_eth,rent_own,hhinc,zip1,fips,adi,dma,msa,nielson,census,firam_pres,firam_spe,firam_relig,firam_pet,firam_asmbly,firam_tot,firam_none1,firam_other,firam_none2
24359,2,3,2,1,3,3,5,2,5,2, , , , , , ,5, , , , , , ,2,1,1,5, ,2, ,3,2,1,1,4,1,1,3,2,2,2,1,2,2,2,1,2,2,1, ,2,2,5,1,4,2,1,1,2,1,1,2,3,3,3, , , , , , , , , , , , ,2,2,1,2,1,1,4,3,4,4, ,1,5, , , , , , , , , , , , , ,1949,60607,1,2,4,60707,17031,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
24371,3,1,2,2,3,4,1,2,1,2, , , , , , ,3, , , , , , ,2,1,1,3,2,1,1,2,3,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1, ,1,1,7, ,1, ,2,2,2,3,2,2,2,2,2, , , , , , ,1,5,4,4,2,0, , , , , ,2,4,3,3,3,1, ,3, ,2, , , , , , , , , ,1,3,1958,61201,2,2,1,61201,17161,246,192,1934,B,3,0,1,1,0,0,2,0,0,0
24420,2,3,3,3,3,4,1,2,2,6, , , , , , , , , , , , , ,2,3,2,5, ,2, ,1,1,2,5,1,3,5,1,2,2,2,2,1,2,2,1,2,2, ,2,2,1,7, ,6, ,1,1,1,2,3,2,3,3,1,1,3,0,3,1,0, , , , , , , , , , , ,2,5,3,5,2,1, ,5, , , , , , , , , , , , , ,1964,60169,4,2,8,60169,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
24473,2,2,2,1,3,3,5,2,4,6, , , , , , , , , , , , , ,2,2,2,6, ,1,1,3,4,1,1,1,5,1,2,2,2,2,2,2,1,2,2,2,2, ,2,1,2,2, ,2, ,3,3,2,1,2,1,2,3,1,1,3,1,3,0,3, , , , , , , , , , , ,1,2,4,6,3,1, ,13, , , , , ,2, , , , , ,1,3,1967,60174,1,2,5,60174,17089,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
24483,3,2,2,3,2,5,2,3,4,7, , , , , , ,2, , , , , , ,2,1,2,2,1,1,1,3,1,3,5,1,3,3,1,4,1,1,2,2,2,3,1,1,2,2, ,2,2,5,3,2, ,2,2,2,3,4,2,2,3,3, , , , , , , , , , , , ,1,2,2,2,1,2,2,5,5,1,1, ,20, , , , , , , , ,1, , ,1,3,1928,61048,1,2,1,61048,17177,744,616,9999,D,3,0,1,0,0,0,1,0,1,0
24488,3,2,2,3,2,4,2,2,2,2, , , , , , ,6, , , , , , ,2,4,2,4,2,1,1,2,3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2, ,1,1,3,1, ,1, ,1,1,1,1,1,2,1,1,2, , , , , , ,1,0,4,4,0,5, , , , , ,2,6,1,1,3,2, , , , , , , , , , , , ,11, , ,1937,61087,1,3,1,61087,17085,246,192,9999,D,3,0,1,0,0,0,1,0,0,0
24504,3,1,2,1,1,3,2,1,1,3, , , , , , ,6, , , , , , ,2,3,1,3,2,1,1,2,2,1,2,1,3,3,1,3,1,1,2,2,2,2,1,1,1,1, ,1,1,1, ,6, ,1,2,2,2,2,2,3,3,1,1,1,2,3,1,3, , , , , , , , , , , ,2,6,2,4,4, ,1,5, , , , , , , , , , , , , ,1941,61036,1,2,5,61036,17085,246,192,9999,D,3,0,0,1,0,0,1,0,0,0
24609,2,2,2,1,1,3,3,1,3,2, , , , , , ,6, , , , , , ,1,3,2,2,3,1,1,1,1,1,1,1,4,1,1,3,2,2,2,2,2,2,2,2,2, ,2,2,2,7, ,2, ,2,1,1,1,2,1,3,3,1,1,3,0,3,3,3, , , , , , , , , , , ,2,6,3,5,1,1, ,5, , , , , , , , , , , , , ,1970,60091,1,2,6,60091,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
24611,2,2,2,3,4,4,1,1,5,2, , , , , , ,6, , , , , , ,1,3,2,5, ,2, ,2,2,1,1,3,4,3,1,2,2,2,2,2,2,2,1,2,2, ,2,1,1,7, ,6, ,1,1,2,2,2,1,2,2,2, , , , , , ,1,3,1,1,5,0, , , , , ,2,5,3,8,2,1, ,16, , , , , , , , , , , ,2,3,1969,60102,1,2,5,60142,17111,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
24730,4,1,3,3,4,5,2,2,1,2, , , , , , ,6, , , , , , ,2,3,1,4,2,1,1,3,3,1,3,1,2,2,1,3,2,2,2,2,3,2,3,1,3, ,1,3,2,1, ,2, ,1,1,1,1,1,2,3,1,3, , , , , , , , , , , , ,1,1,1,2,1,2,2,3,4,5, ,1,14, , , , , , ,1, , , , ,2,2,1939,62284,1,4,5,62246,17005,760,626,4118,D,3,0,1,0,0,0,1,0,0,0
24748,4,2,2,1,2,3,2,2,2,2, , , , , , ,6, , , , , , ,1,1,1,3,4,1,1,2,2,1,2,1,1,1,4,3,2,2,2,2,3,2,2,1,2, ,2,2,1,5,2,2, ,1,1,2,2,2,1,2,3,2, , , , , , ,1,1,3,2,0,2, , , , , ,2,2,3,2,3,2, , , , , , , , , , , , ,89, , ,1936,62246,1,2,2,62246,17005,760,626,4118,D,3,0,1,0,0,0,1,0,0,0
24791,4,2,2,1,4,5,2,3,2,6, , , , , , , , , , , , , ,1,1,2,4,2,1,1,3,3,3,2,3,5,5,1,2,2,2,2,1,1,2,2,2,2,2, ,2,3,1, ,6, ,1,1,2,1,1,3,3,3,2, , , , , , ,1,5,5,5,5,5, , , , , ,2,7,3,3,1,1, ,80, , , , , , , , , , , ,1,2,1931,62895,1,2,2,62895,17191,296,244,9999,D,3,0,0,0,0,0,0,1,0,1
24806,3,2,2,2,1,4,2,3,3,2, , , , , , ,3, , , , , , ,2,1,2,5, ,1,1,2,3,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2, ,2,2,2,2, ,6, ,1,1,3,3,2,3,2,2,3, , , , , , , , , , , , ,1,1,1,1,2,2,3,3,8,1,1, ,5, , , , , , , , , , , , , ,1958,60934,1,2,8,60934,17105,676,556,9999,D,3,0,1,1,0,0,2,0,0,0
24822,3,2,2,2,4,3,1,1,1,2, , , , , , ,6, , , , , , ,2,1,2,1,1,1,2,3,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2, ,2,1,2,5,3,4,3,1,1,2,2,2,2,2,3,1,1,2,2,3,3,4, , , , , , , , , , , ,2,2,2,3,3,1, ,30, , , , , , , , , ,2, ,2,3,1956,61938,1,3,1,61938,17029,834,116,9999,D,3,0,1,0,0,0,1,0,0,0
24872,2,2,2,2,3,4,4,2,4,6, , , , , , , , , , , , , ,2,3,1,1,3,1,1,3,1,1,1,3,4,1,2,2,3,3,2,1,3,3,1,2,2,2, ,1,3,7, ,6, ,3,1,2,4,1,1,3,2,1,2, , , , , , , , , , , , , , , , ,2,4,5,7,4, ,1,13, , , , , ,1, , , , , ,1,3,1952,60099,1,2,2,60099,17097,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
24918,3,2,2,3,3,4,2,1,4,5,2, , , , , ,6, , , , , , ,2,3,2,1,1,1,1,3,1,1,2,1,5,2,1,2,2,1,2,2,1,1,2,2,2,2, ,1,1,4,2,2, ,1,1,1,2,3,1,2,1,3, , , , , , , , , , , , ,1,2,1,1,1,1,2,3,7,4, ,1,88, , , , , , , , , , , ,1,3,1969,60548,1,2,8,60552,17037,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
24920,2,2,2,2,2,4,1,3,4,3, , , , , , ,6, , , , , , ,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,2,2,2,1,1,2,2,2, ,1,1,2, ,2, ,1,1,2,3,4,1,2,1,2, , , , , , ,1,0,0,4,4,0, , , , , ,2,2,5,7,1,1, ,16, , , , , , , , , , , ,1,3,1947,60056,1,2,8,60004,17031,196,140,1698,A,3,0,0,1,0,0,1,0,0,0
24944,3,2,2,1,3,4,2,3,3,6, , , , , , , , , , , , , ,2,3,2,2,1,1,1,3,3,1,1,1,2,2,1,2,2,2,2,1,3,2,1,2,2, ,2,2,2,4,2,4,2,1,1,1,2,1,2,3,3,1,2, , , , , , , , , , , , , , , , ,2,2,3,4,2,1, ,89, , , , , , , , , , , ,4,7,1941,61571,1,7,8,61571,17179,676,556,3790,B,3,0,0,0,0,0,0,1,0,1
24972,2,1,2,1,1,3,2,2,2,2,3, , , , , ,7, , , , , , ,2,3,2,3,2,1,1,2,3,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1, ,2,2,1, ,1, ,2,2,1,2,1,2,3,3,3, , , , , , , , , , , , ,2,1,1,2,1,2,6,2,1,4, ,1,17, , , , , , , , , , , , , ,1965,60540,1,2,5,60540,17043,196,140,1698,A,3,0,1,1,0,0,2,0,1,0
25026,2,2,2,2,2,5,3,2,2,2,3,1, , , , ,6, , , , , , ,2,3,1,5, ,1,1,1,3,1,3,1,1,5,1,3,2,1,2,3,2,2,2,1,2, ,1,2,1,2, ,2, ,2,2,3,1,1,2,1,3,1,1,2,1,3,2,3, , , , , , , , , , , ,2,6,3,6,3,1, ,5, , , , , , , , , , , , , ,1968,60025,4,2,6,60025,17031,196,140,1698,A,3,1,1,1,0,0,3,0,0,0
25069,3,1,2,2,3,2,1,3,3,6, , , , , , , , , , , , , ,1,3,1,5, ,2, ,3,2,1,2,2,5,2,5,2,2,2,2,2,2,2,3,2,2,2, ,2,2,7, ,6, ,1,3,2,4,1,1,3,1,3, , , , , , , , , , , , ,1,1,1,3,2,2,2,3,8,1,1, ,14, , , , , , ,3, , , , ,1,3,1931,61938,1,2,8,61938,17029,834,116,9999,D,3,0,0,0,0,0,0,1,0,1
25083,4,2,2,1,3,3,2,2,4,6, , , , , , , , , , , , , ,2,3,1,1,1,1,1,1,1,1,1,2,4,1,1,2,2,2,2,1,3,2,2,2,2, ,1,1,1,7, ,2, ,1,1,2,3,3,1,1,1,2, , , , , , ,1,1,0,2,4,0, , , , , ,1,3,4,2,1,1, ,3, ,2, , , , , , , , , ,1,3,1969,62293,1,2,4,62293,17027,760,626,4118,A,3,0,0,0,0,0,0,1,0,1
25176,3,3,3,2,3,5,4,2,3,2, , , , , , ,6, , , , , , ,3,1,2,2,4,2, ,2,4,1,1,3,3,3,1,2,1,1,1,1,2,2,1,2,2, ,2,2,2,7, ,6, ,1,1,2,1,2,1,1,1,1,1,1,2,1,2,0, , , , , , , , , , , ,1,3,4,1,4, ,1,31, , , , , , , , , , , ,1,3,1945,60915,1,3,1,60901,17091,196,140,2810,A,3,0,1,0,0,0,1,0,0,0
25230,4,2,2,1,3,4,4,3,4,6, , , , , , , , , , , , , ,3,4,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,2,1,3,2,1,2,2,2, ,2,2,2, ,2, ,1,1,3,3,2,1,3,2,1,1,3,0,3,3,3, , , , , , , , , , , ,1,4,5,5,1,1, ,3, ,4, , , , , , , , , ,1,5,1938,62959,1,2,3,62959,17199,662,544,9999,C,3,0,0,0,0,0,0,1,0,1
25254,4,2,2,2,2,3,2,1,2,2, , , , , , ,6, , , , , , ,2,2,1,6, ,1,1,2,1,1,2,2,2,2,1,3,2,2,2,1,2,2,1,1,1,1, ,1,1,1, ,1, ,1,1,2,1,2,1,3,3,3, , , , , , , , , , , , ,1,1,1,1,2,1,2,2,1,1,1, ,3, ,1, , , , , , , , , ,1,3,1934,62010,1,2,5,62010,17119,760,626,4118,A,3,0,1,0,0,0,1,0,0,0
25287,2,2,2,2,3,4,4,1,4,6, , , , , , , , , , , , , ,1,3,2,2,1,1,1,1,3,1,1,1,1,5,1,2,1,1,2,1,1,1,1,2,2, ,2,2,2,2, ,2, ,1,1,1,1,1,1,2,1,2, , , , , , ,1,2,2,3,3,0, , , , , ,2,3,3,7,1,1, ,80, , , , , , , , , , , ,2,2,1951,60440,1,2,4,60440,17197,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
25352,3,2,2,2,3,4,2,1,4,2,1, , , , , ,3, , , , , , ,2,3,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1, ,2,2,2, ,2, ,1,1,3,2,3,1,3,2,2, , , , , , ,1,2,1,0,2,2, , , , , ,2,4,5,7,1,1, ,13, , , , , ,2, , , , , ,1,3,1943,61938,1,7,8,61938,17029,834,116,9999,D,3,1,1,1,0,0,3,0,0,0
25384,4,1,2,1,2,4,2,1,2,2, , , , , , ,1, , , , , , ,2,3,2,3,2,1,1,3,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1, ,1,1,1,7, ,6, ,2,2,2,2,1,2,3,1,2, , , , , , ,1,3,1,2,2,2, , , , , ,1,4,3,4,5, ,1,5, , , , , , , , , , , , , ,1957,62215,1,2,4,62215,17027,760,626,4118,A,3,1,1,0,0,0,2,0,0,0
25405,2,1,1,1,1,4,1,1,1,2, , , , , , ,3, , , , , , ,1,3,2,3,2,1,1,3,1,1,1,1,4,1,1,2,2,2,2,2,2,1,1,1,2, ,1,2,2,5,2,1, ,1,1,2,3,2,2,3,1,2, , , , , , ,1,4,4,4,4,0, , , , , ,1,5,2,3,3,1, ,14, , , , , , ,1, , , , ,1,2,1931,60707,1,2,2,60707,17031,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
25443,2,2,2,3,3,4,5,3,3,6, , , , , , , , , , , , , ,3,1,2,2,4,1,1,1,4,1,5,1,5,1,5,5,2,2,3,3,2,2,2,2,2, ,3,1,3,7, ,2, ,1,1,2,4,2,1,2,2,1,1,3,0,4,2,4, , , , , , , , , , , ,2,3,4,7,1,1, ,21, , , , , , , , , , , ,3,3,1933,60477,1,2,4,60477,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
25444,3,2,2,1,2,4,5,3,4,2, , , , , , ,6, , , , , , ,2,1,2,2,3,1,1,1,2,1,2,5,5,5,2,2,2,3,3,3,3,2,2,3,3, ,3,2,3,2, ,2, ,2,2,3,3,2,3,2,3,3, , , , , , , , , , , , ,1,3,1,3,3,2,1,4,7,1,1, ,3, ,4, , , , , , , , , ,1,3,1938,62565,1,2,8,62565,17173,834,116,9999,D,3,0,1,0,0,0,1,0,0,0
25485,4,2,2,1,3,4,1,1,3,6, , , , , , , , , , , , , ,1,3,1,1,3,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2, ,2,1,2,2, ,2, ,1,1,3,2,4,1,3,2,2, , , , , , ,1,3,1,1,1,0, , , , , ,1,3,4,4,3,1, ,5, , , , , , , , , , , , , ,1946,62002,1,2,4,62035,17119,760,626,4118,A,3,0,0,0,0,0,0,1,0,1
25514,3,2,2,2,3,2,1,1,2,6, , , , , , , , , , , , , ,1,1,2,5, ,1,1,3,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2, ,1,2,6, ,1, ,1,1,2,3,1,2,2,3,3, , , , , , , , , , , , ,1,1,1,3,1,2,2,4,4,3,1, ,3, ,1, , , , , , , , , ,1,1,1937,60436,2,3,1,60435,17197,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
25535,2,3,3,1,3,3,2,1,3,2, , , , , , ,5, , , , , , ,1,3,2,5, ,3, ,1,3,1,1,1,2,2,1,2,2,3,2,3,1,3,1,2,2,1, ,2,3,7, ,6, ,1,1,2,2,5,1,3,3,2, , , , , , ,2, , , , , , , , , , ,2,6,3,8,4, ,3, , , , , , , , , , , , , , ,1967,60565,7,2,8,60563,17043,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
25552,3,2,2,2,3,4,3,3,4,6, , , , , , , , , , , , , ,2,2,2,2,1,1,3,1,2,1,1,1,2,3,1,2,3,1,3,1,2,2,1,2,2, ,2,2,2,7, ,4,2,1,1,3,3,2,1,2,2,3, , , , , , , , , , , , ,1,3,1,1,2,1,4,5,5,1,1, ,3, ,1, , , , , , , , , ,1,5,1935,60051,1,2,1,60050,17111,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
25637,2,2,2,1,2,4,1,2,2,2,1, , , , , ,6, , , , , , ,2,3,1,3,2,1,1,2,1,1,1,1,3,1,2,2,2,2,2,2,2,2,1,1,2, ,2,1,2,7, ,1, ,2,2,1,1,1,2,3,2,2, , , , , , ,1,0,4,4,0,4, , , , , ,1,5,3,3,4, ,2, , , , , , , , , , , ,8, , ,1963,60015,1,2,6,60015,17097,196,140,1698,A,3,1,1,0,0,0,2,0,0,0
25648,3,1,2,2,4,5,5,2,5,2, , , , , , ,6, , , , , , ,2,3,1,4,2,2, ,3,3,1,1,1,5,1,1,5,2,3,2,2,2,2,2,1,1, ,1,3,2,7, ,6, ,1,1,4,3,3,1,3,1,3, , , , , , , , , , , , ,1,1,1,1,2,2,2,6,4,1,1, ,7, , , , ,7, , , , , , ,1,1,1924,62571,1,2,2,62571,17173,834,116,9999,D,3,0,1,0,0,0,1,0,0,0
25667,2,2,2,3,3,4,1,1,4,6, , , , , , , , , , , , , ,2,4,1,1,1,1,1,3,2,1,1,1,1,1,1,2,1,1,2,1,3,2,2,1,2, ,2,2,2,7, ,6, ,1,1,3,2,2,2,3,4,2, , , , , , ,1,3,1,4,3,4, , , , , ,2,3,4,8,4, ,1,5, , , , , , , , , , , , , ,1954,60406,6,2,6,60445,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
25711,3,1,2,3,5,4,1,2,2,6, , , , , , , , , , , , , ,2,3,1,4,2,1,1,2,2,1,4,5,4,5,1,5,2,2,2,2,2,2,2,2,2, ,2,1,3,1, ,1, ,1,1,1,2,2,2,2,3,2, , , , , , ,1,0,1,4,0,1, , , , , ,2,5,4,8,3,1, ,14, , , , , , ,1, , , , ,2,3,1962,61537,1,2,8,61537,17123,676,556,3790,D,3,0,0,0,0,0,0,1,0,1
25805,2,2,2,2,3,3,5,1,2,6, , , , , , , , , , , , , ,1,1,2,5, ,2, ,1,2,1,2,3,2,2,3,5,2,2,2,2,2,2,2,2,2, ,2,2,1,2, ,6, ,1,1,1,1,1,2,2,3,1,1,3,4,3,0,0, , , , , , , , , , , ,2,5,4,6,4, ,1,88, , , , , , , , , , , ,3,6,1962,60084,1,2,7,60084,17097,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
25815,2,2,2,1,3,3,2,2,2,2,3, , , , , ,6, , , , , , ,2,1,1,5, ,2, ,1,2,1,1,2,2,5,1,2,2,2,2,1,2,2,2,1,1,1, ,1,2,2, ,2, ,1,1,2,2,2,1,3,3,2, , , , , , ,1,4,2,4,5,4, , , , , ,2,6,3,6,3,1, ,5, , , , , , , , , , , , , ,1948,60047,1,2,5,60047,17097,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
25901,3,2,2,1,3,5,5,3,2,6, , , , , , , , , , , , , ,1,3,2,2,1,1,1,3,3,1,1,1,5,5,2,2,2,2,2,2,2,2,2,1,2, ,2,2,2,7, ,6, ,3,3,3,4,2,2,3,2,3, , , , , , , , , , , , ,1,1,1,3,1,2,2,4,8,1,1, ,5, , , , , , , , , , , , , ,1937,60927,1,2,2,60927,17075,196,116,9999,D,3,0,0,0,0,0,0,1,0,1
25923,3,2,2,2,3,4,2,2,3,5,1, , , , , ,3,7, , , , , ,2,3,2,2,3,1,1,3,1,1,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,2, ,2,2,7, ,2, ,1,1,3,2,2,1,1,1,2, , , , , , ,1,2,2,4,2,1, , , , , ,2,2,4,5,2,1, ,13, , , , , ,2, , , , , ,1,3,1954,61065,1,2,1,61065,17007,744,616,4042,B,3,1,0,1,0,1,3,0,1,0
25997,3,1,2,1,2,3,2,1,1,2,3, , , , , ,6, , , , , , ,2,3,2,4,2,1,1,2,3,1,1,1,4,2,5,3,2,1,2,2,2,2,1,1,2,1, ,2,1,1, ,1, ,1,1,1,1,1,1,3,3,1,1,1,2,2,0,3, , , , , , , , , , , ,2,6,2,1,4, ,1,13, , , , , ,2, , , , , ,2,2,1977,61571,1,2,8,61571,17179,676,556,3790,B,3,0,1,1,0,0,2,0,0,0
26036,1,1,1,1,2,1,2,1,1,2, , , , , , ,6, , , , , , ,1,2,2,5, ,2, ,2,1,1,1,1,1,1,4,3,2,2,2,2,2,2,2,2,2,2, ,2,2,1, ,1, ,2,2,2,2,3,2,1,1,2, , , , , , ,1,5,5,5,5,5, , , , , ,1,3,1,1,3,1, ,89, , , , , , , , , , , ,1,2,1929,60637,2,3,2,60637,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
26054,2,2,1,2,2,3,1,1,2,3, , , , , , ,1, , , , , , ,2,3,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,1,1, ,3,3,2,5,2,1, ,1,3,2,1,1,2,2,3,3, , , , , , , , , , , , ,1,1,1,1,1,2,4,4,4,5, ,1,5, , , , , , , , , , , , , ,1949,60156,1,2,6,60102,17111,196,140,1698,A,3,1,0,1,0,0,2,0,0,0
26105,2,2,2,1,2,5,5,3,4,6, , , , , , , , , , , , , ,2,3,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2, ,1,1,2, ,2, ,1,1,1,1,2,1,3,3,2, , , , , , ,2, , , , , , , , , , ,1,7,6,8,6, ,9, , , , , , , , , , , , , , ,1900,99999,7,7,7,60004,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
26178,1,2,2,2,4,3,1,1,3,2, , , , , , ,6, , , , , , ,2,3,2,3,2,1,1,2,2,1,2,2,1,2,1,3,2,2,2,1,2,2,2,1,2, ,2,1,2,7, ,6, ,3,3,1,2,1,2,3,3,1,1,1,2,3,1,3, , , , , , , , , , , ,2,5,2,2,4, ,2, , , , , , , , , , , ,6, , ,1945,60613,1,2,4,60657,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
26247,1,1,1,1,4,4,1,2,1,1,2, , , , , ,7, , , , , , ,3,3,1,4,2,1,1,2,2,1,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2, ,2,1,1,1, ,1, ,3,2,2,2,2,2,1,3,1,1,0,3,3,0,3, , , , , , , , , , , ,2,6,2,3,1,1, ,5, , , , , , , , , , , , , ,1900,60640,1,2,8,60640,17031,196,140,1698,A,3,1,1,0,0,0,2,0,1,0
26265,2,2,2,2,2,5,2,3,5,1,2,5, , , , ,6, , , , , , ,2,4,2,6, ,1,1,2,4,3,5,1,3,2,2,3,2,2,2,2,2,2,2,1,2, ,3,1,2,7, ,6, ,3,3,3,1,1,1,3,3,3, , , , , , , , , , , , ,3,1,1,3,1,2,3,2,3,5, ,3, , , , , , , , , , , , , , ,1937,60453,1,2,5,60453,17031,196,140,1698,A,3,1,1,0,0,1,3,0,0,0
26272,2,2,2,2,3,4,5,2,4,6, , , , , , , , , , , , , ,2,1,4, ,4,1,3,3,1,1,1,1,4,4,4,2,2,2,2,2,2,2,1,2,2,2, ,1,2,2, ,4,2,1,1,1,1,1,1,3,3,1,1,2,0,2,1,0, , , , , , , , , , , ,1,1,3,5,5, ,1,5, , , , , , , , , , , , , ,1964,60490,1,2,7,60440,17197,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
26297,2,2,3,1,3,3,2,1,1,2,5, , , , , ,6, , , , , , ,2,1,2,5, ,2, ,3,2,1,1,1,2,2,1,3,2,2,2,2,2,2,1,1,2,1, ,2,2,7, ,6, ,1,1,3,2,1,2,3,3,3, , , , , , , , , , , , ,1,1,1,3,1,2,6,3,3,1,1, ,14, , , , , , ,1, , , , ,2,2,1975,60123,1,5,8,60123,17089,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
26299,2,2,2,2,3,3,2,2,4,2, , , , , , ,3, , , , , , ,2,3,1,2,1,1,1,1,1,1,1,1,4,4,1,1,2,2,2,3,2,2,1,1,1,2, ,1,2,2, ,2, ,1,1,1,2,2,1,2,3,3, , , , , , , , , , , , ,1,2,1,1,2,2,2,3,7,4, ,1,5, , , , , , , , , , , , , ,1944,60181,1,2,8,60126,17043,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
26454,2,2,2,3,2,5,2,2,3,1, , , , , , ,6, , , , , , ,2,4,1,2,4,1,1,1,3,1,2,3,5,1,2,5,2,1,2,1,3,3,1,3,3, ,2,1,3,7, ,2, ,1,1,2,2,3,2,3,3,1,1,2,1,3,1,4, , , , , , , , , , , ,2,5,4,6,3,1, ,13, , , , , ,1, , , , , ,3,3,1975,60103,1,2,6,60103,17043,196,140,1698,A,3,1,0,0,0,0,1,0,0,0
26484,3,2,2,3,4,3,2,1,3,6, , , , , , , , , , , , , ,2,3,2,6, ,1,1,1,3,1,2,3,3,3,1,2,2,2,2,1,1,2,2,2,2, ,2,2,2,7, ,2, ,3,3,2,3,5,1,2,3,1,1,3,0,3,3,3, , , , , , , , , , , ,2,5,3,8,1,1, ,19, , , , , , , ,1, , , ,1,3,1954,60481,1,2,6,60481,17197,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
26524,1,1,2,2,3,4,1,1,2,6, , , , , , , , , , , , , ,2,3,1,4,2,1,1,2,3,1,1,2,2,5,1,3,2,2,2,2,2,2,2,1,1, ,2,2,1,7, ,1, ,1,1,2,2,1,2,3,3,3, , , , , , , , , , , , ,1,1,1,2,2,2,6,2,2,1,1, ,5, , , , , , , , , , , , , ,1963,60614,3,2,7,60610,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
26538,2,2,2,1,2,2,3,1,2,2,1,5, , , , ,6, , , , , , ,2,1,1,4,2,1,1,2,1,1,1,1,1,1,1,3,2,2,1,2,2,2,2,1,1,2, ,1,2,3,1,1, ,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2, , , , , , , , , , , ,1,4,2,3,4, ,1,16, , , , , , , , , , , ,2,3,1957,60148,1,2,3,60148,17043,196,140,1698,A,3,1,1,0,0,1,3,0,0,0
26541,2,1,2,1,2,2,2,2,1,2, , , , , , ,5,3, , , , , ,2,1,2,3,4,2, ,1,2,1,2,2,3,2,1,2,2,1,2,1,2,2,1,2,2,2, ,1,2,2, ,2, ,2,2,1,1,1,1,3,3,1,1,4,4,4,4,4, , , , , , , , , , , ,1,4,2,6,4, ,1,89, , , , , , , , , , , ,4,3,1953,60130,1,3,2,60130,17031,196,140,1698,A,3,0,1,1,0,1,3,0,0,0
