id,area,rwdirusa,rwdiril,rwdirlocal,qlife,redist_hat,redist_neutral,redist_commis,app_pres_oba,firstam_1,firstam_2,firstam_3,firstam_4,firstam_5,firstam_6,firstam_7,firstam_8,firstam_9,firstam_10,firstam_11,firstam_12,firstam_13,firstam_14,massmedia,press_free,teapar_know,app_teapar,teapar_vote,gen10_vote,gen10_pollplace,gen10_house,gen10_enthu,term_lim,term_leader,cf_lim_judic,cf_pub_judic,cf_lim_leader,prim_nodeclr,fix_deficit_il,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_inc_temp,tax_sales,tax_services1,tax_services2,gamble_exp,sell_il_asset,gen10_gov,gen10_gov_no3,gen10_ussen,gen10_ussen_no3,recall_today,recall,abort_leg,lg_rights,lg_mil_open,death_pen,betteroff_now,betteroff_1yr,poltol_vers,poltol_frs,poltol_frs_rep,poltol_frs_dem,poltol_frs_wom,poltol_frs_teapar,poltol_frs_lds,poltol_fru,poltol_fru_rep,poltol_fru_dem,poltol_fru_wom,poltol_fru_teapar,poltol_fru_lds,poltol_you_rep,poltol_you_dem,poltol_you_wom,poltol_you_teapar,poltol_you_lds,gender,education,ideology,party_aff,relig_att_often,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again,christian_type,birth_yr,zip,rac_eth,rent_own,hhinc,zip1,fips,adi,dma,msa,nielson,census,firam_pres,firam_spe,firam_relig,firam_pet,firam_asmbly,firam_tot,firam_none1,firam_other,firam_none2
38080,3,2,2,1,1,5,5,2,4,6, , , , , , , , , , , , , ,2,3,3, ,4,1,1,1,2,1,2,3,3,2,2,3,3,3,2,1,1,2,2,3,3, ,2,1,2,2, ,2, ,3,1,2,1,2,1,4,1,2, , , , , , ,2, , , , , , , , , , ,1,2,6,7,4, ,3, , , , , , , , , , , , , , ,1970,61021,1,2,8,61021,17103,744,616,9999,D,3,0,0,0,0,0,0,1,0,1
38127,2,2,2,2,3,3,2,1,3,6, , , , , , , , , , , , , ,2,1,2,5, ,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2, ,1,2,1, ,2, ,1,1,1,2,2,1,3,1,1,1,3,2,2,1,3, , , , , , , , , , , ,2,2,4,6,5, ,1,3, ,8, , , , , , , , , ,2,3,1950,60103,1,2,7,60103,17043,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
38128,3,2,2,1,3,1,3,2,4,2, , , , , , ,6, , , , , , ,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,2,1,2,2,2,1,2,2, ,2,1,2,2, ,2, ,3,2,3,2,2,1,2,1,1,1,4,0,4,4,4, , , , , , , , , , , ,2,5,4,5,1,1, ,5, , , , , , , , , , , , , ,1940,61614,1,2,3,61614,17143,676,556,3790,B,3,0,1,0,0,0,1,0,0,0
38205,2,2,2,1,2,4,1,1,3,2,5, , , , , ,6, , , , , , ,2,3,2,2,2,2, ,1,2,1,2,1,5,1,1,2,2,2,2,2,1,2,1,2,1,1, ,2,2,5,2,2, ,2,2,2,1,2,1,2,2,1,1,3,3,2,2,0, , , , , , , , , , , ,1,4,4,6,3,1, ,5, , , , , , , , , , , , , ,1978,60563,1,2,7,60563,17043,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
38232,3,2,2,3,2,4,2,1,4,5,2,1, , , , ,3, , , , , , ,3,3,1,1,1,1,1,1,1,1,5,2,4,3,1,2,2,1,2,1,1,2,1,2,2,2, ,2,1,2, ,2, ,1,1,2,3,4,1,3,1,1,1,3,0,3,3,3, , , , , , , , , , , ,1,3,5,5,2,1, ,3, ,1, , , , , , , , , ,1,5,1962,62366,1,2,4,62366,17149,712,588,9999,D,3,1,1,1,0,1,4,0,0,0
38321,3,2,2,2,3,4,2,2,3,2, , , , , , ,6, , , , , , ,1,3,2,5, ,1,1,1,1,2,3,1,2,1,1,2,2,2,2,2,1,2,1,2,2, ,2,2,1,5,2,4,2,1,1,2,2,2,1,1,2,3, , , , , , , , , , , , ,1,2,1,1,3,2,3,3,4,4, ,1,30, , , , , , , , , ,2, ,1,3,1952,62561,1,2,2,62561,17167,834,116,4410,C,3,0,1,0,0,0,1,0,0,0
38382,3,2,2,2,3,3,3,3,4,6, , , , , , , , , , , , , ,1,3,1,1,4,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1, ,2,3,7, ,6, ,1,1,2,3,1,1,3,3,1,1,3,0,3,3,3, , , , , , , , , , , ,2,2,4,5,3,1, ,3, ,1, , , , , , , , , ,1,3,1959,62032,1,2,8,62032,17135,834,626,9999,D,3,0,0,0,0,0,0,1,0,1
38466,4,2,3,2,3,4,5,2,4,6, , , , , , , , , , , , , ,1,2,2,5, ,1,1,2,3,1,2,4,4,3,2,2,2,1,2,2,2,1,1,2,2,2, ,1,2,1, ,1, ,2,2,2,3,4,2,2,3,2, , , , , , ,1,0,4,3,0,0, , , , , ,2,3,5,1,4, ,1,3, ,7, , , , , , , , , ,1,3,1937,62821,1,2,1,62821,17193,296,244,9999,D,3,0,0,0,0,0,0,1,0,1
38515,3,1,1,2,4,5,2,3,1,6, , , , , , , , , , , , , ,2,1,2,4,2,1,1,2,1,1,1,1,5,1,1,4,2,2,2,1,2,2,2,2,2, ,1,2,1,1, ,6, ,1,3,2,3,2,1,3,4,3, , , , , , , , , , , , ,2,1,1,2,1,2,2,2,4,2,1, ,14, , , , , , ,1, , , , ,1,3,1936,61277,1,2,8,61277,17195,246,192,9999,D,3,0,0,0,0,0,0,1,0,1
38568,3,2,2,2,1,4,4,2,5,3,2,1, , , , ,6, , , , , , ,1,4,1,2,3,1,1,1,3,1,1,5,4,2,4,5,2,3,2,2,2,2,1,2,1,2, ,2,2,7, ,1, ,1,1,2,1,4,1,2,2,1,1,3,3,3,3,0, , , , , , , , , , , ,1,6,4,5,2,1, ,5, , , , , , , , , , , , , ,1966,62704,1,2,8,62704,17167,834,116,4410,C,3,1,1,1,0,0,3,0,0,0
38588,2,2,2,1,2,3,2,1,4,2, , , , , , ,5, , , , , , ,1,3,1,2,4,1,1,1,1,1,2,2,2,2,3,3,2,1,2,2,2,2,3,2,1,1, ,2,3,2, ,2, ,1,1,2,2,5,2,2,3,1,1,3,0,3,1,3, , , , , , , , , , , ,2,5,4,7,1,1, ,5, , , , , , , , , , , , , ,1960,60532,1,2,6,60515,17043,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
38598,2,3,3,2,2,4,1,1,1,1, , , , , , ,3,2, , , , , ,2,2,1,4,3,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1, ,1,1,2,1, ,1, ,1,1,1,1,1,2,3,1,1,1,0,3,3,0,3, , , , , , , , , , , ,1,6,2,4,4, ,2, , , , , , , , , , , ,6, , ,1958,60304,1,2,8,60302,17031,196,140,1698,A,3,1,1,1,0,0,3,0,0,0
38787,2,2,2,1,2,4,1,3,4,6, , , , , , , , , , , , , ,2,1,1,2,2,1,1,1,3,1,1,1,1,1,1,3,2,2,2,1,2,2,2,1,1,1, ,2,2,2, ,2, ,1,1,4,1,1,2,3,1,1,1,3,0,2,4,4, , , , , , , , , , , ,2,3,4,7,1,1, ,14, , , , , , ,1, , , , ,3,3,1930,60543,1,2,8,60543,17093,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
38994,2,2,2,1,2,5,5,3,1,6, , , , , , , , , , , , , ,2,3,1,4,2,1,1,3,2,1,5,1,5,1,1,3,2,3,2,2,3,2,3,1,1, ,3,2,2,1, ,1, ,3,3,1,1,1,2,3,3,2, , , , , , ,1,4,4,4,0,2, , , , , ,2,6,2,1,5, ,3, , , , , , , , , , , , , , ,1946,60302,1,2,8,60302,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
39045,2,2,3,1,3,3,5,1,1,2, , , , , , ,5, , , , , , ,2,1,1,3,4,1,1,2,3,2,4,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2, ,1,2,7, ,1, ,3,1,1,1,2,2,3,3,1,1,0,3,3,0,0, , , , , , , , , , , ,1,4,2,3,6, ,1,14, , , , , , ,2, , , , ,2,2,1952,60525,2,2,8,60525,17031,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
39052,2,2,2,2,3,4,1,1,4,6, , , , , , , , , , , , , ,2,3,1,2,1,1,1,1,1,1,1,5,5,2,2,2,3,1,1,3,1,2,1,2,2, ,2,3,1,2, ,2, ,1,2,2,1,2,1,3,1,2, , , , , , ,1,3,1,3,3,3, , , , , ,1,5,4,7,3,1, ,13, , , , , ,1, , , , , ,2,3,1975,60142,7,2,8,60142,17111,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
39109,2,2,2,2,3,4,1,2,3,1, , , , , , ,6, , , , , , ,2,3,1,5, ,1,1,2,2,3,2,1,3,1,1,2,2,2,2,2,2,2,1,2,2,2, ,2,1,5,3,1, ,1,1,2,2,1,3,3,1,2, , , , , , ,1,0,2,3,0,1, , , , , ,2,3,3,2,1,1, ,5, , , , , , , , , , , , , ,1949,60803,1,2,8,60445,17031,196,140,1698,A,3,1,0,0,0,0,1,0,0,0
39192,3,3,2,2,3,3,1,1,2,5,2,3,4, , , ,6, , , , , , ,2,3,3, ,2,3, ,2,3,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,1, ,1,1,1,3,1,1, ,1,1,1,1,2,2,3,1,3, , , , , , , , , , , , ,2,1,1,2,1,1,5,3,2,3,1, ,31, , , , , , , , , , , ,1,3,1986,63111,1,5,1,61364,17099,196,140,9999,C,3,0,1,1,1,1,4,0,0,0
39221,3,2,1,2,3,4,1,1,1,6, , , , , , , , , , , , , ,1,3,2,5, ,1,1,3,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1, ,1,2,2, ,2, ,1,1,1,2,1,1,3,3,2, , , , , , ,2, , , , , , , , , , ,2,2,3,6,4, ,1,13, , , , , ,2, , , , , ,2,3,1932,61734,1,3,1,61734,17179,676,556,3790,B,3,0,0,0,0,0,0,1,0,1
39229,3,2,2,1,3,5,2,1,4,2,3, , , , , ,6, , , , , , ,2,1,2,2,4,1,1,1,1,1,1,1,5,1,2,2,2,2,3,2,1,1,2,2,2, ,2,2,2,2, ,2, ,1,1,2,2,4,1,2,3,2, , , , , , ,1,3,0,2,3,3, , , , , ,2,4,5,7,5, ,1,19, , , , , , , ,1, , , ,2,3,1947,60178,1,2,4,60178,17037,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
39289,4,1,2,1,1,3,3,1,4,1, , , , , , ,3,5, , , , , ,2,3,2,2,2,1,2,3,3,2,4,3,4,3,2,3,2,2,2,2,2,2,1,2,1,1, ,1,3,2, ,3,2,2,2,2,1,2,2,3,3,2, , , , , , ,1,3,3,3,3,3, , , , , ,1,6,3,7,3,1, ,30, , , , , , , , , ,2, ,2,3,1959,62050,1,2,6,62025,17119,760,626,4118,A,3,1,0,1,0,1,3,0,0,0
39312,1,1,2,1,3,5,4,2,1,6, , , , , , , , , , , , , ,1,1,3, ,4,1,1,1,3,1,5,2,2,4,4,1,1,2,2,2,1,1,1,3,2, ,2,2,2,1, ,1, ,1,1,2,3,4,2,3,2,2, , , , , , ,1,4,0,4,2,4, , , , , ,1,2,3,5,3,1, ,3, ,5, , , , , , , , , ,1,3,1979,60649,2,3,1,60629,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
39317,1,2,2,2,4,2,2,2,1,2, , , , , , ,6, , , , , , ,2,3,3, ,1,2, ,2,2,2,4,4,3,2,1,2,2,2,1,2,2,2,2,2,2, ,2,1,2,1, ,1, ,1,1,1,1,2,2,2,3,3, , , , , , , , , , , , ,2,1,1,1,1,1,1,3,1,4, ,1,30, , , , , , , , , ,2, ,1,3,1968,60624,2,3,1,60623,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
39327,2,1,2,1,2,3,2,1,1,6, , , , , , , , , , , , , ,2,3,1,3,2,1,1,3,3,1,1,1,5,1,1,2,2,3,1,2,2,2,1,2,2,1, ,2,1,1, ,1, ,2,2,1,2,1,2,3,1,1,1,0,3,2,0,3, , , , , , , , , , , ,2,6,3,4,3,1, ,18, , , , , , , , , , , ,1,3,1977,60417,2,2,4,60417,17197,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
39394,3,2,2,2,4,4,1,1,4,2, , , , , , ,3, , , , , , ,2,1,1,5, ,1,1,3,2,2,1,1,4,4,1,1,2,2,2,2,2,2,1,1,1,1, ,2,2,1, ,6, ,1,1,3,3,4,1,2,2,3, , , , , , , , , , , , ,3,3,1,3,1,2,3,4,4,1,1, ,13, , , , , ,2, , , , , ,1,3,1938,62703,1,2,1,62703,17167,834,116,4410,C,3,0,1,1,0,0,2,0,0,0
39483,1,2,2,1,5,3,3,2,3,6, , , , , , , , , , , , , ,2,3,2,5, ,1,3,2,1,2,1,4,4,3,1,2,2,1,1,3,1,2,2,2,2, ,2,1,1,2, ,2, ,1,1,1,1,2,1,2,1,3, , , , , , , , , , , , ,1,1,1,2,2,2,4,4,1,4, ,1,5, , , , , , , , , , , , , ,1955,60626,1,3,1,60626,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
39560,2,2,2,2,1,3,2,1,2,2, , , , , , ,6, , , , , , ,1,3,2,3,2,1,1,2,2,1,1,4,5,4,5,3,2,1,2,1,2,2,1,2,2,1, ,1,2,1, ,1, ,2,2,2,2,2,1,3,3,3, , , , , , , , , , , , ,3,3,1,2,1,2,5,3,3,5, ,1,19, , , , , , , ,1, , , ,2,5,1942,60005,3,2,4,60004,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
39612,4,2,2,2,4,4,2,3,3,6, , , , , , , , , , , , , ,2,4,2,5, ,1,1,3,3,3,3,2,2,2,2,4,2,2,1,3,3,2,2,2,2,2, ,2,2,7, ,6, ,1,1,2,3,5,3,2,2,2, , , , , , ,1,2,2,2,2,4, , , , , ,1,3,4,4,2,1, ,5, , , , , , , , , , , , , ,1947,62249,6,2,4,62249,17119,760,626,4118,A,3,0,0,0,0,0,0,1,0,1
39816,3,2,2,3,2,5,5,3,4,2, , , , , , ,3, , , , , , ,2,2,2,5, ,2, ,1,1,1,1,4,4,1,1,2,1,1,1,1,1,1,1,1,2, ,2,1,1,2, ,2, ,1,1,1,3,1,2,2,2,1,1,3,0,3,1,3, , , , , , , , , , , ,1,6,5,7,3,1, ,13, , , , , ,2, , , , , ,1,2,1972,61525,1,2,5,61525,17143,676,556,3790,B,3,0,1,1,0,0,2,0,0,0
39851,3,2,2,2,5,4,1,1,4,6, , , , , , , , , , , , , ,2,3,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,2,2,1,2,2, ,2,1,2,2, ,2, ,1,1,3,2,1,2,2,2,2, , , , , , ,1,3,0,3,3,0, , , , , ,1,4,4,7,1,1, ,5, , , , , , , , , , , , , ,1939,61104,1,2,6,61108,17201,744,616,4042,B,3,0,0,0,0,0,0,1,0,1
39854,3,2,2,1,2,3,2,2,3,1, , , , , , ,3,2, , , , , ,1,3,2,2,3,2, ,1,1,1,2,2,2,5,1,2,2,2,1,1,2,1,2,2,2, ,2,1,2,2, ,2, ,3,3,2,2,2,1,2,3,2, , , , , , ,1,4,0,4,4,0, , , , , ,2,6,3,7,1,1, ,19, , , , , , , ,1, , , ,1,6,1948,61232,1,2,8,61284,17161,246,192,1934,B,3,1,1,1,0,0,3,0,0,0
39886,2,2,2,2,1,3,1,1,3,6, , , , , , , , , , , , , ,2,3,2,5, ,1,1,2,1,1,1,4,4,4,1,2,2,3,1,3,2,2,2,1,1, ,2,2,2,1, ,1, ,2,2,4,4,5,2,3,1,1,1,4,4,4,4,4, , , , , , , , , , , ,2,5,5,1,4, ,2, , , , , , , , , , , ,80, , ,1923,99999,1,2,8,60076,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
39934,3,2,2,2,2,4,2,1,4,1,2,3,4,5, , ,6, , , , , , ,2,1,1,1,1,1,1,1,1,3,5,4,4,1,1,2,1,3,2,3,3,3,1,2,2, ,2,2,2,4,2,3,3,2,3,2,3,4,1,2,2,2, , , , , , ,1,5,0,4,4,5, , , , , ,1,5,5,6,1,1, ,80, , , , , , , , , , , ,1,6,1964,60914,1,2,5,60901,17091,196,140,2810,A,3,1,1,1,1,1,5,0,0,0
39945,1,3,1,2,2,3,2,2,2,6, , , , , , , , , , , , , ,1,2,1,2,2,1,1,2,1,1,2,1,1,4,1,1,2,2,2,1,2,2,1,1,2, ,1,1,2,1, ,1, ,1,1,1,1,2,1,3,1,2, , , , , , ,1,0,4,3,0,2, , , , , ,1,5,3,1,1,1, ,5, , , , , , , , , , , , , ,1961,60707,1,3,4,60639,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
39960,3,2,2,2,2,2,1,1,4,2, , , , , , ,6, , , , , , ,2,3,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,2,2,1,1,2,1,2,2,1, ,2,1,2, ,2, ,1,1,1,2,1,1,3,3,3, , , , , , , , , , , , ,1,2,1,1,1,2,5,5,7,4, ,1,1,2, , , , , , , , , , ,2,3,1960,61008,1,2,7,61111,17201,744,616,4042,B,3,0,1,0,0,0,1,0,0,0
39963,1,2,2,1,2,4,4,1,3,6, , , , , , , , , , , , , ,2,1,2,1,1,1,1,1,2,1,1,1,1,2,3,2,1,1,1,2,1,2,1,2,2,2, ,1,1,6, ,5, ,1,1,1,2,3,1,2,3,1,1,3,0,3,3,3, , , , , , , , , , , ,1,3,6,5,4, ,1,16, , , , , , , , , , , ,2,2,1944,60646,1,2,6,60641,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
40041,3,2,2,2,2,4,1,2,4,2,1,5,4, , , ,6, , , , , , ,2,3,2,5, ,1,1,3,2,1,5,1,1,1,5,3,2,2,1,2,2,2,3,1,2, ,3,2,3,5,2,4,1,2,2,3,2,2,2,2,1,3, , , , , , , , , , , , ,1,1,1,2,2,2,6,3,8,4, ,1,80, , , , , , , , , , , ,1,2,1957,61842,1,2,5,61724,17113,676,556,1406,C,3,1,1,0,1,1,4,0,0,0
40332,4,2,2,1,3,3,2,3,4,2, , , , , , ,6, , , , , , ,3,3,2,2,1,1,1,1,1,1,1,1,3,1,1,3,2,1,2,3,2,2,2,1,1, ,1,2,2,2, ,2, ,1,1,2,3,3,1,2,3,1,1,2,1,3,2,3, , , , , , , , , , , ,1,3,5,5,1,1, ,16, , , , , , , , , , , ,1,3,1954,62448,1,2,4,62448,17079,848,712,9999,D,3,0,1,0,0,0,1,0,0,0
40351,3,2,2,2,3,3,2,2,3,2, , , , , , ,6, , , , , , ,2,1,2,5, ,1,1,3,1,1,1,1,4,1,1,2,2,3,1,2,2,2,2,2,2,2, ,1,2,5,4,6, ,1,3,1,3,2,1,2,3,3, , , , , , , , , , , , ,3,3,1,1,2,1,3,3,2,4, ,1,3, ,8, , , , , , , , , ,1,3,1956,61938,1,2,4,61938,17029,834,116,9999,D,3,0,1,0,0,0,1,0,0,0
40450,3,2,2,2,2,3,2,1,4,2,5,3, , , , ,6, , , , , , ,2,3,1,2,1,1,1,1,1,1,1,4,4,2,4,2,1,1,1,1,1,1,1,2,2,2, ,2,3,2, ,2, ,2,2,2,2,4,1,3,2,3, , , , , , , , , , , , ,1,2,1,1,1,1,6,5,5,3,1, ,31, , , , , , , , , , , ,1,3,1949,62401,1,2,3,62401,17049,834,116,9999,D,3,0,1,1,0,1,3,0,0,0
40616,3,2,2,2,5,4,1,1,4,2, , , , , , ,6, , , , , , ,2,4,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,2,1,2,2,1,1,1, ,2,1,2,2, ,2, ,1,1,2,2,3,2,3,3,1,1,3,1,3,3,3, , , , , , , , , , , ,2,3,4,7,4, ,1,16, , , , , , , , , , , ,2,6,1948,61114,1,2,3,61115,17201,744,616,4042,B,3,0,1,0,0,0,1,0,0,0
40617,3,2,2,2,3,4,2,1,4,2,3,5,1, , , ,6, , , , , , ,2,3,1,1,1,1,1,1,1,2,1,3,4,1,1,2,1,1,2,1,2,2,1,2,2,1, ,1,1,2, ,2, ,1,1,3,3,4,1,2,2,1,1,4,4,3,4,3, , , , , , , , , , , ,2,5,5,7,5, ,1,16, , , , , , , , , , , ,1,3,1977,62477,1,2,1,62477,17023,848,712,9999,D,3,1,1,1,0,1,4,0,0,0
40644,1,1,1,2,3,2,2,1,1,2, , , , , , ,6, , , , , , ,2,1,1,4,2,1,1,2,2,1,1,4,1,2,1,2,2,1,2,2,2,2,2,1,1, ,2,2,2,1, ,1, ,2,2,2,3,2,1,3,2,1,1,0,2,3,0,4, , , , , , , , , , , ,2,5,2,3,3,1, ,88, , , , , , , , , , , ,2,3,1952,60615,2,2,5,60637,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
40715,3,2,2,2,4,4,1,1,4,2, , , , , , ,3,4, , , , , ,1,3,1,2,1,2, ,2,2,1,1,1,1,1,1,2,2,2,3,2,2,2,1,2,2, ,1,1,2,2, ,4,1,1,1,2,1,1,1,2,3,3, , , , , , , , , , , , ,1,1,1,1,1,1,3,3,3,4, ,1,3, ,4, , , , , , , , , ,1,3,1960,61548,1,2,3,61548,17203,676,556,3790,B,3,0,1,1,1,0,3,0,0,0
40740,2,1,3,1,2,5,3,3,2,2, , , , , , ,6, , , , , , ,2,3,2,3,2,1,1,3,3,2,4,2,1,5,4,2,2,2,2,2,3,2,3,2,2,2, ,1,2,7, ,6, ,2,2,2,2,2,2,2,4,1,1,4,4,4,4,4, , , , , , , , , , , ,2,6,2,8,1,9, , , , , , , , , , , , , , , ,1900,60062,7,2,8,60062,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
40890,2,1,1,1,1,3,2,1,2,3,2,1,4,5, , ,6, , , , , , ,3,3,2,3,2,2, ,2,3,2,2,3,3,5,3,3,2,1,2,2,2,2,2,2,1,1, ,2,1,1, ,1, ,2,2,1,1,2,2,3,4,2, , , , , , ,1,2,1,3,0,2, , , , , ,2,6,3,2,1,1, ,5, , , , , , , , , , , , , ,1968,60137,1,2,8,60137,17043,196,140,1698,A,3,1,1,1,1,1,5,0,0,0
41045,2,1,1,1,2,4,1,1,1,2,1, , , , , ,6, , , , , , ,1,3,2,4,2,1,1,2,3,1,1,1,1,1,1,2,2,2,2,1,2,2,3,1,2,2, ,2,2,1, ,1, ,1,1,1,1,1,1,3,1,3, , , , , , , , , , , , ,2,1,1,2,1,2,6,2,3,4, ,2, , , , , , , , , , , ,6, , ,1951,60069,1,2,6,60089,17097,196,140,1698,A,3,1,1,0,0,0,2,0,0,0
41075,3,1,2,3,3,3,2,1,2,2,3,5, , , , ,6, , , , , , ,2,3,1,4,2,1,1,2,3,1,4,1,2,1,3,1,2,2,2,2,2,2,3,1,1, ,1,2,2,1, ,1, ,2,2,2,2,2,2,3,3,3, , , , , , , , , , , , ,2,1,1,2,1,1,6,1,1,4, ,1,1,1, , , , , , , , , , ,2,3,1938,60115,1,2,5,60115,17037,196,140,1698,A,3,0,1,1,0,1,3,0,0,0
41099,2,2,2,3,2,3,5,1,3,6, , , , , , , , , , , , , ,2,2,1,2,3,1,1,3,4,1,5,5,5,5,1,3,2,3,2,1,2,2,2,2,2, ,3,2,3,2, ,1, ,3,3,2,2,2,2,2,4,2, , , , , , ,1,4,4,4,4,4, , , , , ,2,3,4,6,1,1, ,5, , , , , , , , , , , , , ,1951,60512,1,2,5,60560,17093,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
41141,3,2,2,2,3,3,3,2,4,2, , , , , , ,5, , , , , , ,2,3,2,5, ,2, ,3,2,1,2,4,1,2,2,2,1,1,1,1,1,1,1,2,2,2, ,2,1,4,4,3,2,2,2,3,3,5,2,2,2,3, , , , , , , , , , , , ,1,1,1,1,1,1,6,4,4,1,1, ,5, , , , , , , , , , , , , ,1978,61485,1,3,2,61428,17095,246,192,9999,D,3,0,1,0,0,1,2,0,0,0
41173,3,2,2,1,2,4,4,1,4,6, , , , , , , , , , , , , ,2,1,2,1,1,1,1,3,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2, ,2,2,2,3,3,4,3,1,1,1,1,4,2,1,3,1,1,0,0,2,3,4, , , , , , , , , , , ,2,4,3,4,5, ,3, , , , , , , , , , , , , , ,1950,60481,1,2,2,60481,17197,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
41179,1,3,3,3,1,4,1,3,1,2, , , , , , ,6, , , , , , ,2,1,1,4,2,1,1,3,2,1,1,1,1,1,1,3,2,2,1,2,2,2,2,1,1,2, ,1,1,4,1,3,3,1,1,1,1,1,2,3,1,3, , , , , , , , , , , , ,2,1,1,2,1,1,3,2,4,5, ,3, , , , , , , , , , , , , , ,1969,99999,7,2,7,60608,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
41429,3,1,1,2,3,2,4,2,1,2,3,5, , , , ,6, , , , , , ,2,2,1,4,2,1,1,2,1,1,1,4,2,3,4,3,2,2,1,2,2,2,1,1,2,1, ,2,1,1, ,1, ,1,1,1,2,1,1,3,3,3, , , , , , , , , , , , ,2,1,1,2,2,1,2,2,1,5, ,3, , , , , , , , , , , , , , ,1952,62703,1,2,3,62703,17167,834,116,4410,C,3,0,1,1,0,1,3,0,0,0
41546,3,1,2,1,2,3,1,1,1,5, , , , , , ,3, , , , , , ,1,3,1,4,2,1,1,2,2,1,3,1,2,2,2,3,2,2,3,1,2,2,2,1,1,1, ,2,1,1, ,3,1,1,2,3,1,1,2,1,1,2, , , , , , ,1,1,3,4,1,4, , , , , ,2,6,1,3,1,2, , , , , , , , , , , , ,11, , ,1956,61761,4,2,4,61761,17113,676,556,1406,C,3,0,0,1,0,1,2,0,0,0
41634,3,2,2,2,3,2,4,1,2,2, , , , , , ,6, , , , , , ,2,3,1,5, ,2, ,3,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,1,1, ,1,1,1,7, ,1, ,1,1,1,1,1,1,2,3,1,1,1,2,2,1,0, , , , , , , , , , , ,1,2,2,4,5, ,1,5, , , , , , , , , , , , , ,1951,61866,1,3,8,60586,17197,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
41835,2,2,2,3,1,4,4,2,3,3,2, , , , , ,6, , , , , , ,2,3,1,1,1,1,1,1,3,1,1,1,4,1,5,2,2,1,2,2,1,3,1,2,2,2, ,1,1,2, ,2, ,2,2,2,2,5,1,1,3,3, , , , , , , , , , , , ,1,2,1,1,1,2,6,5,7,4, ,1,5, , , , , , , , , , , , , ,1967,60005,1,2,8,60056,17031,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
41838,3,2,2,3,2,4,2,3,4,2, , , , , , ,6, , , , , , ,2,3,1,2,1,1,1,3,1,1,2,1,2,5,1,2,2,2,2,2,2,2,2,2,1, ,1,2,3,2, ,2, ,1,1,3,3,2,1,3,2,1,2, , , , , , , , , , , , , , , , ,1,2,5,7,1,1, ,3, ,5, , , , , , , , , ,1,3,1933,62521,1,3,2,62526,17115,834,116,1950,C,3,0,1,0,0,0,1,0,0,0
41897,3,2,2,2,5,4,5,1,4,2,3, , , , , ,6, , , , , , ,1,4,2,5, ,3, ,3,4,3,5,5,3,5,1,2,3,3,3,1,2,2,1,2,1, ,3,1,3,7, ,6, ,1,1,2,3,1,1,2,2,1,2, , , , , , , , , , , , , , , , ,2,2,2,4,6, ,1,89, , , , , , , , , , , ,4,7,1925,60033,1,2,8,60033,17111,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
